period	total	v1abs	v2abs	v1rel	v2rel
200205	57	53	4	0.9298245614035088	0.07017543859649122
200206	96	93	3	0.96875	0.03125
200207	337	336	1	0.9970326409495549	0.002967359050445104
200208	204	204	0	1.0	0.0
200209	24	24	0	1.0	0.0
200210	64	62	2	0.96875	0.03125
200211	248	202	46	0.8145161290322581	0.18548387096774194
200212	52	38	14	0.7307692307692307	0.2692307692307692
200301	356	350	6	0.9831460674157303	0.016853932584269662
200302	88	86	2	0.9772727272727273	0.022727272727272728
200303	83	80	3	0.963855421686747	0.03614457831325301
200304	57	56	1	0.9824561403508771	0.017543859649122806
200305	157	124	33	0.7898089171974523	0.21019108280254778
200306	159	125	34	0.7861635220125787	0.2138364779874214
200307	110	91	19	0.8272727272727273	0.17272727272727273
200308	111	108	3	0.972972972972973	0.02702702702702703
200309	194	178	16	0.9175257731958762	0.08247422680412371
200310	140	88	52	0.6285714285714286	0.37142857142857144
200311	97	86	11	0.8865979381443299	0.1134020618556701
200312	153	125	28	0.8169934640522876	0.1830065359477124
200401	315	234	81	0.7428571428571429	0.2571428571428571
200402	107	87	20	0.8130841121495327	0.18691588785046728
200403	192	148	44	0.7708333333333334	0.22916666666666666
200404	147	87	60	0.5918367346938775	0.40816326530612246
200405	307	223	84	0.7263843648208469	0.2736156351791531
200406	339	174	165	0.5132743362831859	0.48672566371681414
200407	287	208	79	0.7247386759581882	0.27526132404181186
200408	368	268	100	0.7282608695652174	0.2717391304347826
200409	448	372	76	0.8303571428571429	0.16964285714285715
200410	761	578	183	0.759526938239159	0.240473061760841
200411	905	737	168	0.8143646408839779	0.1856353591160221
200412	662	563	99	0.850453172205438	0.14954682779456194
200501	1021	824	197	0.8070519098922625	0.1929480901077375
200502	791	692	99	0.8748419721871049	0.12515802781289506
200503	1249	1101	148	0.8815052041633307	0.11849479583666933
200504	1114	1043	71	0.9362657091561939	0.06373429084380611
200505	1593	1533	60	0.9623352165725048	0.03766478342749529
200506	8724	6594	2130	0.7558459422283357	0.24415405777166438
200507	2214	2101	113	0.9489611562782294	0.05103884372177055
200508	2907	2760	147	0.9494324045407637	0.05056759545923633
200509	3311	3138	173	0.9477499244941106	0.05225007550588946
200510	3245	3108	137	0.9577812018489985	0.04221879815100154
200511	3281	3065	216	0.9341664126790613	0.06583358732093873
200512	3461	3329	132	0.9618607338919387	0.03813926610806125
200601	3417	3221	196	0.9426397424641498	0.05736025753585016
200602	3790	3524	266	0.9298153034300791	0.07018469656992084
200603	4080	3748	332	0.9186274509803921	0.08137254901960785
200604	3825	3471	354	0.9074509803921569	0.09254901960784313
200605	4383	4033	350	0.9201460187086471	0.07985398129135296
200606	4352	4000	352	0.9191176470588235	0.08088235294117647
200607	4704	4229	475	0.8990221088435374	0.10097789115646258
200608	5511	5075	436	0.9208855017238251	0.07911449827617492
200609	5568	5151	417	0.9251077586206896	0.07489224137931035
200610	5727	5152	575	0.8995983935742972	0.10040160642570281
200611	6476	5868	608	0.9061148857319333	0.09388511426806671
200612	6245	5738	507	0.9188150520416333	0.0811849479583667
200701	7793	6747	1046	0.8657769793404337	0.1342230206595663
200702	7494	6735	759	0.8987189751801441	0.10128102481985589
200703	8320	7361	959	0.8847355769230769	0.11526442307692308
200704	8718	7570	1148	0.8683184216563432	0.1316815783436568
200705	9683	8418	1265	0.8693586698337292	0.13064133016627077
200706	9501	8349	1152	0.8787496053047048	0.12125039469529524
200707	9844	8632	1212	0.8768793173506705	0.12312068264932954
200708	12371	10661	1710	0.8617735025462776	0.13822649745372242
200709	12533	10470	2063	0.835394558365914	0.16460544163408602
200710	13185	10682	2503	0.8101630640879788	0.18983693591202125
200711	13951	11403	2548	0.8173607626693427	0.1826392373306573
200712	13741	11022	2719	0.8021250272905902	0.1978749727094098
200801	16555	13561	2994	0.8191482935668982	0.18085170643310178
200802	17781	14399	3382	0.8097969742984085	0.1902030257015916
200803	20246	16232	4014	0.8017386150350686	0.19826138496493134
200804	21412	16490	4922	0.770128899682421	0.22987110031757893
200805	21359	16454	4905	0.7703544173416359	0.22964558265836416
200806	19303	15283	4020	0.7917422162358183	0.20825778376418172
200807	19788	15715	4073	0.7941681827370123	0.20583181726298766
200808	23759	18816	4943	0.7919525232543457	0.20804747674565427
200809	28302	21992	6310	0.7770475584764328	0.22295244152356725
200810	29297	23377	5920	0.797931528825477	0.20206847117452298
200811	30381	24184	6197	0.796023830683651	0.20397616931634904
200812	30933	24922	6011	0.8056767853101865	0.19432321468981348
200901	38852	31325	7527	0.8062647997529084	0.19373520024709154
200902	37430	30041	7389	0.8025915041410633	0.1974084958589367
200903	41520	33347	8173	0.8031551059730251	0.19684489402697494
200904	39189	31652	7537	0.8076756232616296	0.19232437673837047
200905	40314	32169	8145	0.7979610061020985	0.20203899389790148
200906	38812	30492	8320	0.7856333092857879	0.2143666907142121
200907	35692	27456	8236	0.7692480107587134	0.23075198924128656
200908	41622	32221	9401	0.774133871510259	0.225866128489741
200909	44103	35068	9035	0.7951386526993629	0.20486134730063715
200910	47445	37575	9870	0.7919696490673411	0.20803035093265887
200911	48499	38475	10024	0.7933153260891977	0.20668467391080228
200912	44070	34207	9863	0.7761969593828001	0.2238030406171999
201001	53884	42498	11386	0.788694232054042	0.21130576794595798
201002	48912	38371	10541	0.7844905135754007	0.21550948642459927
201003	54092	42118	11974	0.7786363972491311	0.2213636027508689
201004	51022	40822	10200	0.800086237309396	0.19991376269060404
201005	52322	42144	10178	0.8054737968732082	0.19452620312679178
201006	46558	37436	9122	0.8040723398771424	0.1959276601228575
201007	44065	35342	8723	0.8020424373085215	0.1979575626914785
201008	52458	42041	10417	0.8014220900529948	0.19857790994700522
201009	113487	95848	17639	0.8445725061020205	0.1554274938979795
201010	54783	43922	10861	0.8017450669003158	0.1982549330996842
201011	53659	43132	10527	0.8038166943103673	0.1961833056896327
201012	52079	41612	10467	0.7990168782042666	0.2009831217957334
201101	59262	48016	11246	0.8102325267456381	0.189767473254362
201102	53449	43309	10140	0.810286441280473	0.18971355871952703
201103	59380	47891	11489	0.8065173459077131	0.19348265409228696
201104	53130	43174	9956	0.8126105778279691	0.18738942217203086
201105	59680	48207	11473	0.8077580428954424	0.19224195710455763
201106	53052	42989	10063	0.8103181783910126	0.18968182160898742
201107	54228	43192	11036	0.7964888987239065	0.20351110127609354
201108	60618	49310	11308	0.8134547494143654	0.18654525058563462
201109	62999	50980	12019	0.8092191939554596	0.1907808060445404
201110	61939	51040	10899	0.824036552091574	0.17596344790842602
201111	60239	49641	10598	0.824067464599346	0.17593253540065407
201112	59320	48416	10904	0.8161834120026973	0.18381658799730277
201201	64419	52867	11552	0.8206740247442524	0.17932597525574753
201202	56297	46045	10252	0.8178943815833881	0.1821056184166119
201203	58840	48442	10398	0.8232834806254249	0.1767165193745751
201204	54228	44533	9695	0.8212178210518551	0.17878217894814488
201205	59051	49035	10016	0.8303839054376725	0.16961609456232749
201206	53829	44811	9018	0.8324694867079083	0.16753051329209162
201207	53569	44630	8939	0.8331311019432881	0.1668688980567119
201208	60954	51303	9651	0.8416674869573777	0.1583325130426223
201209	63949	54152	9797	0.8467997935855135	0.15320020641448653
201210	65913	55730	10183	0.8455084732905497	0.15449152670945035
201211	63207	53245	9962	0.8423908744284652	0.1576091255715348
201212	60024	49775	10249	0.8292516326802613	0.17074836731973878
201301	66789	55815	10974	0.8356915060863316	0.16430849391366842
201302	59883	50790	9093	0.8481539001052052	0.15184609989479486
201303	60340	50923	9417	0.8439343718926086	0.15606562810739144
201304	54541	45995	8546	0.8433105370271905	0.15668946297280945
201305	59515	50769	8746	0.8530454507267076	0.14695454927329243
201306	48118	40680	7438	0.8454216717236793	0.1545783282763207
201307	46400	39260	7140	0.8461206896551724	0.15387931034482757
201308	50241	42494	7747	0.8458032284389244	0.1541967715610756
201309	52631	44900	7731	0.8531093842032262	0.14689061579677376
201310	51270	43767	7503	0.8536571094207138	0.14634289057928612
201311	49579	42368	7211	0.8545553560983481	0.1454446439016519
201312	41704	35594	6110	0.8534912718204489	0.14650872817955113
201401	44065	37713	6352	0.8558493135141269	0.14415068648587315
201402	44050	38418	5632	0.8721452894438139	0.12785471055618616
201403	33326	28002	5324	0.840244853867851	0.15975514613214908
201404	29662	24853	4809	0.8378733733396264	0.16212662666037353
201405	31936	27242	4694	0.8530185370741483	0.1469814629258517
201406	27701	23482	4219	0.8476950290603227	0.15230497093967726
201407	26450	22623	3827	0.8553119092627599	0.14468809073724007
201408	32373	28026	4347	0.8657214345287739	0.13427856547122602
201409	37289	32506	4783	0.8717316098581351	0.1282683901418649
201410	29296	25434	3862	0.8681731294374658	0.13182687056253414
201411	12310	11266	1044	0.9151909017059301	0.08480909829406987
201412	17068	15736	1332	0.9219592219357863	0.07804077806421374
201501	84305	69634	14671	0.8259771069331594	0.17402289306684063
201502	81877	68387	13490	0.8352406658768641	0.16475933412313593
201503	100972	84613	16359	0.8379847878619815	0.16201521213801845
201504	88362	71604	16758	0.8103483397840701	0.1896516602159299
201505	97209	79567	17642	0.818514746576963	0.18148525342303695
201506	92390	77397	14993	0.8377205325251651	0.16227946747483493
201507	84471	70526	13945	0.834913757384191	0.16508624261580898
201508	115288	96123	19165	0.8337641385053084	0.16623586149469155
201509	145853	122213	23640	0.8379190006376283	0.1620809993623717
201510	177991	149951	28040	0.842463944806198	0.15753605519380193
201511	279395	234967	44428	0.8409849854149144	0.15901501458508563
201512	269142	223699	45443	0.8311560440213717	0.1688439559786284
201601	262497	222324	40173	0.8469582509514394	0.15304174904856055
201602	281012	237902	43110	0.8465901812022263	0.15340981879777377
201603	297381	251850	45531	0.8468933792004196	0.15310662079958035
201604	292204	248387	43817	0.8500465428262447	0.14995345717375533
201605	273215	231267	41948	0.8464652379993778	0.15353476200062222
201606	246594	211886	34708	0.8592504278287387	0.14074957217126127
201607	250225	214341	35884	0.8565930662403837	0.14340693375961636
201608	249271	212004	37267	0.8504960464715109	0.14950395352848908
201609	250812	215752	35060	0.860214024847296	0.13978597515270402
201610	272063	232977	39086	0.8563347459963317	0.14366525400366828
201611	263085	227522	35563	0.8648231560142159	0.13517684398578406
201612	232518	201531	30987	0.8667328980982117	0.13326710190178825
201701	234113	200953	33160	0.8583589975780926	0.14164100242190736
201702	214197	183917	30280	0.8586348081439049	0.14136519185609508
201703	246740	215452	31288	0.8731944557023588	0.12680554429764124
201704	248746	217897	30849	0.8759819253374929	0.12401807466250714
201705	183846	161997	21849	0.8811559674945335	0.11884403250546653
201706	130065	114435	15630	0.8798293161111752	0.12017068388882482
201707	214697	190487	24210	0.8872364308770034	0.1127635691229966
201708	210455	182887	27568	0.8690076263334204	0.13099237366657956
201709	203505	179426	24079	0.8816785828358026	0.11832141716419745
201710	200340	176998	23342	0.8834880702805231	0.1165119297194769
201711	193056	172082	20974	0.8913579479529256	0.10864205204707443
201712	193241	169317	23924	0.8761960453526944	0.1238039546473057
201801	9683	9163	520	0.9462976350304657	0.05370236496953423
201802	8337	7900	437	0.9475830634520811	0.052416936547918916
201803	5365	5021	344	0.9358807082945014	0.0641192917054986
201804	5160	4822	338	0.9344961240310078	0.06550387596899225
201805	5907	5524	383	0.9351616725918402	0.06483832740815981
201806	6319	5938	381	0.9397056496281058	0.06029435037189429
201807	7332	6872	460	0.9372613202400436	0.06273867975995635
201808	9288	8879	409	0.9559646856158484	0.04403531438415159
201809	10399	9846	553	0.9468218097894028	0.05317819021059717
201810	7419	6988	431	0.9419059172395201	0.05809408276047985
201811	7670	7260	410	0.9465449804432855	0.05345501955671447
201812	7364	7001	363	0.9507061379684953	0.04929386203150462
201901	9292	8838	454	0.9511407662505381	0.048859233749461904
201902	9455	8938	517	0.9453199365415125	0.054680063458487575
201903	3687	3474	213	0.9422294548413345	0.05777054515866558
201904	2438	2250	188	0.9228876127973749	0.0771123872026251
201905	3096	2875	221	0.9286175710594315	0.07138242894056848
201906	2058	1905	153	0.9256559766763849	0.07434402332361516
201907	2123	1972	151	0.9288742345737164	0.07112576542628356
201908	2040	1876	164	0.9196078431372549	0.0803921568627451
201909	2399	2231	168	0.9299708211754898	0.07002917882451021
201910	2689	2527	162	0.9397545555968762	0.060245444403123835
201911	2395	2246	149	0.9377870563674322	0.06221294363256785
201912	2155	2018	137	0.9364269141531323	0.06357308584686774
