author	yob	ntokens
Fraggelgirl	1981	85371.0
Lillkillensmamma	1982	9401.0
memba	1981	5083.0
Minimor78	1979	2873.0
Systermalin	1984	25537.0
hymafr	1965	79665.0
Linaek	1964	83333.0
Atamon	1972	107227.0
EXPOSED	1971	49923.0
Emmel	1973	158452.0
Jojjanna	1975	4012.0
mammasgullar	1990	40795.0
Smulu	1979	20848.0
Zezana	1980	13987.0
Jordgubbssmak	1968	65246.0
ajkw	1990	12391.0
bonsai	1982	16013.0
Jossebell	1969	33573.0
basil	1977	14143.0
LindizJ	1980	1929.0
Nickos	1988	15658.0
yodi	1980	73415.0
Petrellie	1974	47759.0
Nekogirl	1986	13186.0
Pochahontas	1974	54846.0
Grenna	1967	5869.0
Maskot	1971	29991.0
Titti	1982	15757.0
Millsan	1986	5590.0
annmin	1961	9459.0
morotsland	1981	104176.0
mysmamma84	1985	2438.0
Myzan	1976	43499.0
Caroline08	1989	21566.0
sockerbomben	1973	6895.0
tessum	1985	29723.0
Lowika	1981	16641.0
Lena	1980	92614.0
Fröken Juni	1974	154136.0
Jamieolivia	1983	32218.0
Syster C	1980	23169.0
Jenny87	1988	10028.0
Helen 1984	1985	31528.0
Stefanie	1988	6353.0
Raggarmunk	1981	2068.0
Git	1978	6158.0
MariaE	1980	4967.0
Houdini	1966	13099.0
AnitaAndersson	1985	12698.0
Jonna79	1980	7775.0
Um muhammed	1984	22577.0
Miss Cee	1981	109475.0
Eled	1990	22298.0
Frejan	1985	5001.0
lillasmilla	1988	20933.0
FruSabbi	1985	11974.0
Ms Trooper	1985	2160.0
MammaMia87	1987	18222.0
vill bli mamma 2009	1976	23458.0
MissSindra	1982	29663.0
Marleen	1986	48929.0
BeccaStina	1987	28104.0
jaghetersophia	1983	60935.0
ModestyB	1982	59177.0
Angelica30	1978	13019.0
Maja27	1963	8228.0
FrökenPillson	1981	5483.0
Hemlighet	1985	73612.0
Bette	1967	82443.0
Kary	1982	15712.0
puman0507	1973	2485.0
Lippans	1979	9898.0
mandelblomma	1990	225177.0
Daimis	1977	31407.0
Missnööjd	1975	4832.0
Redstone	1972	15351.0
Tjoflöjt	1982	9910.0
Anova	1979	152257.0
Butterscotch	1975	137543.0
Corpset	1982	26729.0
mika85	1986	26348.0
Trollungen08	1985	13236.0
Dynamic	1980	86309.0
maamje	1980	18082.0
diddisen80	1981	12845.0
malin neli	1981	27385.0
Trillian80	1986	23933.0
ErikaFika	1987	4088.0
83an	1984	54505.0
så mycket bättre	1987	51369.0
Rosen123	1985	7936.0
Gustie	1973	26545.0
Lakrids	1977	25556.0
hemljuvahem	1986	18186.0
estrella81	1981	13961.0
FallenMadonnaWithTheBigBoobies	1975	63460.0
Disco	1980	42251.0
Pumpkin	1985	148584.0
sariat	1986	10289.0
grata	1978	9663.0
TigerLinn	1986	87424.0
Jessys	1987	62278.0
AnnaKlara	1971	27018.0
Pallas	1974	249781.0
Pilu	1983	22903.0
LaFontaine	1985	101774.0
Lucefera	1986	22791.0
solskina	1971	85022.0
Empo	1985	36926.0
Pirjo79	1980	6355.0
tokfia	1968	9119.0
Ripper500	1984	7986.0
Zephir	1986	18666.0
Insatt	1982	14511.0
bambigirl	1982	63031.0
hundpuss	1988	350048.0
mamita64	1965	195575.0
livet leker	1990	101052.0
NadiaMi	1975	409375.0
ankling	1959	5782.0
Winglur	1989	112650.0
Chrille 84	1985	5259.0
Floff	1983	84945.0
Bonbon	1985	13012.0
Dorian Ertymexx	1973	1170749.0
Sadie	1984	58699.0
Min högsta önskan	1979	76087.0
Lönnsirap	1981	50795.0
biologic	1987	6091.0
Lucky	1980	27717.0
En glad tjej	1979	29550.0
Fe73	1974	35530.0
grodan 82	1983	5255.0
Lorelei	1978	120036.0
ALJO	1987	42052.0
Kärnan	1979	20422.0
sleeping angel	1984	111063.0
chivasregal	1962	15014.0
lena1	1960	12034.0
fostermamman	1962	2611.0
målvakten	1984	10237.0
Goya	1963	2295.0
antitanten	1955	14014.0
LuMa	1979	66895.0
brokig	1984	7819.0
Nemone	1980	1449.0
qbtq	1985	7839.0
hot fuss	1980	74124.0
delifi2	1975	180391.0
mamma1970	1977	8419.0
felicityporter	1986	33979.0
JBC	1986	34286.0
Charlotte1987	1988	4119.0
Lee76	1977	2886.0
Mornie Alantie	1987	78742.0
power	1989	8579.0
solstraalen	1982	46304.0
KinkyE	1991	1303.0
Urpan	1981	1750.0
mazquE	1990	15601.0
jessica83	1984	4387.0
Mummyfied	1990	48371.0
skruttis11	1982	25057.0
Madelene0	1986	14688.0
madde1983	1984	14624.0
MissLillan	1961	51042.0
Lady Blue	1984	10348.0
Sazee	1990	38598.0
FrökenR	1989	5983.0
J1983	1984	95089.0
spaceylisie	1984	69568.0
mirre67	1968	20329.0
Gravid 89	1990	101140.0
LBA	1986	9360.0
pindile	1984	50094.0
Caaarroo	1989	1190.0
Jess87	1988	34988.0
Mamma till gullungen	1978	30781.0
ingra	1975	47489.0
Agent 355	1975	15937.0
Vildblomman	1985	18714.0
Knasiga morsan	1985	75015.0
WhiteAngels	1980	144232.0
tusshh	1988	28392.0
Fia86	1987	16100.0
tillit71	1972	22542.0
AminasmammaElin	1986	16931.0
AAEV	1987	81357.0
Tokfia 7	1978	26122.0
GeRDiS	1984	2388.0
helenen	1972	16815.0
Dompans mamma	1983	44969.0
Fridapida	1982	51459.0
Lilaa	1982	55410.0
sursocka	1982	79683.0
Sommarkatten	1987	4538.0
emme 86	1987	96532.0
Daz	1980	12263.0
Anna Lisa	1979	19550.0
Granada	1975	91095.0
flisan16	1980	38266.0
Tokfrjant	1989	39864.0
LHUF	1980	109263.0
Aleksandra	1962	7606.0
Maria2	1978	2929.0
Gunge	1984	1460.0
Charmeuse	1985	23004.0
Valente	1973	14100.0
SuzR	1982	185341.0
SStina	1987	1871.0
gosmamman	1983	45927.0
Urtica	1981	12602.0
Sashimi	1976	50676.0
RiNan	1984	155851.0
zuzzan	1984	7365.0
mammastegeby	1985	8642.0
kixan	1982	21801.0
sandrafia	1984	7503.0
Egogirl	1981	6424.0
Spacekotten	1985	2998.0
Maja Gräddnos	1979	24419.0
Elisie	1985	21275.0
Lia85	1986	46300.0
Geshia	1981	31223.0
Heureka	1975	99759.0
Karolina75	1975	18060.0
Humlansbebis	1983	13930.0
Lisa1976	1977	13374.0
Sigrid	1975	88683.0
Trojan Rudeboy	1981	3869.0
juni2009	1983	7040.0
aggebagge	1978	844.0
rosenkind	1983	41923.0
Makkinje	1987	7207.0
MajaMaria79	1980	52422.0
fröken	1977	23537.0
Mondino	1968	77382.0
nathana1	1976	9897.0
hally	1986	46125.0
Lissy81	1982	11076.0
Hellström	1979	571.0
nanna74	1975	731.0
exiteme	1972	14742.0
stormfågel	1980	24787.0
Amme79	1980	9358.0
Sara E	1985	12803.0
menta	1977	595.0
stoltmamma87	1988	6305.0
Finasteunge	1987	824.0
musli	1972	105419.0
fru smurf	1979	94616.0
Kampis	1988	10678.0
Loppan75	1976	5105.0
Sarge	1976	10068.0
Tattyn	1978	36342.0
Linaslus	1985	42251.0
tindistar	1988	2850.0
juzze	1984	32647.0
Damien och Adrian	1973	148337.0
Pusselbiten86	1987	30298.0
Jojo 85	1986	104557.0
modesty74	1975	18598.0
Mylla	1980	55143.0
Tittij	1978	43930.0
MartinaE	1985	19754.0
joyzi	1985	13725.0
tess1987	1988	3376.0
Skruttis1979	1979	204120.0
chicopico	1983	4864.0
ajmaj	1975	28485.0
cherryblossom	1983	6815.0
karinagumman	1979	35576.0
Martinis	1984	16077.0
Trolli	1985	23842.0
Linnéa777	1989	6059.0
LitenMamma	1988	9824.0
PetraMunchen	1972	48427.0
Lulle	1977	14829.0
MY2004	1980	23508.0
ballerinamuffins	1985	46252.0
annawall	1976	18218.0
Väntarochlängtar	1971	61033.0
ROGG	1972	1358.0
Bong	1980	15117.0
emo	1972	15739.0
clembke	1981	68333.0
sara1981	1982	35039.0
Izzo	1976	9107.0
Den där Mary	1981	828.0
PernillaWaxin	1987	4440.0
Beetle	1981	37153.0
rockmamman	1984	18373.0
Turran	1976	40486.0
Superizza	1988	12350.0
ShuppShupp	1985	5351.0
EmmJay	1984	1757.0
bumse2	1974	35114.0
lingonben	1952	25275.0
Tigra79	1980	67963.0
Erika Ö	1989	80734.0
bitte67	1968	14172.0
Michanna	1978	5728.0
bili	1960	38499.0
LillaEllan	1987	37021.0
Hayati	1991	3315.0
mamma9905	1976	4752.0
smulan 75	1976	9404.0
Rocktroll	1985	46218.0
lillälva	1978	23769.0
Ahdela	1979	5943.0
Softyy	1981	11993.0
S a C	1983	36862.0
Presario	1987	3515.0
SandraS	1984	4806.0
korfu08	1976	51458.0
Sippan76	1977	691.0
Tårtsmulan	1975	3827.0
Fresa78	1979	32181.0
Niccan88	1989	8867.0
Malo	1982	24136.0
äntligen Vi	1984	2375.0
Gladabarnensmamma	1983	120394.0
bebis090614	1988	34929.0
FL Lisa	1983	45965.0
ÄlskadeUnge	1987	12916.0
Missy M	1987	23406.0
Nina 77	1978	2146.0
Pikapika	1974	6939.0
Tida77	1978	34749.0
anniebananie	1983	18739.0
Tess1979	1980	1336.0
Ssofia	1974	6466.0
Ida1990	1991	5108.0
Kallemero79	1980	6046.0
Hjärtefröjd	1979	12496.0
Liten måne	1984	53728.0
SandraD	1987	19172.0
God cares	1986	18794.0
Livshlädje	1974	33383.0
Solglimtar	1988	23359.0
Moment22	1981	9446.0
rosen76	1977	12528.0
Hella78	1979	487.0
Snooze	1981	59590.0
fabler	1964	81964.0
2babiesmom	1983	18639.0
hannizen	1987	25979.0
Svart ros	1983	31347.0
Trissvinnaren	1974	16068.0
camas	1984	16242.0
AaronElina	1983	2203.0
mal	1983	11296.0
Cinnamon	1986	2614.0
Norrtjejjen	1983	18553.0
nate	1980	24664.0
pernilla1972	1973	7826.0
StaffenAssar	1983	87285.0
seadwarf	1982	24617.0
svischan	1983	15609.0
grinchen	1982	1273.0
nick name	1969	24051.0
livet från ljusa sidan	1981	17693.0
AnnaA80	1981	3228.0
mmn1	1986	19201.0
SEM	1990	25018.0
spik	1969	16946.0
Zizzla	1968	8986.0
mymamasaid	1975	4232.0
car	1975	195667.0
Chipotle	1980	24161.0
arasall	1979	3525.0
jessican	1979	7520.0
Lilla Morran	1984	52955.0
Marlene	1967	91368.0
freija	1985	734.0
star83	1984	5905.0
babyboom86	1987	51376.0
pingstlilja	1976	9552.0
mamma till 2 frön	1974	18665.0
andra	1987	8252.0
anja1661	1983	24820.0
Sedek	1977	71089.0
Glaadis	1976	31623.0
Adoniram	1978	49211.0
Jelin	1983	4889.0
Flamma	1984	28281.0
LitenIsa	1983	17915.0
aijo	1985	7482.0
4an	1974	10298.0
ZezzA80	1981	13726.0
majlinsa	1988	12284.0
Rix	1972	17409.0
smc	1981	23587.0
TheStar	1977	26436.0
Annamaja	1981	19504.0
Matilda86	1987	29530.0
Jaramla	1980	66429.0
elio	1985	10766.0
Scaniamamma	1987	1366.0
Pyris	1978	103172.0
lilla mej	1978	72669.0
challis777	1978	54387.0
flixflax	1976	1957.0
andypandy	1976	4790.0
LoMsBebis	1989	15707.0
Myster	1978	15214.0
Trulle	1984	389.0
Pebblas	1985	12186.0
substitutet	1985	10880.0
Amicus verus est rara avis	1987	1829.0
TvåBusar	1981	2709.0
Lyckliga jag2	1976	12350.0
HWikström	1982	10256.0
nicke nyfiken76	1981	6640.0
MissUnderstood80	1981	101322.0
Bubblan84	1971	7662.0
Horst	1976	49209.0
crazy cat lady	1986	62085.0
Uller	1977	30809.0
FruE	1987	2118.0
Lina N	1979	2481.0
häxan surtant 6	1971	5601.0
Mizca	1986	27169.0
popcornplaya	1986	1979.0
Gul13	1969	39170.0
Lillfjant	1979	5754.0
Saga 79	1980	10452.0
Jojo77	1978	3872.0
Lillis 1977	1978	20298.0
Dudden	1969	7757.0
Annika23	1983	3779.0
Dakine	1988	78733.0
IsaCMoJs	1983	100998.0
guldplutt	1971	292640.0
honeybee78	1979	9240.0
cherrypie	1972	6387.0
anyXX	1983	18415.0
GöteborgsTösen	1984	26982.0
nerja99	1985	6694.0
Mineko	1976	18046.0
fruganL	1990	404215.0
Ixam	1980	4080.0
TeeTee	1988	12592.0
lillAa	1986	45512.0
Dää	1988	2781.0
TigerLily	1974	33553.0
cärröförfän	1988	428.0
sebbeman	1980	1080.0
Maira	1981	3429.0
StorFot	1978	25939.0
mammatill2rara	1989	7413.0
Aaglars	1971	65347.0
EmmAhh	1987	16253.0
Pippiputti	1974	8141.0
astro	1978	16189.0
GothicEve	1987	17343.0
Tjiklex	1987	16469.0
Lenagbg	1972	11858.0
yennie84	1985	33615.0
Pyre på väg	1983	3539.0
Carolina84	1985	1023.0
Jencie	1988	13615.0
sockerslav	1980	3027.0
carrobarro84	1985	43999.0
Bumblebina	1978	74546.0
InHeaven	1988	112359.0
gravid85	1986	10973.0
pysselmajjo	1983	16613.0
FrökenLarsson	1989	13298.0
Vivvi	1975	1914.0
orpan	1982	31195.0
Janina	1986	5495.0
Snöbarn	1985	13043.0
ThereseK	1981	27284.0
Nöjd	1975	6465.0
Lioness	1977	22849.0
Ronjah	1987	10141.0
MiniFröberg	1984	21197.0
Liba	1977	14449.0
stress	1971	680.0
Lia och bäbisen	1983	72132.0
Chiliräkan	1987	32692.0
Akilla	1983	66873.0
Micalela	1987	7222.0
Gliimma	1990	17413.0
Madicken 71	1972	5497.0
Baronessan	1975	7596.0
FridaLee	1987	35211.0
Neria	1987	896.0
ewis1	1973	9394.0
Maria1984	1985	1329.0
star67	1968	26233.0
guld lock	1982	30674.0
Ullegulle78	1979	19396.0
lillgarden	1984	28121.0
filiduttan	1980	15523.0
TheFamily	1980	39373.0
MickisFlisanNellie	1984	11151.0
Hera	1986	1331.0
lilyanna	1986	14760.0
annsedi	1975	9537.0
Zessan84	1985	25656.0
Kicki	1981	11958.0
Chaotica	1977	1698.0
nixxia	1980	9238.0
NinnaW	1977	2232.0
Strumpansmamma	1985	3255.0
kariba	1981	13534.0
Tuttan80	1981	6559.0
mumma84	1985	33674.0
Smilla1976	1977	71791.0
sazzia	1987	34072.0
ango07	1978	7022.0
Kanejl	1982	25712.0
annie dark	1977	21461.0
iAnnaMaria	1988	10318.0
Mariahogergö	1984	14351.0
karusell	1977	3563.0
Erizajo	1985	806.0
Uliise	1988	27810.0
Niccipicci	1976	26917.0
saralways	1978	1247.0
VilkenLycka	1975	1392.0
Fossa	1989	34536.0
Betty Boop	1974	13543.0
ponduss	1991	653.0
annasara	1980	13350.0
Madicken och Lisabeth	1976	4404.0
Gladhannapanna	1972	144758.0
Bella73	1974	4377.0
Miniz1983	1984	1048.0
Eldsjäl	1988	16761.0
Tuvaduva	1984	4559.0
silvanus	1983	18487.0
bebis0307	1982	6019.0
Kopparkruka	1989	23232.0
tinaaaaaa	1987	378.0
Kickiliisa	1978	27395.0
Xay1de	1982	44607.0
Sara K	1986	30629.0
Mary Wollstonecraft	1978	28147.0
Tudor 05	1983	16479.0
ump	1978	13984.0
SofiFrid	1985	8546.0
Mina72	1973	10018.0
Millia	1971	773.0
fjomsan	1982	2157.0
Anna83	1984	25016.0
kinapuff	1989	6490.0
giftgrodan	1980	44493.0
5 barnsmamman	1979	76732.0
Smurfan JM	1986	34368.0
magelita80	1981	12994.0
snigelkatt	1976	57173.0
Pyl	1980	4452.0
KramKalas	1984	17013.0
TeZs	1987	26643.0
Moonprincess	1987	4187.0
sandrablom	1988	21289.0
sunbeam	1957	4342.0
Blåbärspaj	1973	10722.0
BitchigaBea	1982	581.0
Perlan08	1977	5856.0
linda007	1979	23453.0
AsfaltsBlomma	1980	3824.0
LA Woman	1975	80692.0
Älskar	1983	1853.0
GodBiten	1986	13699.0
mysgravid	1989	20289.0
Dejsi	1962	16307.0
angeni	1988	91009.0
Lycklig88	1989	6936.0
Psychadelia	1983	23055.0
Riskiflickan	1981	108328.0
asparinC	1980	11282.0
luspudel	1989	33244.0
fatooooosh	1985	22835.0
MajaB	1984	25226.0
ullehj	1974	4497.0
LeaveMeAlone	1984	4233.0
Tainted	1988	2245.0
Tatu	1980	401.0
faster	1964	64326.0
Mikah	1979	34456.0
Helena85	1986	54496.0
villa villekulla	1984	1868.0
LillaLoppanT	1981	189202.0
passau	1977	82850.0
Joona	1978	21289.0
Gelicapelica	1985	4467.0
maccadam	1986	13172.0
kattengustav	1982	25540.0
texel	1971	3488.0
84Johanna	1985	5144.0
Freksta	1986	12919.0
Wonderchild2009	1990	14164.0
Alvinbus	1980	9191.0
KickanAnnika	1975	25467.0
Nonnie	1985	12509.0
Balooba	1979	30362.0
emmianttila	1990	4834.0
Såckan	1978	2104.0
minismurfen	1983	3897.0
Rosdraken	1986	62000.0
7of9	1988	17544.0
Akleja	1981	26234.0
Juppepuppe	1980	8947.0
Rilliana	1984	36120.0
mrseriksson	1976	9817.0
Sofia85	1986	1333.0
Kappan	1983	5246.0
Linda3	1982	1368.0
Emjah	1977	9071.0
carola78	1979	19013.0
hotten	1975	101117.0
soffien	1986	4780.0
doriah	1980	15556.0
Hedda89	1988	17900.0
BängtRagnhild	1987	12934.0
En skrutt	1981	10405.0
mammiloo	1974	6950.0
Pillan81	1979	4737.0
Marre	1980	8176.0
Masarin	1979	5197.0
Diana P	1982	5129.0
MrsCD	1981	87167.0
Tuttie	1981	40907.0
Minika	1988	5368.0
ThillaMilla	1985	1811.0
September2009	1982	20888.0
Mattemamman	1974	4352.0
miamartini	1982	3632.0
nahna87	1988	17973.0
tok	1989	4660.0
fjollan	1989	11376.0
Mamma Björck	1975	312.0
eleonore	1984	1042.0
Monica83	1984	19912.0
Liveit1971	1972	6731.0
rainbowbrite	1982	1359.0
Maggan81	1974	13063.0
höst	1975	1037.0
anna99	1975	1574.0
novembersol	1981	4258.0
Lucyinthesky	1982	19339.0
LauraPalmer	1985	2950.0
malin77	1978	3718.0
ekp	1976	1476.0
meesa	1983	22993.0
Maja09	1979	27388.0
CrazyCarro	1986	15358.0
LillaLilli	1989	26224.0
Puman78	1979	5538.0
bonäslina	1985	2124.0
mysan06	1974	4654.0
StinaStina	1986	9896.0
Saniis	1984	2067.0
Plommonben	1983	629.0
3 barns mor	1983	25384.0
Maggan 86	1987	3090.0
Vinterbarnet	1983	4166.0
JLP	1981	10991.0
IVFmamma	1983	55579.0
Honey Boo	1984	102807.0
Den som Längtar	1989	22836.0
Lillfot	1984	158.0
Vicki77	1978	15476.0
kath	1977	15912.0
Stella 78	1979	184470.0
alwilda	1980	23334.0
Lima80	1981	4290.0
suomigirl	1986	10831.0
Snåjtis	1983	2025.0
FamÅsling	1988	26178.0
Fleur	1976	1649.0
anna hepp	1985	1090.0
lisadragon	1985	106860.0
Kisen82	1983	1161.0
Kilsbergen	1979	6356.0
bakabakalitenkaka	1979	23539.0
CoolJen	1980	22983.0
Dantes matte	1972	5523.0
nooova	1984	12572.0
Scraptroll	1984	51408.0
Maddisen80	1981	232424.0
HH78	1978	9004.0
Gwen	1977	3092.0
Pudan	1968	9362.0
Sandra Forslund	1984	17945.0
Amulett	1976	129512.0
Mickaann	1988	3071.0
kossilalli	1983	6377.0
Lindex	1982	3925.0
LisaT	1987	8398.0
linas fina	1984	20359.0
ratwoman	1977	1543.0
LO72	1973	4069.0
kate79	1980	21103.0
ErikaCC	1979	14231.0
ellenagnes	1974	1553.0
AnnaSvea	1984	7443.0
Mango Morsan	1986	12022.0
annis83	1984	11758.0
Nettan1982	1983	9226.0
Ummi07	1981	5212.0
Rastafairy	1987	60517.0
lovemissen	1983	15511.0
AndyP	1980	65459.0
Aurora2005	1979	2481.0
FamMel	1980	12621.0
angiee	1975	22971.0
Trulsa1985	1986	19878.0
ViSkaBliTre	1978	98141.0
Ängaboll	1978	8607.0
Thuss	1982	2660.0
Aniko	1976	7764.0
Tesssi	1982	1517.0
Stella79	1980	3836.0
LillePluttansMamma	1984	7306.0
Sockerkakan	1978	56507.0
vera79	1980	4967.0
FruHH	1973	17003.0
e som i elin	1985	7402.0
Ett två tre	1986	149174.0
Lekia	1979	12459.0
AmandaBrun	1985	113850.0
Snäckan84	1985	31605.0
Mysanochmimer	1986	5385.0
MrsHW	1987	4851.0
Amandamamman	1980	7851.0
Mamma till viljestark dotter	1976	68078.0
apelsinens mamma	1986	2922.0
maria8109	1982	22457.0
tessan27	1978	31753.0
gedansk	1978	23452.0
Norpan81	1982	28686.0
AdWi	1981	4277.0
DestinationX	1978	5924.0
Maomao	1980	2720.0
Norea	1973	10789.0
cirkel	1975	48026.0
BrödernaBus	1980	99620.0
Selma77	1978	7900.0
Isabelles85	1986	32182.0
Lycklig Jessica	1981	5854.0
sammetrocker	1984	4069.0
Isola80	1981	8537.0
LoverBambi	1985	7746.0
kvinna79	1980	54024.0
Mamma Tes	1982	56387.0
Knallen12	1975	2176.0
Annica1	1987	10532.0
Misan S	1976	297.0
memilsmamma	1981	589.0
Minja	1976	6330.0
Althea	1975	7394.0
N88	1989	1744.0
Cecilia80	1981	17237.0
Mimmi86	1987	11158.0
Gummisnodden	1979	8261.0
IdaN	1986	11317.0
Danneli	1986	8706.0
Angelica89	1990	1045.0
längtans tider	1983	3376.0
Humminggirl	1976	5925.0
EmmaE86	1987	519.0
Lunas	1982	5295.0
Soffy	1982	9688.0
idefix	1979	543.0
Mrs00K	1987	7659.0
Chokladpinglan	1985	14467.0
Trinis	1976	39883.0
Sara35	1971	4118.0
FruLiniz	1983	4143.0
Snärtan	1973	8744.0
Kiimen	1988	26552.0
Nanook	1983	4887.0
margarita	1957	22143.0
Alfonsina	1978	67207.0
Bradbury	1977	21468.0
kjempejente	1972	13382.0
carola 79	1980	2508.0
JennyL29	1980	129821.0
EnormLängtan	1991	43006.0
TessaS	1974	187291.0
Bowmore	1971	19056.0
Jungblom	1986	94921.0
cii	1986	19929.0
Ssnuttan	1984	4874.0
Tant Herta	1965	9824.0
lianem	1981	2856.0
Hillbillie	1964	77399.0
Inredarpanik	1983	12837.0
linedja	1982	11621.0
SaraSahara	1980	6054.0
Flisan79	1980	71683.0
Seven Costanza	1984	34402.0
Jaja88	1989	8795.0
romlen	1976	2611.0
Josephine	1972	2757.0
Cynric	1986	31868.0
Froggis	1975	1127.0
sol75	1976	4318.0
Lajs85	1986	18005.0
Quinnan	1990	2403.0
QrazyQuties	1974	8720.0
staaaaar	1988	3257.0
krost	1977	7263.0
Ester W	1976	12633.0
antagligen	1985	12584.0
NochA	1985	4788.0
Tirun	1982	518.0
Lina86	1987	17666.0
TessanE	1978	2962.0
Mooki	1975	9954.0
IrreVirre	1971	11525.0
Pillemajsan	1983	13353.0
BabyJia	1985	88271.0
swiitii	1988	87875.0
