speaker	yob	behagav1	behagav2	fortsättav1	fortsättav2	försökav1	försökav2	glömmav1	glömmav2	kommav1	kommav2	lovav1	lovav2	planerav1	planerav2	riskerav1	riskerav2	slippav1	slippav2	slutav1	slutav2	vägrav1	vägrav2
user2119	1977					0.0	1.0			1.0	4.0											0.0	1.0
user2120	1976					0.0	2.0			0.0	1.0												
user2121	1987					0.0	6.0									1.0	0.0			0.0	1.0	0.0	2.0
user2122	1972					0.0	2.0	0.0	1.0	1.0	9.0									0.0	1.0		
user2123	1987					0.0	4.0			4.0	5.0			1.0	0.0			0.0	2.0	0.0	1.0		
user2124	1989					0.0	5.0			2.0	34.0			1.0	0.0	2.0	0.0	0.0	1.0			0.0	1.0
user2125	1983					0.0	17.0			17.0	1.0												
user2126	1971					0.0	2.0	1.0	0.0	2.0	0.0												
user2127	1975					1.0	8.0	1.0	1.0	9.0	10.0									0.0	1.0	0.0	1.0
user2128	1971					0.0	1.0			0.0	1.0												
user2129	1990					0.0	3.0			2.0	18.0			1.0	0.0								
user2130	1984					1.0	3.0			1.0	12.0			1.0	0.0								
user2131	1978					1.0	2.0			32.0	5.0							1.0	3.0	0.0	1.0	0.0	2.0
user2132	1983					1.0	4.0	0.0	1.0	9.0	10.0	1.0	0.0					0.0	1.0	0.0	3.0	0.0	1.0
user2133	1988					0.0	1.0			2.0	0.0												
user2134	1985					0.0	3.0			2.0	5.0												
user2135	1983					0.0	2.0	0.0	1.0	0.0	6.0									0.0	2.0		
user2136	1984					0.0	1.0			0.0	1.0												
user2137	1976					0.0	4.0			11.0	1.0									0.0	3.0		
user2138	1987					0.0	7.0			1.0	23.0							0.0	1.0			0.0	1.0
user2139	1989					0.0	2.0	0.0	1.0	1.0	20.0			1.0	0.0			0.0	1.0	0.0	2.0	1.0	1.0
user2140	1977					0.0	1.0															0.0	2.0
user2141	1980					0.0	4.0			1.0	1.0							0.0	1.0				
user2142	1981					0.0	2.0	0.0	1.0	2.0	11.0							0.0	2.0	0.0	2.0	0.0	1.0
user2143	1986					0.0	1.0	0.0	1.0	0.0	4.0									0.0	1.0		
user2144	1989					0.0	3.0	0.0	1.0	3.0	4.0												
user2145	1974					0.0	3.0			1.0	0.0											1.0	0.0
user2146	1982					0.0	1.0			0.0	13.0			2.0	0.0					0.0	1.0		
user2147	1976					0.0	11.0	0.0	1.0	1.0	23.0					1.0	0.0	0.0	2.0	0.0	1.0		
user2148	1987					0.0	2.0	0.0	1.0	11.0	39.0							0.0	1.0	0.0	3.0	0.0	3.0
user2149	1979					0.0	1.0			0.0	1.0											0.0	1.0
user2150	1982					0.0	5.0			1.0	17.0							0.0	1.0			1.0	0.0
user2151	1978					0.0	3.0	0.0	1.0	1.0	0.0											0.0	1.0
user2152	1971					0.0	1.0			3.0	0.0												
user2153	1976					0.0	5.0			4.0	0.0							0.0	1.0	0.0	2.0	0.0	3.0
user2154	1986					0.0	1.0			0.0	8.0	1.0	0.0	2.0	0.0			0.0	1.0				
user2155	1990					0.0	1.0			0.0	6.0			2.0	0.0	1.0	0.0			0.0	1.0	0.0	1.0
user2156	1980					0.0	1.0			0.0	7.0									0.0	2.0	0.0	1.0
user2157	1979					0.0	10.0			1.0	19.0									0.0	1.0		
user2158	1978					0.0	2.0													0.0	1.0		
user2159	1984					0.0	23.0	1.0	3.0	0.0	82.0	2.0	0.0	4.0	0.0			0.0	18.0			0.0	5.0
user2160	1976					0.0	1.0																
user2161	1985					0.0	1.0			1.0	0.0												
user2162	1982					0.0	2.0			0.0	9.0												
user2163	1975					0.0	30.0	0.0	2.0	60.0	7.0			1.0	0.0	2.0	0.0	0.0	3.0	0.0	7.0	1.0	12.0
user2164	1977					0.0	2.0	1.0	1.0	1.0	1.0					0.0	1.0						
user2165	1982					0.0	3.0			1.0	2.0					1.0	0.0			0.0	1.0		
user2166	1986					0.0	1.0	0.0	1.0	2.0	3.0												
user2167	1981					0.0	6.0			2.0	13.0			2.0	0.0			0.0	3.0			0.0	3.0
user2168	1973					0.0	13.0	0.0	1.0	8.0	15.0			1.0	0.0	2.0	0.0			0.0	4.0	0.0	2.0
user2169	1973					4.0	1.0	0.0	2.0	26.0	0.0									1.0	0.0		
user2170	1989					0.0	1.0			0.0	6.0											1.0	0.0
user2171	1978					0.0	4.0	0.0	3.0	0.0	11.0					1.0	0.0						
user2172	1985					1.0	3.0	0.0	1.0	3.0	0.0											2.0	1.0
user2173	1972					0.0	5.0	0.0	1.0	7.0	0.0									0.0	1.0	0.0	1.0
user2174	1977					0.0	2.0			1.0	1.0												
user2175	1987					0.0	4.0			0.0	10.0							0.0	1.0			0.0	2.0
user2176	1963					1.0	1.0			2.0	0.0									0.0	1.0		
user2177	1977					0.0	3.0			5.0	0.0							0.0	2.0			0.0	2.0
user2178	1982					0.0	1.0			2.0	9.0									1.0	0.0	0.0	1.0
user2179	1985					0.0	1.0			0.0	3.0												
user2180	1979					0.0	6.0	0.0	2.0	0.0	5.0							0.0	1.0	0.0	4.0		
user2181	1987					0.0	2.0	0.0	2.0	0.0	11.0							0.0	1.0				
user2182	1980					0.0	2.0			1.0	10.0					0.0	1.0	0.0	3.0	0.0	1.0		
user2183	1980					0.0	3.0			0.0	9.0												
user2184	1974					0.0	4.0			4.0	3.0			2.0	0.0					1.0	0.0		
user2185	1983					0.0	6.0	0.0	1.0	12.0	1.0									0.0	1.0		
user2186	1969					0.0	2.0	0.0	1.0	1.0	0.0									0.0	1.0	0.0	5.0
user2187	1979					0.0	4.0	0.0	1.0	19.0	9.0	1.0	0.0							3.0	2.0	2.0	5.0
user2188	1977					0.0	3.0			0.0	16.0												
user2189	1985					0.0	2.0			2.0	1.0					1.0	0.0					0.0	1.0
user2190	1982					0.0	9.0			5.0	27.0	2.0	0.0					0.0	3.0	0.0	1.0		
user2191	1980					0.0	4.0			6.0	24.0			1.0	0.0					0.0	2.0	0.0	1.0
user2192	1983					0.0	3.0											0.0	1.0	0.0	1.0		
user2193	1975					0.0	6.0	0.0	1.0	4.0	5.0									0.0	1.0		
user2194	1986					1.0	1.0			3.0	0.0							0.0	1.0				
user2195	1983					0.0	2.0			1.0	18.0							0.0	3.0	0.0	1.0	1.0	3.0
user2196	1989					0.0	4.0			3.0	4.0											0.0	1.0
user2197	1989					0.0	1.0			1.0	1.0												
user2198	1987					1.0	6.0			0.0	1.0							0.0	1.0			0.0	1.0
user2199	1969					0.0	6.0	1.0	1.0	4.0	1.0							0.0	1.0	1.0	0.0		
user2200	1978					0.0	4.0			0.0	6.0							0.0	2.0	0.0	2.0	0.0	2.0
user2201	1981					0.0	8.0			0.0	23.0					3.0	0.0	0.0	3.0				
user2202	1983					0.0	3.0			1.0	0.0												
user2203	1972					0.0	1.0			0.0	1.0					0.0	1.0						
user2204	1990					0.0	1.0			0.0	1.0											0.0	2.0
user2205	1978					13.0	2.0	0.0	3.0	60.0	2.0			2.0	0.0			1.0	1.0	5.0	3.0	3.0	0.0
user2206	1986					0.0	18.0	0.0	1.0	3.0	7.0							0.0	6.0	0.0	1.0	0.0	3.0
user2207	1988					0.0	2.0																
user2208	1979					0.0	1.0			4.0	5.0					1.0	0.0			0.0	1.0	0.0	3.0
user2209	1979					2.0	15.0	0.0	2.0	2.0	41.0					1.0	0.0			0.0	1.0	1.0	4.0
user2210	1984					0.0	13.0			4.0	10.0			1.0	0.0					0.0	1.0	0.0	1.0
user2211	1977					1.0	6.0	0.0	1.0	14.0	7.0			3.0	0.0					0.0	2.0	0.0	1.0
user2212	1976					0.0	2.0			7.0	0.0											0.0	1.0
user2213	1968					1.0	1.0			0.0	1.0												
user2214	1976					1.0	4.0	0.0	1.0	20.0	22.0							0.0	1.0			0.0	2.0
user2215	1966					0.0	1.0	0.0	1.0	0.0	4.0									0.0	1.0	0.0	1.0
user2216	1959					0.0	1.0			0.0	7.0					1.0	0.0	0.0	3.0	0.0	1.0	0.0	5.0
user2217	1984					2.0	5.0			0.0	11.0							0.0	1.0			0.0	2.0
user2218	1988					0.0	2.0	0.0	1.0	0.0	3.0									0.0	2.0		
user2219	1981					0.0	16.0			18.0	0.0	0.0	1.0							0.0	1.0	0.0	2.0
user2220	1977					2.0	22.0	0.0	2.0	4.0	49.0	1.0	0.0					0.0	5.0	0.0	3.0	1.0	2.0
user2221	1956					0.0	2.0			1.0	0.0												
user2222	1984					0.0	2.0			7.0	0.0												
user2223	1978					0.0	5.0	0.0	1.0	9.0	0.0							0.0	1.0				
user2224	1984					0.0	7.0			4.0	0.0							1.0	2.0				
user2225	1983					2.0	52.0	0.0	1.0	19.0	69.0			1.0	0.0			0.0	1.0	0.0	2.0	1.0	14.0
user2226	1976					0.0	4.0	1.0	1.0	0.0	14.0							0.0	3.0				
user2227	1988					2.0	0.0			0.0	1.0	1.0	0.0							0.0	1.0		
user2228	1973					8.0	8.0	0.0	2.0	37.0	1.0	2.0	0.0					0.0	6.0			1.0	1.0
user2229	1976					0.0	1.0			4.0	4.0									1.0	0.0		
user2230	1976					0.0	7.0	0.0	1.0	5.0	0.0							0.0	1.0	0.0	1.0		
user2231	1980					0.0	8.0	0.0	1.0	12.0	0.0							0.0	3.0	0.0	2.0	0.0	5.0
user2232	1986					0.0	3.0	0.0	2.0	2.0	15.0									0.0	3.0		
user2233	1976					1.0	1.0			2.0	0.0												
user2234	1989					0.0	5.0			4.0	1.0												
user2235	1980					0.0	1.0																
user2236	1981					0.0	1.0																
user2237	1985					1.0	6.0			2.0	2.0												
user2238	1973					0.0	8.0			0.0	1.0							0.0	1.0			0.0	1.0
user2239	1982					0.0	2.0			5.0	23.0							0.0	1.0	0.0	1.0		
user2240	1975					0.0	4.0			11.0	5.0												
user2241	1972					0.0	4.0			2.0	10.0	1.0	1.0					0.0	1.0	0.0	2.0	0.0	4.0
user2242	1979					0.0	5.0			13.0	2.0			1.0	0.0					0.0	3.0	0.0	1.0
user2243	1973					0.0	7.0	0.0	2.0	2.0	2.0							0.0	1.0	0.0	1.0		
user2244	1976					0.0	2.0	1.0	1.0	2.0	5.0			1.0	0.0								
user2245	1973					1.0	7.0	0.0	1.0	6.0	0.0							0.0	4.0	0.0	1.0	2.0	1.0
user2246	1974					0.0	3.0															0.0	1.0
user2247	1972					0.0	3.0			2.0	13.0	1.0	0.0										
user2248	1984					1.0	8.0			2.0	3.0							0.0	2.0			1.0	1.0
user2249	1985					2.0	5.0			96.0	1.0			2.0	0.0			0.0	3.0	1.0	0.0		
user2250	1976					1.0	5.0	0.0	1.0	44.0	2.0							0.0	3.0			0.0	2.0
user2251	1975					0.0	4.0			2.0	18.0			3.0	0.0	1.0	0.0	0.0	1.0				
user2252	1990					0.0	2.0			13.0	4.0									0.0	2.0		
user2253	1975					0.0	7.0			6.0	4.0	1.0	0.0					0.0	1.0				
user2254	1989					1.0	11.0			11.0	0.0												
user2255	1984					0.0	1.0	0.0	1.0	1.0	6.0							0.0	1.0	0.0	1.0	0.0	2.0
user2256	1987					0.0	3.0	1.0	1.0	5.0	11.0			1.0	0.0			0.0	1.0			0.0	5.0
user2257	1976					0.0	4.0			1.0	2.0									0.0	1.0		
user2258	1985					0.0	1.0			0.0	5.0			1.0	0.0								
user2259	1989					0.0	2.0	0.0	3.0	2.0	14.0			1.0	0.0					0.0	2.0	1.0	6.0
user2260	1972					0.0	1.0	1.0	2.0	14.0	0.0							0.0	1.0				
user2261	1984					0.0	10.0			4.0	35.0	2.0	0.0									0.0	1.0
user2262	1979					0.0	1.0	0.0	1.0									0.0	1.0	0.0	1.0		
user2263	1980					0.0	5.0																
user2264	1983					0.0	18.0	0.0	2.0	4.0	25.0	1.0	0.0					0.0	2.0	0.0	2.0	0.0	10.0
user2265	1977					0.0	3.0			0.0	5.0												
user2266	1974					0.0	3.0	3.0	1.0	11.0	2.0												
user2267	1983					0.0	2.0	0.0	1.0	1.0	1.0							0.0	1.0				
user2268	1978					0.0	3.0			4.0	0.0							0.0	2.0				
user2269	1985					0.0	1.0																
user2270	1991					0.0	1.0			1.0	4.0												
user2271	1987					1.0	3.0	0.0	1.0	7.0	2.0							0.0	1.0	0.0	1.0	1.0	0.0
user2272	1979					4.0	5.0	0.0	3.0	4.0	18.0							0.0	1.0			0.0	1.0
user2273	1983					0.0	1.0	0.0	1.0														
user2274	1978					0.0	2.0			2.0	4.0							0.0	1.0				
user2275	1983					0.0	3.0			0.0	2.0												
user2276	1983					1.0	0.0			2.0	0.0												
user2277	1973					0.0	1.0			18.0	0.0							0.0	1.0	0.0	1.0	1.0	0.0
user2278	1987					0.0	5.0			1.0	7.0									0.0	2.0		
user2279	1982					0.0	2.0													0.0	1.0		
user2280	1981					0.0	1.0			3.0	2.0											0.0	1.0
user2281	1985					0.0	2.0			0.0	3.0									0.0	1.0	0.0	1.0
user2282	1982					2.0	13.0	0.0	2.0	6.0	15.0			4.0	0.0			0.0	3.0	0.0	1.0	0.0	1.0
user2283	1983					0.0	2.0	0.0	1.0	6.0	0.0	1.0	0.0							0.0	3.0	0.0	2.0
user2284	1984					0.0	8.0	0.0	2.0	3.0	46.0			6.0	0.0	1.0	0.0	0.0	4.0	1.0	9.0	0.0	1.0
user2285	1981					1.0	9.0			3.0	31.0			1.0	0.0			0.0	2.0	0.0	2.0		
user2286	1981					0.0	3.0	0.0	3.0	1.0	3.0									0.0	3.0		
user2287	1979					0.0	1.0			0.0	6.0			1.0	0.0								
user2288	1984					0.0	2.0	0.0	1.0	3.0	1.0									0.0	3.0		
user2289	1985					0.0	2.0			0.0	1.0												
user2290	1975					0.0	5.0	0.0	1.0	8.0	1.0									1.0	2.0		
user2291	1982					0.0	1.0			1.0	0.0												
user2292	1981					0.0	4.0			13.0	18.0									0.0	1.0		
user2293	1976					1.0	0.0	0.0	3.0	4.0	1.0							0.0	1.0				
user2294	1974					0.0	1.0	0.0	3.0	2.0	3.0												
user2295	1987					0.0	1.0	0.0	1.0	1.0	1.0									0.0	1.0		
user2296	1986					0.0	4.0	0.0	2.0	2.0	2.0							0.0	2.0				
user2297	1981					0.0	2.0															0.0	1.0
user2298	1978					0.0	2.0			1.0	2.0							0.0	2.0	0.0	2.0		
user2299	1986					0.0	6.0	0.0	1.0	0.0	13.0							0.0	3.0	0.0	5.0	1.0	0.0
user2300	1981					2.0	0.0	0.0	1.0	6.0	4.0			2.0	0.0			0.0	1.0				
user2301	1976					0.0	2.0	0.0	1.0	0.0	3.0							1.0	1.0				
user2302	1983					0.0	1.0	0.0	1.0	6.0	1.0							0.0	1.0				
user2303	1978					0.0	4.0	0.0	1.0	2.0	3.0					1.0	0.0					0.0	1.0
user2304	1982					0.0	2.0			10.0	13.0							0.0	1.0	0.0	3.0	0.0	2.0
user2305	1981					0.0	3.0			0.0	8.0									0.0	1.0	0.0	3.0
user2306	1972					0.0	10.0			6.0	5.0					1.0	0.0			0.0	2.0	0.0	1.0
user2307	1977					0.0	2.0			0.0	2.0												
user2308	1978					0.0	4.0			0.0	6.0							0.0	2.0				
user2309	1982					0.0	4.0	0.0	1.0	5.0	1.0	1.0	0.0	1.0	0.0			0.0	2.0	0.0	1.0	0.0	1.0
user2310	1985					0.0	6.0	0.0	5.0	1.0	7.0							0.0	4.0	0.0	2.0	1.0	6.0
user2311	1984					0.0	4.0	0.0	1.0									0.0	2.0	0.0	5.0	0.0	1.0
user2312	1975					0.0	5.0			3.0	2.0												
user2313	1977					0.0	3.0			1.0	13.0												
user2314	1989					0.0	2.0			10.0	7.0												
user2315	1989					0.0	1.0																
user2316	1976					0.0	1.0	0.0	1.0	4.0	8.0							0.0	4.0			0.0	1.0
user2317	1983					2.0	19.0	0.0	2.0	18.0	21.0	1.0	0.0					0.0	2.0	0.0	2.0	0.0	1.0
user2318	1974					0.0	1.0			1.0	0.0												
user2319	1974					0.0	7.0	0.0	2.0	9.0	1.0							1.0	1.0	1.0	1.0	1.0	1.0
user2320	1976					0.0	1.0			0.0	6.0									0.0	1.0		
user2321	1974					0.0	8.0	0.0	1.0	1.0	10.0							0.0	3.0				
user2322	1988					0.0	12.0			0.0	36.0							0.0	1.0	0.0	1.0	0.0	2.0
user2323	1981					2.0	0.0	0.0	1.0	1.0	7.0			1.0	0.0					1.0	0.0	0.0	1.0
user2324	1987					0.0	10.0	0.0	5.0	5.0	22.0							0.0	3.0	0.0	1.0	1.0	1.0
user2325	1990					0.0	11.0	0.0	3.0	1.0	20.0							0.0	3.0	0.0	2.0	2.0	3.0
user2326	1983					1.0	7.0			2.0	29.0							0.0	1.0	0.0	1.0	1.0	0.0
user2327	1976					0.0	1.0	0.0	1.0	14.0	1.0			1.0	0.0								
user2328	1975					0.0	1.0																
user2329	1972					0.0	2.0	0.0	1.0	1.0	0.0									0.0	1.0	0.0	2.0
user2330	1984					0.0	1.0			0.0	1.0									1.0	0.0		
user2331	1980					0.0	1.0			0.0	2.0											0.0	1.0
user2332	1979					1.0	1.0	0.0	2.0	10.0	1.0									0.0	4.0	0.0	3.0
user2333	1977					0.0	1.0			6.0	0.0												
user2334	1979					2.0	7.0	0.0	1.0	7.0	8.0							0.0	4.0	0.0	1.0	2.0	0.0
user2335	1978					0.0	3.0			2.0	6.0							0.0	1.0				
user2336	1980					0.0	1.0			1.0	2.0												
user2337	1966					0.0	1.0			2.0	1.0												
user2338	1986					0.0	5.0	0.0	3.0	7.0	0.0			1.0	0.0			0.0	1.0	0.0	1.0	0.0	2.0
user2339	1989					0.0	2.0			1.0	2.0									0.0	2.0		
user2340	1977					1.0	4.0			1.0	10.0							0.0	1.0			0.0	2.0
user2341	1987					0.0	1.0			3.0	0.0											0.0	2.0
user2342	1983					0.0	4.0			0.0	5.0							0.0	1.0			0.0	1.0
user2343	1981					2.0	2.0			4.0	4.0											0.0	1.0
user2344	1983					1.0	3.0	0.0	1.0	0.0	1.0							0.0	1.0	0.0	1.0		
user2345	1985					0.0	33.0	0.0	1.0	15.0	75.0			1.0	5.0	0.0	1.0	0.0	9.0	0.0	3.0	0.0	5.0
user2346	1984					0.0	5.0			0.0	3.0									0.0	1.0		
user2347	1977					1.0	1.0			3.0	0.0											0.0	1.0
user2348	1984					0.0	4.0			0.0	24.0											0.0	1.0
user2349	1982					2.0	0.0			4.0	0.0							1.0	0.0			1.0	0.0
user2350	1978					0.0	5.0	0.0	1.0	22.0	2.0			1.0	0.0			0.0	1.0				
user2351	1978					0.0	7.0	0.0	1.0	0.0	1.0											1.0	2.0
user2352	1984					1.0	7.0			12.0	2.0			1.0	0.0							0.0	1.0
user2353	1983					0.0	1.0			6.0	1.0							0.0	2.0	0.0	1.0	0.0	1.0
user2354	1978					1.0	3.0	0.0	1.0	7.0	0.0			1.0	0.0							1.0	1.0
user2355	1987					1.0	4.0			5.0	0.0									0.0	1.0		
user2356	1983					1.0	0.0			2.0	0.0												
user2357	1983					1.0	4.0	0.0	2.0	1.0	6.0							0.0	1.0				
user2358	1984					0.0	1.0			2.0	1.0									0.0	1.0		
user2359	1977					2.0	1.0	0.0	1.0	23.0	10.0									0.0	2.0	0.0	1.0
user2360	1982					0.0	1.0	0.0	1.0	2.0	0.0												
user2361	1983					0.0	1.0			0.0	4.0											0.0	3.0
user2362	1972					0.0	4.0			3.0	2.0					1.0	0.0						
user2363	1983					0.0	3.0			1.0	4.0												
user2364	1980					0.0	5.0	0.0	1.0	1.0	1.0	1.0	0.0							0.0	1.0		
user2365	1973					0.0	2.0			0.0	3.0									0.0	1.0		
user2366	1978					2.0	5.0	0.0	1.0	3.0	4.0											3.0	0.0
user2367	1968					0.0	1.0	0.0	1.0	3.0	0.0							0.0	1.0			0.0	1.0
user2368	1983					0.0	1.0			2.0	5.0			0.0	1.0			0.0	1.0				
user2369	1984					0.0	3.0	0.0	1.0	1.0	1.0			0.0	1.0							0.0	1.0
user2370	1975					1.0	1.0			0.0	1.0												
user2371	1983					0.0	3.0	0.0	1.0	2.0	14.0							0.0	2.0	0.0	1.0	0.0	4.0
user2372	1980					0.0	2.0			1.0	0.0												
user2373	1976					0.0	1.0															3.0	1.0
user2374	1983					0.0	2.0			4.0	0.0									0.0	1.0		
user2375	1971					0.0	7.0	0.0	1.0	1.0	9.0			0.0	1.0					0.0	1.0	0.0	4.0
user2376	1981					1.0	1.0	0.0	1.0	1.0	5.0									0.0	1.0	0.0	2.0
user2377	1977					0.0	4.0	0.0	1.0	18.0	2.0							0.0	1.0			0.0	1.0
user2378	1976					1.0	1.0																
user2379	1988					1.0	1.0			5.0	0.0									0.0	1.0		
user2380	1986					1.0	5.0	0.0	1.0	2.0	31.0							1.0	3.0	0.0	2.0	0.0	2.0
user2381	1984					0.0	4.0	0.0	2.0	2.0	12.0	1.0	0.0							0.0	2.0	0.0	2.0
user2382	1983					0.0	2.0			1.0	4.0			1.0	0.0								
user2383	1981					1.0	2.0			1.0	6.0							0.0	2.0			0.0	1.0
user2384	1972					1.0	9.0	0.0	3.0	4.0	7.0							0.0	1.0			0.0	1.0
user2385	1989					0.0	10.0			2.0	4.0							0.0	1.0				
user2386	1979					0.0	2.0			0.0	7.0							0.0	1.0				
user2387	1982					0.0	1.0	0.0	1.0														
user2388	1980					0.0	2.0			4.0	0.0											0.0	1.0
user2389	1980					0.0	1.0			1.0	0.0												
user2390	1978					0.0	1.0			4.0	2.0												
user2391	1984					0.0	7.0	0.0	2.0	1.0	34.0							0.0	4.0			0.0	1.0
user2392	1982					0.0	3.0			1.0	0.0												
user2393	1975					0.0	5.0			30.0	3.0					0.0	1.0	2.0	5.0			2.0	4.0
user2394	1974					0.0	5.0											0.0	1.0			0.0	1.0
user2395	1977					0.0	1.0			3.0	0.0												
user2396	1973					0.0	1.0			3.0	1.0	1.0	0.0										
user2397	1985					0.0	1.0	0.0	1.0														
user2398	1989					0.0	4.0			2.0	1.0												
user2399	1977					0.0	6.0	0.0	3.0	13.0	3.0											1.0	0.0
user2400	1974					0.0	2.0			1.0	0.0												
user2401	1982					0.0	2.0			2.0	2.0											0.0	1.0
user2402	1986					0.0	1.0			1.0	3.0											0.0	1.0
user2403	1989					1.0	5.0			2.0	27.0							0.0	2.0			0.0	3.0
user2404	1988					0.0	3.0			2.0	9.0							0.0	1.0				
user2405	1973					0.0	3.0			2.0	0.0									0.0	1.0		
user2406	1978					0.0	1.0			4.0	0.0			1.0	0.0			0.0	1.0			1.0	0.0
user2407	1986					0.0	4.0	0.0	1.0	0.0	11.0							0.0	1.0			0.0	2.0
user2408	1988					1.0	0.0			3.0	0.0							0.0	3.0				
user2409	1983					0.0	8.0			2.0	30.0			1.0	0.0			0.0	5.0			0.0	4.0
user2410	1977					0.0	5.0			7.0	0.0									0.0	2.0	2.0	1.0
user2411	1981					0.0	1.0			2.0	2.0									1.0	0.0		
user2412	1959					0.0	5.0	0.0	1.0													2.0	2.0
user2413	1983					0.0	13.0			3.0	20.0					1.0	0.0	0.0	4.0	0.0	12.0	2.0	4.0
user2414	1983					0.0	8.0	0.0	1.0	8.0	1.0									0.0	1.0		
user2415	1988					0.0	8.0	0.0	2.0	0.0	8.0									0.0	6.0		
user2416	1986					0.0	3.0	0.0	1.0	2.0	2.0							0.0	2.0				
user2417	1986					0.0	1.0	0.0	1.0	9.0	0.0									0.0	2.0		
user2418	1986					0.0	4.0			1.0	7.0									1.0	4.0		
user2419	1983					0.0	4.0	0.0	4.0	7.0	1.0											0.0	1.0
user2420	1973					1.0	1.0	0.0	1.0	2.0	0.0												
user2421	1987					1.0	9.0			0.0	9.0							0.0	2.0	0.0	1.0		
user2422	1973					0.0	2.0	0.0	1.0	1.0	9.0							0.0	3.0	0.0	1.0	0.0	1.0
user2423	1984					0.0	2.0	0.0	3.0	1.0	31.0							0.0	4.0	0.0	6.0	0.0	1.0
user2424	1979					0.0	8.0			5.0	10.0							0.0	1.0	0.0	1.0	0.0	7.0
user2425	1980					0.0	8.0	0.0	1.0	15.0	8.0							0.0	1.0	0.0	1.0	0.0	1.0
user2426	1978					0.0	1.0			5.0	0.0									0.0	2.0		
user2427	1983					1.0	8.0	0.0	2.0	12.0	15.0							0.0	2.0	1.0	8.0	3.0	0.0
user2428	1989					0.0	4.0	0.0	1.0	0.0	5.0												
user2429	1989					0.0	9.0			6.0	17.0									0.0	1.0	0.0	2.0
user2430	1985					0.0	1.0	0.0	1.0	0.0	17.0							0.0	1.0				
user2431	1984					0.0	3.0	1.0	0.0	30.0	0.0									0.0	1.0	1.0	2.0
user2432	1983					0.0	4.0			5.0	0.0							0.0	2.0	0.0	4.0	0.0	1.0
user2433	1987					0.0	1.0	0.0	1.0	2.0	2.0							0.0	1.0			0.0	1.0
user2434	1986					0.0	9.0	0.0	2.0	2.0	55.0							0.0	3.0	0.0	3.0	0.0	4.0
user2435	1977					0.0	2.0			7.0	3.0	1.0	0.0	1.0	0.0					0.0	2.0		
user2436	1978					0.0	2.0			5.0	1.0							0.0	1.0				
user2437	1985					0.0	7.0			8.0	60.0			1.0	0.0			0.0	4.0			1.0	1.0
user2438	1989					0.0	6.0			1.0	5.0					1.0	0.0			0.0	2.0		
user2439	1983					0.0	1.0			0.0	1.0												
user2440	1982					0.0	6.0			25.0	0.0	2.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	2.0	1.0	0.0
user2441	1983					0.0	5.0			0.0	5.0											0.0	1.0
user2442	1985					0.0	4.0			0.0	1.0									1.0	0.0		
user2443	1987					1.0	2.0			3.0	1.0			1.0	0.0			0.0	1.0				
user2444	1980					0.0	3.0			6.0	7.0			0.0	2.0			0.0	1.0			0.0	1.0
user2445	1975					0.0	18.0			23.0	3.0	0.0	1.0	2.0	0.0			0.0	4.0	0.0	3.0	0.0	1.0
user2446	1989					0.0	1.0			0.0	2.0												
user2447	1983					0.0	4.0			0.0	5.0			1.0	0.0			0.0	6.0	0.0	4.0	0.0	7.0
user2448	1982					2.0	8.0	0.0	3.0	16.0	21.0							0.0	2.0				
user2449	1985					0.0	1.0			0.0	5.0												
user2450	1988					0.0	1.0			1.0	5.0											0.0	1.0
user2451	1985					0.0	1.0			2.0	0.0			5.0	0.0								
user2452	1986					1.0	0.0	0.0	8.0	7.0	0.0									1.0	2.0		
user2453	1984					0.0	12.0			3.0	17.0	1.0	0.0			1.0	0.0	0.0	2.0	0.0	1.0	0.0	4.0
user2454	1974					0.0	5.0	0.0	3.0	1.0	0.0									0.0	1.0		
user2455	1986					0.0	5.0			1.0	13.0							0.0	1.0	0.0	1.0		
user2456	1988					0.0	2.0			2.0	1.0												
user2457	1978					0.0	1.0	0.0	1.0	2.0	1.0	1.0	0.0										
user2458	1979					0.0	1.0			0.0	8.0							0.0	2.0				
user2459	1989					0.0	6.0			5.0	4.0									0.0	5.0		
user2460	1989					0.0	1.0			1.0	7.0							0.0	1.0	0.0	1.0	0.0	1.0
user2461	1983					0.0	3.0			0.0	10.0											0.0	2.0
user2462	1988					0.0	2.0			0.0	2.0							1.0	0.0	0.0	1.0		
user2463	1985					0.0	4.0	0.0	1.0	4.0	0.0			1.0	0.0			0.0	4.0	0.0	5.0		
user2464	1981					0.0	3.0			8.0	0.0					1.0	0.0						
user2465	1977					0.0	3.0			0.0	7.0									0.0	2.0	0.0	3.0
user2466	1986					0.0	1.0			1.0	0.0												
user2467	1983					0.0	2.0	0.0	1.0	3.0	2.0											0.0	1.0
user2468	1985					0.0	1.0	0.0	1.0														
user2469	1961					0.0	3.0	0.0	1.0	0.0	4.0							0.0	1.0				
user2470	1978					0.0	5.0			1.0	11.0	0.0	1.0	0.0	1.0			0.0	1.0				
user2471	1966					0.0	2.0			1.0	2.0									0.0	2.0		
user2472	1982					0.0	1.0			3.0	1.0	1.0	0.0					0.0	2.0	0.0	1.0		
user2473	1975					0.0	4.0			7.0	0.0							0.0	3.0			0.0	1.0
user2474	1982					2.0	6.0	0.0	2.0	5.0	16.0	1.0	2.0					0.0	4.0				
