speaker	yob	behagav1	behagav2	fortsättav1	fortsättav2	försökav1	försökav2	glömmav1	glömmav2	kommav1	kommav2	lovav1	lovav2	planerav1	planerav2	riskerav1	riskerav2	slippav1	slippav2	slutav1	slutav2	vägrav1	vägrav2
user1776	1978					0.0	8.0	0.0	1.0	9.0	9.0												
user1777	1976					0.0	2.0			0.0	2.0			1.0	0.0	1.0	0.0					0.0	2.0
user1778	1987					0.0	9.0	0.0	1.0	21.0	7.0					2.0	0.0			1.0	2.0	2.0	0.0
user1779	1986					0.0	3.0			0.0	1.0							0.0	2.0			0.0	1.0
user1780	1988					0.0	14.0			22.0	18.0			1.0	0.0								
user1781	1986					0.0	4.0			0.0	11.0									0.0	1.0		
user1782	1987					0.0	4.0	0.0	2.0	6.0	24.0							0.0	6.0	0.0	1.0	0.0	1.0
user1783	1986					0.0	1.0			3.0	12.0							0.0	1.0	0.0	1.0	1.0	0.0
user1784	1981					1.0	12.0			5.0	7.0			1.0	0.0			0.0	3.0	0.0	1.0	1.0	3.0
user1785	1980					0.0	16.0	0.0	2.0	2.0	90.0			1.0	0.0			0.0	9.0	0.0	2.0	1.0	7.0
user1786	1978					0.0	1.0	1.0	1.0	4.0	0.0												
user1787	1974					0.0	4.0	0.0	2.0	3.0	5.0			1.0	0.0			0.0	1.0	0.0	1.0		
user1788	1989					0.0	5.0			0.0	3.0							0.0	3.0				
user1789	1982					0.0	7.0	0.0	1.0	7.0	7.0							0.0	1.0				
user1790	1991					0.0	1.0			0.0	5.0												
user1791	1989					0.0	5.0			4.0	2.0			1.0	0.0			0.0	1.0				
user1792	1968					0.0	11.0	0.0	3.0	22.0	0.0	1.0	0.0					0.0	3.0			0.0	1.0
user1793	1975					0.0	1.0	0.0	2.0	0.0	1.0					1.0	0.0						
user1794	1975					0.0	2.0	0.0	1.0	1.0	0.0									0.0	1.0	0.0	2.0
user1795	1968					0.0	6.0			7.0	7.0												
user1796	1988					0.0	3.0			1.0	3.0							0.0	1.0			0.0	5.0
user1797	1967					0.0	2.0			8.0	2.0							0.0	1.0	0.0	1.0	0.0	1.0
user1798	1973					0.0	2.0	0.0	1.0	0.0	5.0									0.0	1.0	0.0	1.0
user1799	1984					0.0	1.0	0.0	2.0									0.0	1.0			0.0	1.0
user1800	1979					0.0	1.0	0.0	1.0	4.0	0.0												
user1801	1981					0.0	5.0	0.0	1.0	14.0	1.0	1.0	0.0					0.0	2.0	0.0	1.0		
user1802	1985					0.0	12.0	1.0	1.0	20.0	13.0							0.0	5.0	1.0	11.0		
user1803	1980					0.0	5.0			11.0	2.0							0.0	2.0	0.0	1.0	0.0	1.0
user1804	1985					0.0	1.0			2.0	3.0			1.0	0.0			0.0	1.0	0.0	1.0		
user1805	1980					1.0	7.0			2.0	2.0									0.0	1.0		
user1806	1965					1.0	7.0			6.0	1.0							0.0	2.0	0.0	2.0	0.0	2.0
user1807	1978					0.0	4.0	0.0	2.0	7.0	0.0	1.0	0.0					0.0	1.0			1.0	0.0
user1808	1984					0.0	6.0			0.0	3.0			2.0	0.0								
user1809	1987					0.0	9.0	0.0	1.0	1.0	6.0							1.0	1.0	0.0	2.0		
user1810	1986					1.0	8.0			1.0	13.0									0.0	1.0	0.0	3.0
user1811	1980					13.0	1.0			39.0	1.0			1.0	0.0			1.0	5.0	2.0	2.0	6.0	0.0
user1812	1981					0.0	20.0	0.0	8.0	29.0	15.0							0.0	2.0	0.0	4.0	0.0	3.0
user1813	1982					0.0	5.0			0.0	5.0							0.0	1.0	0.0	2.0	1.0	0.0
user1814	1955					0.0	3.0	0.0	1.0	5.0	20.0	1.0	0.0					0.0	5.0	0.0	2.0	2.0	4.0
user1815	1975					0.0	8.0			0.0	1.0			1.0	0.0					1.0	0.0		
user1816	1971					0.0	13.0	2.0	2.0	0.0	23.0			1.0	0.0			0.0	2.0				
user1817	1979					0.0	2.0	0.0	2.0	1.0	0.0									0.0	1.0		
user1818	1971					8.0	13.0	2.0	5.0	89.0	16.0			1.0	0.0			1.0	0.0	2.0	5.0	2.0	9.0
user1819	1983					0.0	4.0			0.0	3.0	1.0	0.0									0.0	3.0
user1820	1988					0.0	3.0			7.0	13.0			1.0	0.0			0.0	2.0				
user1821	1987					0.0	7.0	0.0	1.0	7.0	2.0									0.0	1.0	1.0	0.0
user1822	1978					0.0	8.0	0.0	2.0	1.0	3.0									0.0	2.0	1.0	2.0
user1823	1979					1.0	3.0			6.0	13.0												
user1824	1982					0.0	2.0											0.0	2.0	0.0	1.0		
user1825	1988					0.0	5.0	0.0	6.0	1.0	44.0	1.0	0.0					0.0	3.0	0.0	3.0	0.0	15.0
user1826	1986					0.0	1.0			0.0	8.0							0.0	1.0				
user1827	1986					0.0	3.0			0.0	7.0							0.0	1.0	0.0	3.0		
user1828	1960					1.0	0.0	2.0	0.0	3.0	0.0							0.0	2.0			1.0	0.0
user1829	1980					0.0	3.0	0.0	1.0	6.0	1.0			1.0	0.0					0.0	1.0		
user1830	1981					0.0	5.0	0.0	1.0	2.0	9.0							0.0	2.0	0.0	1.0	1.0	0.0
user1831	1985					0.0	3.0	0.0	6.0	0.0	9.0					1.0	0.0					0.0	3.0
user1832	1985					0.0	4.0			3.0	3.0									0.0	2.0	0.0	1.0
user1833	1988					0.0	4.0			1.0	10.0							0.0	2.0			0.0	3.0
user1834	1983					0.0	3.0			2.0	3.0							0.0	1.0	0.0	1.0	0.0	1.0
user1835	1985					0.0	3.0	0.0	1.0	5.0	4.0												
user1836	1988					0.0	2.0			1.0	10.0												
user1837	1967					1.0	2.0			0.0	2.0												
user1838	1986					0.0	1.0			0.0	2.0												
user1839	1990					0.0	4.0			0.0	4.0							0.0	1.0	0.0	1.0	2.0	1.0
user1840	1982					0.0	1.0			7.0	2.0							0.0	1.0				
user1841	1983					0.0	12.0			1.0	35.0							0.0	3.0	0.0	3.0		
user1842	1976					0.0	3.0	0.0	2.0	10.0	0.0	1.0	0.0					0.0	4.0			0.0	1.0
user1843	1985					1.0	2.0			0.0	7.0												
user1844	1987					0.0	6.0			3.0	5.0									1.0	4.0	0.0	1.0
user1845	1980					0.0	2.0	0.0	1.0	1.0	4.0			1.0	0.0			0.0	2.0			0.0	2.0
user1846	1988					0.0	8.0			2.0	25.0							0.0	1.0	0.0	2.0	0.0	2.0
user1847	1981					0.0	3.0			0.0	5.0							0.0	1.0				
user1848	1967					1.0	1.0	0.0	1.0	18.0	0.0											0.0	2.0
user1849	1956					0.0	1.0			8.0	2.0									0.0	1.0		
user1850	1983					0.0	2.0			1.0	0.0					1.0	0.0			0.0	1.0		
user1851	1982					1.0	1.0	1.0	0.0													5.0	3.0
user1852	1968					0.0	1.0	0.0	2.0	0.0	5.0												
user1853	1980					0.0	2.0			0.0	4.0							0.0	2.0				
user1854	1988					0.0	5.0	0.0	2.0	2.0	36.0	1.0	0.0					0.0	4.0	0.0	3.0	0.0	6.0
user1855	1974					0.0	2.0			0.0	3.0												
user1856	1971					0.0	1.0			2.0	0.0												
user1857	1980					0.0	4.0			3.0	2.0									0.0	1.0		
user1858	1978					1.0	9.0			2.0	7.0							0.0	4.0	0.0	1.0		
user1859	1978					0.0	17.0	1.0	1.0	19.0	40.0					1.0	1.0	1.0	9.0	0.0	5.0	0.0	9.0
user1860	1988					1.0	8.0	0.0	1.0	7.0	9.0							0.0	4.0			0.0	1.0
user1861	1985					0.0	8.0			17.0	15.0					1.0	0.0	1.0	3.0				
user1862	1978					0.0	9.0			0.0	16.0			1.0	0.0			0.0	1.0	0.0	4.0	1.0	3.0
user1863	1989					0.0	8.0	0.0	3.0	3.0	20.0							0.0	1.0	0.0	2.0	0.0	1.0
user1864	1983					0.0	4.0			0.0	7.0							0.0	1.0			0.0	2.0
user1865	1983					0.0	16.0			5.0	9.0									0.0	2.0	0.0	1.0
user1866	1989					0.0	2.0			5.0	3.0			1.0	0.0			0.0	1.0	0.0	3.0		
user1867	1984					2.0	1.0			3.0	2.0											1.0	0.0
user1868	1984					1.0	24.0	0.0	4.0	7.0	53.0							0.0	6.0	0.0	4.0	2.0	4.0
user1869	1984					0.0	8.0			17.0	34.0			2.0	0.0			0.0	2.0	1.0	1.0	0.0	3.0
user1870	1960					0.0	6.0			13.0	3.0							1.0	1.0	1.0	1.0		
user1871	1977					5.0	2.0	0.0	1.0	12.0	0.0	1.0	0.0							0.0	1.0		
user1872	1982					0.0	5.0	1.0	0.0	17.0	6.0							0.0	1.0	0.0	1.0	0.0	1.0
user1873	1984					1.0	8.0			8.0	14.0									0.0	3.0		
user1874	1969					0.0	10.0	0.0	1.0	31.0	2.0							0.0	6.0	0.0	6.0		
user1875	1987					0.0	4.0			2.0	4.0									0.0	4.0	1.0	0.0
user1876	1985					0.0	3.0			0.0	10.0												
user1877	1983					1.0	4.0	0.0	3.0	0.0	2.0							0.0	3.0	0.0	1.0		
user1878	1983					3.0	9.0	0.0	2.0	7.0	14.0	1.0	0.0	2.0	0.0			0.0	4.0	0.0	3.0	0.0	1.0
user1879	1978					0.0	4.0			1.0	3.0												
user1880	1983					2.0	6.0	0.0	3.0	10.0	1.0			1.0	0.0	1.0	0.0	0.0	2.0				
user1881	1980					1.0	3.0			6.0	0.0									0.0	1.0		
user1882	1980					0.0	1.0			1.0	2.0											0.0	1.0
user1883	1980					0.0	1.0			2.0	0.0			1.0	0.0								
user1884	1978					0.0	2.0	0.0	1.0	1.0	0.0												
user1885	1981					0.0	4.0	0.0	1.0	1.0	1.0												
user1886	1975					0.0	10.0			12.0	0.0							0.0	2.0	0.0	2.0	0.0	1.0
user1887	1979					0.0	1.0																
user1888	1989					0.0	7.0			0.0	24.0							0.0	2.0	0.0	1.0	1.0	2.0
user1889	1986					0.0	2.0			0.0	1.0											0.0	1.0
user1890	1989					0.0	9.0			17.0	17.0			1.0	0.0			0.0	2.0	0.0	1.0	0.0	2.0
user1891	1984					1.0	16.0			1.0	27.0							0.0	3.0	0.0	3.0	0.0	1.0
user1892	1985					1.0	26.0	0.0	3.0	2.0	118.0	2.0	0.0	1.0	0.0			0.0	15.0	0.0	5.0	0.0	2.0
user1893	1981					0.0	2.0	1.0	2.0	2.0	0.0							0.0	1.0			0.0	2.0
user1894	1980					1.0	10.0	0.0	1.0	22.0	17.0			1.0	0.0	1.0	0.0	0.0	2.0	0.0	1.0	0.0	1.0
user1895	1980					1.0	2.0	1.0	0.0	4.0	2.0							0.0	1.0				
user1896	1982					0.0	9.0			9.0	5.0							0.0	1.0	0.0	2.0	1.0	7.0
user1897	1977					0.0	6.0			0.0	4.0							0.0	1.0	0.0	1.0	0.0	4.0
user1898	1985					0.0	6.0	1.0	2.0	1.0	2.0							1.0	3.0			2.0	0.0
user1899	1979					0.0	49.0	0.0	13.0	70.0	47.0	6.0	0.0					4.0	12.0	1.0	2.0	27.0	17.0
user1900	1986					0.0	5.0	1.0	0.0	0.0	15.0							0.0	1.0			0.0	1.0
user1901	1973					0.0	1.0	0.0	1.0									0.0	1.0			0.0	1.0
user1902	1983					1.0	12.0	1.0	1.0	20.0	33.0			1.0	0.0			0.0	8.0	0.0	3.0	5.0	8.0
user1903	1986					0.0	1.0			4.0	3.0	1.0	0.0					0.0	1.0				
user1904	1972					0.0	2.0	1.0	0.0	15.0	1.0							0.0	1.0			0.0	1.0
user1905	1981					0.0	7.0	0.0	1.0	4.0	0.0									1.0	0.0	1.0	0.0
user1906	1981					0.0	6.0			0.0	8.0					1.0	0.0	0.0	1.0				
user1907	1984					0.0	1.0	0.0	1.0	0.0	2.0							0.0	1.0	1.0	0.0		
user1908	1980					0.0	3.0	0.0	1.0	2.0	3.0												
user1909	1983					1.0	2.0			2.0	1.0							0.0	1.0	0.0	2.0		
user1910	1988					0.0	2.0	0.0	1.0	3.0	11.0												
user1911	1984					0.0	3.0	0.0	1.0	5.0	4.0							0.0	1.0	0.0	1.0	1.0	0.0
user1912	1984					0.0	3.0																
user1913	1971					0.0	1.0			0.0	2.0											0.0	1.0
user1914	1985					0.0	11.0	0.0	2.0	0.0	22.0							0.0	3.0	0.0	1.0	0.0	1.0
user1915	1987					0.0	3.0	0.0	3.0	1.0	15.0									0.0	2.0	0.0	1.0
user1916	1972					2.0	1.0	0.0	1.0	9.0	0.0							1.0	1.0				
user1917	1988					0.0	2.0			0.0	1.0												
user1918	1974					0.0	4.0	0.0	1.0	4.0	1.0											0.0	1.0
user1919	1984					0.0	3.0			0.0	4.0												
user1920	1977					0.0	14.0	0.0	3.0	1.0	23.0			2.0	0.0			0.0	2.0			0.0	10.0
user1921	1987					0.0	2.0			5.0	4.0									1.0	0.0		
user1922	1969					0.0	2.0			10.0	0.0									0.0	2.0		
user1923	1984					0.0	7.0			3.0	12.0							0.0	2.0	0.0	3.0		
user1924	1962					0.0	2.0			0.0	2.0							0.0	4.0			0.0	2.0
user1925	1978					0.0	4.0			13.0	3.0	0.0	1.0									0.0	1.0
user1926	1986					0.0	2.0	1.0	0.0	3.0	0.0												
user1927	1987					0.0	9.0			0.0	9.0									0.0	5.0		
user1928	1974					0.0	3.0			2.0	0.0									0.0	1.0		
user1929	1980					0.0	6.0	0.0	2.0	0.0	3.0							0.0	3.0			1.0	0.0
user1930	1983					2.0	4.0			12.0	6.0							0.0	1.0				
user1931	1962					0.0	5.0			1.0	0.0							0.0	3.0	0.0	2.0		
user1932	1980					0.0	2.0			0.0	11.0												
user1933	1984					0.0	4.0	0.0	1.0	0.0	3.0									0.0	1.0		
user1934	1987					0.0	6.0			3.0	0.0											0.0	2.0
user1935	1982					1.0	5.0			26.0	0.0							0.0	3.0	0.0	3.0		
user1936	1974					2.0	15.0	0.0	1.0	3.0	16.0	1.0	0.0	1.0	0.0			0.0	3.0	0.0	1.0	0.0	3.0
user1937	1987					0.0	1.0			0.0	2.0									0.0	1.0		
user1938	1980					0.0	4.0			0.0	6.0									0.0	1.0		
user1939	1973					0.0	9.0			0.0	4.0					0.0	1.0	0.0	1.0				
user1940	1981					0.0	2.0			2.0	1.0	1.0	0.0							0.0	3.0		
user1941	1989					0.0	12.0	0.0	1.0	4.0	29.0			2.0	0.0			0.0	6.0	0.0	2.0	0.0	10.0
user1942	1987					0.0	3.0			0.0	3.0							0.0	1.0	0.0	2.0	0.0	1.0
user1943	1985					0.0	4.0			11.0	0.0									0.0	1.0	0.0	3.0
user1944	1986					0.0	6.0			1.0	9.0							0.0	5.0			0.0	1.0
user1945	1972					0.0	2.0			0.0	5.0												
user1946	1989					0.0	2.0							3.0	0.0								
user1947	1982					0.0	21.0	0.0	1.0	0.0	16.0	1.0	0.0	1.0	0.0			0.0	2.0	0.0	4.0		
user1948	1991					1.0	13.0			0.0	10.0			2.0	0.0								
user1949	1981					0.0	4.0			7.0	4.0							0.0	4.0	0.0	1.0		
user1950	1988					0.0	1.0	0.0	2.0	3.0	16.0							0.0	2.0	0.0	2.0		
user1951	1980					0.0	4.0			1.0	5.0							0.0	1.0	0.0	1.0		
user1952	1980					0.0	4.0	0.0	2.0	0.0	7.0							0.0	5.0	0.0	1.0	0.0	1.0
user1953	1983					0.0	1.0			1.0	0.0												
user1954	1981					0.0	5.0			3.0	6.0	1.0	0.0					0.0	1.0	0.0	2.0		
user1955	1986					1.0	2.0			1.0	11.0											1.0	0.0
user1956	1983					0.0	1.0			3.0	0.0							0.0	1.0	0.0	1.0	0.0	1.0
user1957	1981					0.0	8.0	0.0	1.0	1.0	15.0									0.0	1.0		
user1958	1986					0.0	20.0			3.0	30.0	1.0	0.0					0.0	1.0	0.0	2.0	0.0	1.0
user1959	1975					0.0	1.0			2.0	0.0											0.0	2.0
user1960	1987					1.0	7.0			4.0	59.0												
user1961	1981					1.0	0.0																
user1962	1979					1.0	7.0	0.0	1.0	0.0	13.0	1.0	0.0							0.0	3.0		
user1963	1979					0.0	2.0			0.0	8.0							0.0	1.0			0.0	2.0
user1964	1974					0.0	11.0			0.0	7.0							0.0	1.0				
user1965	1974					0.0	2.0	1.0	1.0	4.0	0.0												
user1966	1986					2.0	6.0			9.0	12.0	1.0	0.0	1.0	0.0			0.0	3.0				
user1967	1975					1.0	3.0	0.0	3.0	2.0	0.0							0.0	5.0	0.0	1.0	0.0	1.0
user1968	1980					0.0	1.0			2.0	0.0												
user1969	1977					0.0	2.0	0.0	1.0	2.0	0.0	1.0	0.0										
user1970	1985					0.0	2.0			0.0	4.0			2.0	0.0								
user1971	1974					0.0	4.0			1.0	1.0									0.0	2.0		
user1972	1985					0.0	1.0			0.0	2.0												
user1973	1982					0.0	3.0	0.0	1.0	0.0	6.0			0.0	1.0			0.0	1.0	0.0	1.0		
user1974	1988					0.0	3.0	1.0	4.0	7.0	0.0												
user1975	1963					3.0	3.0			4.0	0.0									0.0	1.0		
user1976	1980					0.0	6.0			12.0	0.0												
user1977	1969					0.0	2.0	0.0	1.0	28.0	0.0												
user1978	1987					0.0	5.0			0.0	9.0			1.0	0.0					1.0	0.0	1.0	0.0
user1979	1985					4.0	4.0	2.0	0.0	21.0	17.0							0.0	2.0	0.0	2.0	1.0	4.0
user1980	1983					1.0	2.0			0.0	3.0			1.0	0.0			0.0	1.0				
user1981	1978					1.0	12.0			30.0	3.0			1.0	0.0			0.0	1.0	0.0	1.0	1.0	2.0
user1982	1977					0.0	21.0	0.0	2.0	0.0	12.0							0.0	1.0	0.0	1.0	0.0	2.0
user1983	1979					1.0	13.0			7.0	0.0												
user1984	1981					0.0	10.0			4.0	18.0			1.0	0.0	1.0	0.0	0.0	1.0			0.0	2.0
user1985	1985					0.0	5.0																
user1986	1989					0.0	2.0	0.0	1.0	2.0	1.0							0.0	2.0				
user1987	1977					0.0	1.0	0.0	1.0	3.0	1.0							0.0	1.0	0.0	2.0		
user1988	1982					0.0	1.0	0.0	1.0	1.0	2.0			1.0	0.0								
user1989	1987					3.0	6.0	0.0	1.0	6.0	29.0											0.0	1.0
user1990	1976					0.0	5.0			3.0	5.0							0.0	2.0				
user1991	1984					0.0	4.0	0.0	2.0	2.0	18.0			4.0	2.0			0.0	3.0	0.0	1.0	1.0	1.0
user1992	1975					0.0	5.0			9.0	6.0							0.0	4.0			0.0	2.0
user1993	1985					0.0	1.0	0.0	1.0	1.0	1.0							0.0	1.0				
user1994	1989					0.0	3.0			1.0	5.0			1.0	0.0			0.0	1.0	0.0	1.0		
user1995	1978					0.0	2.0			0.0	6.0							0.0	1.0	0.0	2.0		
user1996	1980					0.0	1.0			4.0	0.0												
user1997	1980					1.0	10.0			3.0	8.0												
user1998	1979					0.0	3.0			7.0	5.0			1.0	0.0			0.0	1.0				
user1999	1974					0.0	12.0	1.0	0.0	4.0	69.0							0.0	2.0	1.0	0.0	2.0	2.0
user2000	1976					3.0	0.0			7.0	1.0							1.0	0.0	1.0	0.0		
user2001	1980					0.0	2.0	0.0	1.0	2.0	4.0							0.0	2.0	0.0	1.0		
user2002	1973					0.0	2.0			0.0	1.0												
user2003	1981					0.0	2.0			3.0	0.0									0.0	1.0	0.0	3.0
user2004	1967					0.0	4.0	0.0	2.0	3.0	0.0												
user2005	1978					1.0	4.0			8.0	5.0							0.0	4.0	1.0	0.0	2.0	7.0
user2006	1983					1.0	5.0	3.0	1.0	3.0	0.0							0.0	1.0	0.0	3.0	1.0	1.0
user2007	1982					0.0	1.0	0.0	2.0	1.0	14.0			1.0	0.0			0.0	2.0	0.0	3.0		
user2008	1976					0.0	4.0	0.0	1.0	1.0	2.0	1.0	0.0					0.0	3.0	0.0	1.0		
user2009	1989					4.0	3.0	0.0	2.0	1.0	10.0							0.0	1.0	0.0	2.0		
user2010	1980					0.0	6.0			0.0	21.0			1.0	0.0							0.0	1.0
user2011	1983					1.0	4.0	0.0	1.0	1.0	16.0							0.0	1.0	0.0	1.0	0.0	1.0
user2012	1976					0.0	2.0			0.0	5.0									0.0	1.0	0.0	2.0
user2013	1986					0.0	1.0			1.0	5.0												
user2014	1984					0.0	10.0	0.0	9.0	2.0	7.0									0.0	4.0	0.0	1.0
user2015	1990					0.0	5.0	0.0	1.0	9.0	3.0							0.0	1.0	0.0	1.0		
user2016	1985					1.0	5.0			3.0	3.0							0.0	2.0				
user2017	1978					0.0	2.0			1.0	5.0												
user2018	1988					0.0	8.0			1.0	9.0							0.0	1.0	0.0	1.0	1.0	1.0
user2019	1989					0.0	3.0			0.0	3.0									0.0	2.0	1.0	0.0
user2020	1976					0.0	5.0			14.0	2.0												
user2021	1978					0.0	3.0			0.0	5.0												
user2022	1981					0.0	5.0			1.0	2.0									0.0	1.0		
user2023	1978					0.0	26.0	0.0	1.0	3.0	80.0	1.0	1.0			1.0	0.0	0.0	9.0	0.0	3.0	0.0	5.0
user2024	1984					0.0	6.0	0.0	2.0	1.0	21.0			1.0	0.0							0.0	1.0
user2025	1954					1.0	3.0			7.0	1.0									0.0	2.0		
user2026	1976					1.0	6.0			7.0	9.0							0.0	3.0	0.0	1.0	1.0	1.0
user2027	1988					0.0	3.0	0.0	5.0	3.0	9.0									0.0	7.0	1.0	0.0
user2028	1979					0.0	4.0	0.0	2.0	3.0	4.0			1.0	0.0			0.0	1.0				
user2029	1980					0.0	1.0																
user2030	1971					0.0	2.0	0.0	1.0	0.0	1.0											1.0	0.0
user2031	1981					0.0	1.0	0.0	2.0	2.0	4.0												
user2032	1976					0.0	16.0	2.0	7.0	28.0	4.0	1.0	0.0					0.0	1.0	0.0	1.0	2.0	1.0
user2033	1988					0.0	9.0	0.0	1.0	48.0	7.0	1.0	0.0	2.0	0.0			0.0	5.0	0.0	6.0		
user2034	1966					0.0	7.0			13.0	5.0			1.0	0.0			0.0	3.0	0.0	3.0	3.0	1.0
user2035	1979					0.0	2.0	0.0	1.0	12.0	2.0	1.0	0.0										
user2036	1983					0.0	1.0			2.0	4.0					1.0	0.0			0.0	3.0	0.0	2.0
user2037	1988					1.0	4.0	0.0	1.0	6.0	7.0												
user2038	1978					0.0	4.0			1.0	11.0									0.0	1.0		
user2039	1974					0.0	3.0			0.0	11.0												
user2040	1974					7.0	3.0	1.0	0.0	12.0	1.0							0.0	3.0			0.0	2.0
user2041	1982					0.0	1.0			0.0	7.0			1.0	0.0								
user2042	1982					0.0	7.0			1.0	22.0	1.0	0.0	1.0	0.0			0.0	3.0	0.0	1.0		
user2043	1989					0.0	7.0	0.0	1.0	12.0	9.0	1.0	0.0					0.0	2.0	0.0	3.0	0.0	2.0
user2044	1977					1.0	2.0			1.0	5.0							0.0	5.0	0.0	1.0		
user2045	1991					1.0	2.0			9.0	7.0												
user2046	1984					0.0	10.0	0.0	1.0	33.0	16.0			1.0	0.0			0.0	7.0	0.0	4.0	2.0	4.0
user2047	1985					1.0	9.0	0.0	1.0	0.0	26.0							0.0	6.0	0.0	2.0		
user2048	1986					0.0	3.0			3.0	13.0									0.0	1.0		
user2049	1984					0.0	3.0			5.0	0.0							0.0	1.0			0.0	2.0
user2050	1986					0.0	3.0	0.0	1.0	3.0	2.0												
user2051	1985					0.0	3.0			0.0	14.0											0.0	3.0
user2052	1982					2.0	2.0			2.0	3.0											0.0	1.0
user2053	1986					0.0	16.0			6.0	34.0	1.0	0.0					0.0	3.0				
user2054	1988					0.0	2.0			2.0	6.0												
user2055	1963					0.0	12.0	1.0	0.0	39.0	7.0			1.0	0.0			0.0	2.0	1.0	10.0	1.0	6.0
user2056	1987					0.0	3.0			1.0	32.0									0.0	1.0		
user2057	1985					0.0	1.0			0.0	11.0							0.0	1.0	0.0	1.0		
user2058	1977					0.0	10.0			1.0	9.0	2.0	0.0							0.0	2.0		
user2059	1987					2.0	17.0			10.0	24.0			3.0	0.0			0.0	3.0	0.0	3.0	2.0	0.0
user2060	1985					0.0	4.0			0.0	7.0							0.0	1.0				
user2061	1985					0.0	11.0	0.0	1.0	5.0	9.0							0.0	3.0	0.0	1.0	0.0	2.0
user2062	1989					0.0	3.0			1.0	1.0							0.0	2.0				
user2063	1983					0.0	1.0			1.0	3.0												
user2064	1976					0.0	1.0			2.0	9.0	2.0	0.0							0.0	2.0		
user2065	1981					0.0	3.0	1.0	1.0	5.0	8.0							0.0	2.0	1.0	0.0	1.0	1.0
user2066	1975					0.0	1.0			0.0	8.0			1.0	0.0					0.0	1.0	0.0	1.0
user2067	1982					0.0	3.0			7.0	12.0							0.0	2.0			1.0	0.0
user2068	1968					0.0	5.0			4.0	0.0							0.0	1.0				
user2069	1980					0.0	1.0																
user2070	1977					0.0	1.0			3.0	1.0												
user2071	1980					0.0	8.0	0.0	1.0	12.0	25.0							0.0	3.0			0.0	4.0
user2072	1979					0.0	1.0			0.0	4.0												
user2073	1979					0.0	2.0																
user2074	1977					0.0	2.0																
user2075	1977					0.0	1.0			3.0	2.0							0.0	3.0	1.0	1.0		
user2076	1985					0.0	2.0			2.0	0.0												
user2077	1980					0.0	2.0			1.0	1.0												
user2078	1976					0.0	1.0			1.0	3.0												
user2079	1979					1.0	15.0	1.0	0.0	23.0	5.0					1.0	0.0	0.0	1.0	1.0	2.0	0.0	1.0
user2080	1981					0.0	7.0			3.0	9.0												
user2081	1991					0.0	2.0	0.0	3.0	3.0	6.0												
user2082	1977					1.0	10.0	0.0	2.0	16.0	8.0	1.0	0.0	1.0	0.0			0.0	3.0			0.0	2.0
user2083	1980					3.0	7.0			8.0	26.0							0.0	2.0				
user2084	1972					0.0	3.0	0.0	1.0	8.0	1.0	1.0	0.0	1.0	0.0			0.0	3.0	0.0	1.0		
user2085	1973					0.0	3.0	0.0	1.0	1.0	5.0							0.0	1.0	0.0	5.0		
user2086	1982					0.0	3.0			9.0	4.0							0.0	1.0				
user2087	1987					0.0	3.0			5.0	2.0							0.0	1.0	0.0	2.0		
user2088	1977					1.0	7.0			4.0	13.0									0.0	6.0		
user2089	1990					0.0	2.0	0.0	1.0	3.0	23.0									1.0	7.0	4.0	3.0
user2090	1973					0.0	1.0	0.0	1.0														
user2091	1984					0.0	4.0			0.0	5.0							1.0	0.0	0.0	1.0		
user2092	1986					0.0	3.0			0.0	1.0	1.0	0.0							0.0	4.0		
user2093	1976					0.0	5.0			10.0	0.0					1.0	0.0						
user2094	1980					0.0	11.0	0.0	1.0	73.0	9.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	3.0	0.0	6.0	2.0	1.0
user2095	1966					0.0	6.0			12.0	0.0							0.0	2.0	0.0	1.0		
user2096	1965					0.0	7.0	0.0	1.0	6.0	0.0												
user2097	1985					2.0	1.0			8.0	0.0							0.0	1.0			1.0	0.0
user2098	1980					0.0	2.0			0.0	8.0							0.0	1.0				
user2099	1982					1.0	1.0			4.0	1.0									0.0	1.0		
user2100	1984					0.0	4.0																
user2101	1982					0.0	2.0	0.0	1.0	0.0	11.0												
user2102	1968					0.0	2.0			5.0	4.0											0.0	1.0
user2103	1965					0.0	3.0			3.0	1.0					1.0	0.0	0.0	1.0				
user2104	1979					0.0	9.0			0.0	16.0					0.0	1.0			0.0	1.0		
user2105	1981					0.0	6.0	1.0	0.0	7.0	18.0							0.0	2.0			0.0	1.0
user2106	1990					0.0	4.0			0.0	22.0			5.0	0.0					1.0	2.0	0.0	2.0
user2107	1972					0.0	2.0			10.0	0.0					1.0	0.0					0.0	2.0
user2108	1980					0.0	1.0																
user2109	1985					1.0	4.0			3.0	14.0							0.0	2.0				
user2110	1984					0.0	5.0	0.0	1.0	6.0	0.0												
user2111	1982					0.0	2.0			3.0	4.0							0.0	1.0				
user2112	1990					0.0	3.0			6.0	7.0							0.0	3.0			0.0	2.0
user2113	1962					0.0	2.0			4.0	1.0					1.0	0.0					0.0	1.0
user2114	1980					0.0	1.0			6.0	0.0												
user2115	1987					0.0	3.0			4.0	3.0							0.0	1.0			0.0	1.0
user2116	1967					0.0	2.0			7.0	4.0												
user2117	1990					1.0	8.0			3.0	5.0			1.0	0.0			0.0	1.0			0.0	2.0
user2118	1980					0.0	3.0	0.0	1.0	2.0	9.0							0.0	1.0				
