post_year	username	age	agebin	total	v1abs	v2abs	v3abs	v1rel	v2rel	v3rel
2008	Androgyn	40	40--49	11	1	10	0	0.0909090909	0.9090909091	0
2007	Angelica30	31	30--39	16	0	1	15	0	0.0625	0.9375
2006	Ängla88	35	30--39	13	1	12	0	0.0769230769	0.9230769231	0
2011	Aniko	37	30--39	13	0	13	0	0	1	0
2011	AnkiC	36	30--39	10	0	9	1	0	0.9	0.1
2012	AnkiC	37	30--39	13	1	9	3	0.0769230769	0.6923076923	0.2307692308
2015	AnkiC	40	40--49	10	0	10	0	0	1	0
2011	Anna81	31	30--39	14	0	0	14	0	0	1
2017	annabellelee	49	40--49	27	0	27	0	0	1	0
2018	annabellelee	50	50--59	55	1	54	0	0.0181818182	0.9818181818	0
2019	annabellelee	51	50--59	77	3	74	0	0.038961039	0.961038961	0
2020	annabellelee	52	50--59	57	2	55	0	0.0350877193	0.9649122807	0
2021	annabellelee	53	50--59	16	0	16	0	0	1	0
2004	AnnaKlara	35	30--39	16	0	16	0	0	1	0
2008	AnnaKlara	39	30--39	34	1	28	5	0.0294117647	0.8235294118	0.1470588235
2007	Annamaja	28	20--29	26	0	15	11	0	0.5769230769	0.4230769231
2008	Annamaja	29	20--29	26	6	4	16	0.2307692308	0.1538461538	0.6153846154
2011	AnnaMamma	43	40--49	14	0	14	0	0	1	0
2015	annananonym	47	40--49	17	1	5	11	0.0588235294	0.2941176471	0.6470588235
2015	annasv1980	47	40--49	20	0	20	0	0	1	0
2004	Anne M	47	40--49	10	0	7	3	0	0.7	0.3
2006	Anne M	49	40--49	12	1	10	1	0.0833333333	0.8333333333	0.0833333333
2007	Anne M	50	50--59	11	0	10	1	0	0.9090909091	0.0909090909
2017	Annita	49	40--49	23	2	21	0	0.0869565217	0.9130434783	0
2018	Annita	50	50--59	23	2	21	0	0.0869565217	0.9130434783	0
2019	Annita	51	50--59	14	1	13	0	0.0714285714	0.9285714286	0
2020	Annita	52	50--59	20	0	20	0	0	1	0
2006	annroll	25	20--29	38	34	0	4	0.8947368421	0	0.1052631579
2008	annroll	27	20--29	12	11	0	1	0.9166666667	0	0.0833333333
2013	Annsiss	32	30--39	20	3	17	0	0.15	0.85	0
2010	annvian	32	30--39	34	32	2	0	0.9411764706	0.0588235294	0
2020	Anonvm	52	50--59	11	1	9	1	0.0909090909	0.8181818182	0.0909090909
2021	Anonvm	53	50--59	23	2	20	1	0.0869565217	0.8695652174	0.0434782609
2010	Anonyhm	42	40--49	24	0	22	2	0	0.9166666667	0.0833333333
2017	Anotherone	39	30--39	15	0	15	0	0	1	0
2019	Anotherone	41	40--49	18	0	18	0	0	1	0
2020	Anotherone	42	40--49	54	0	51	3	0	0.9444444444	0.0555555556
2021	Anotherone	43	40--49	16	0	15	1	0	0.9375	0.0625
2004	Anova	27	20--29	11	3	8	0	0.2727272727	0.7272727273	0
2009	Anova	32	30--39	11	1	9	1	0.0909090909	0.8181818182	0.0909090909
2010	Anova	33	30--39	33	4	29	0	0.1212121212	0.8787878788	0
2011	Anova	34	30--39	31	3	28	0	0.0967741935	0.9032258065	0
2012	Anova	35	30--39	33	1	31	1	0.0303030303	0.9393939394	0.0303030303
2012	Ansvar	44	40--49	15	0	15	0	0	1	0
2006	antitanten	53	50--59	13	0	2	11	0	0.1538461538	0.8461538462
2007	antitanten	54	50--59	40	1	2	37	0.025	0.05	0.925
2007	anzita	49	40--49	156	5	147	4	0.0320512821	0.9423076923	0.0256410256
2008	anzita	50	50--59	98	2	95	1	0.0204081633	0.9693877551	0.0102040816
2009	anzita	51	50--59	69	10	55	4	0.1449275362	0.7971014493	0.0579710145
2010	anzita	52	50--59	63	1	60	2	0.0158730159	0.9523809524	0.0317460317
2013	ApanApansson	45	40--49	26	3	23	0	0.1153846154	0.8846153846	0
2014	ApanApansson	46	40--49	13	0	13	0	0	1	0
2012	Apopan	29	20--29	22	0	22	0	0	1	0
2013	Apopan	30	30--39	47	3	44	0	0.0638297872	0.9361702128	0
2009	Äpplet75	35	30--39	21	6	8	7	0.2857142857	0.380952381	0.3333333333
2010	Argo	42	40--49	12	1	11	0	0.0833333333	0.9166666667	0
2011	Argo	43	40--49	29	1	28	0	0.0344827586	0.9655172414	0
2012	Argo	44	40--49	33	0	33	0	0	1	0
2019	Arlene	56	50--59	13	0	0	13	0	0	1
2012	Aroganza	25	20--29	10	0	10	0	0	1	0
2008	asplundskan	22	20--29	17	1	10	6	0.0588235294	0.5882352941	0.3529411765
2011	Åssi	43	40--49	18	0	18	0	0	1	0
2008	Assis	36	30--39	22	0	20	2	0	0.9090909091	0.0909090909
2006	Astarte	28	20--29	17	1	16	0	0.0588235294	0.9411764706	0
2009	Astarte	31	30--39	19	0	17	2	0	0.8947368421	0.1052631579
2010	Astarte	32	30--39	36	0	34	2	0	0.9444444444	0.0555555556
2011	Astarte	33	30--39	106	2	104	0	0.0188679245	0.9811320755	0
2012	Astarte	34	30--39	69	0	69	0	0	1	0
2013	Astarte	35	30--39	41	1	40	0	0.0243902439	0.9756097561	0
2014	AstridIsabella	29	20--29	10	0	10	0	0	1	0
2008	astro	32	30--39	15	0	15	0	0	1	0
2010	astro	34	30--39	89	0	89	0	0	1	0
2011	astro	35	30--39	37	0	37	0	0	1	0
2012	astro	36	30--39	93	0	92	1	0	0.9892473118	0.0107526882
2018	Aurora Borrealis	50	50--59	16	4	12	0	0.25	0.75	0
2019	Aurora Borrealis	51	50--59	13	3	10	0	0.2307692308	0.7692307692	0
2020	Aurora Borrealis	52	50--59	19	3	15	1	0.1578947368	0.7894736842	0.0526315789
2012	aurora1827	36	30--39	21	1	20	0	0.0476190476	0.9523809524	0
2013	aurora1827	37	30--39	24	1	23	0	0.0416666667	0.9583333333	0
2006	AvalonC	26	20--29	14	0	14	0	0	1	0
2007	Äventyr	39	30--39	11	0	0	11	0	0	1
2007	avregistrerad	39	30--39	10	0	4	6	0	0.4	0.6
2012	Baby Firefly	28	20--29	23	0	12	11	0	0.5217391304	0.4782608696
2013	Baby Firefly	29	20--29	17	0	11	6	0	0.6470588235	0.3529411765
2014	Baby Firefly	30	30--39	11	0	3	8	0	0.2727272727	0.7272727273
2009	BabyJia	26	20--29	18	11	7	0	0.6111111111	0.3888888889	0
2010	BabyJia	27	20--29	17	11	6	0	0.6470588235	0.3529411765	0
2009	Badgirl	41	40--49	24	3	21	0	0.125	0.875	0
2013	balancedcha0s	28	20--29	11	0	11	0	0	1	0
2009	ballerinamuffins	26	20--29	20	1	19	0	0.05	0.95	0
2004	bambigirl	24	20--29	24	1	23	0	0.0416666667	0.9583333333	0
2005	bambigirl	25	20--29	12	0	12	0	0	1	0
2006	Banana82	25	20--29	15	2	13	0	0.1333333333	0.8666666667	0
2007	Banana82	26	20--29	18	0	16	2	0	0.8888888889	0.1111111111
2008	Banana82	27	20--29	15	0	11	4	0	0.7333333333	0.2666666667
2010	BaraCarolina	33	30--39	17	1	16	0	0.0588235294	0.9411764706	0
2005	barnsäng	37	30--39	43	0	6	37	0	0.1395348837	0.8604651163
2006	barnsäng	38	30--39	23	0	0	23	0	0	1
2008	barnsäng	40	40--49	16	1	6	9	0.0625	0.375	0.5625
2006	Baronessan	33	30--39	13	0	13	0	0	1	0
2005	Beckah82	24	20--29	14	1	13	0	0.0714285714	0.9285714286	0
2006	Beckah82	25	20--29	89	2	85	2	0.0224719101	0.9550561798	0.0224719101
2007	Beckah82	26	20--29	15	1	13	1	0.0666666667	0.8666666667	0.0666666667
2008	Beckah82	27	20--29	38	0	37	1	0	0.9736842105	0.0263157895
2012	Beckah82	31	30--39	37	4	33	0	0.1081081081	0.8918918919	0
2007	beEMbe	30	30--39	47	2	41	4	0.0425531915	0.8723404255	0.085106383
2008	beEMbe	31	30--39	31	2	27	2	0.064516129	0.8709677419	0.064516129
2013	Bejje	33	30--39	20	2	0	18	0.1	0	0.9
2009	Bekymrad	41	40--49	19	1	16	2	0.0526315789	0.8421052632	0.1052631579
2007	bellanbus	39	30--39	22	5	16	1	0.2272727273	0.7272727273	0.0454545455
2008	bellanbus	40	40--49	13	1	10	2	0.0769230769	0.7692307692	0.1538461538
2009	bellanbus	41	40--49	21	2	19	0	0.0952380952	0.9047619048	0
2006	Bellizzzzz	22	20--29	12	0	12	0	0	1	0
2005	Beloved	19	<20	11	0	11	0	0	1	0
2007	BertaFilippa Krattkquist	23	20--29	17	2	15	0	0.1176470588	0.8823529412	0
2008	BertaFilippa Krattkquist	24	20--29	10	0	9	1	0	0.9	0.1
2008	Bess	40	40--49	11	0	0	11	0	0	1
2008	Bessi	40	40--49	13	0	0	13	0	0	1
2011	Betty Boop	39	30--39	10	0	10	0	0	1	0
2007	Bevabus	18	<20	11	0	5	6	0	0.4545454545	0.5454545455
2008	Bevabus	19	<20	261	13	19	229	0.0498084291	0.0727969349	0.877394636
2009	Bevabus	20	20--29	151	10	92	49	0.0662251656	0.6092715232	0.3245033113
2010	Bevabus	21	20--29	156	3	134	19	0.0192307692	0.858974359	0.1217948718
2012	Bevabus	23	20--29	45	3	35	7	0.0666666667	0.7777777778	0.1555555556
2013	Bevabus	24	20--29	14	0	13	1	0	0.9285714286	0.0714285714
2014	Bevabus	25	20--29	14	0	14	0	0	1	0
2006	Bigfoot	29	20--29	12	1	11	0	0.0833333333	0.9166666667	0
2006	Birgitta2	38	30--39	336	7	265	64	0.0208333333	0.7886904762	0.1904761905
2007	Birgitta2	39	30--39	382	11	230	141	0.0287958115	0.6020942408	0.3691099476
2008	Birgitta2	40	40--49	217	19	51	147	0.0875576037	0.2350230415	0.6774193548
2009	Birgitta2	41	40--49	78	1	11	66	0.0128205128	0.141025641	0.8461538462
2010	Birgitta2	42	40--49	125	4	7	114	0.032	0.056	0.912
2011	Birgitta2	43	40--49	23	0	0	23	0	0	1
2013	Birgitta2	45	40--49	66	1	7	58	0.0151515152	0.1060606061	0.8787878788
2006	Bispan	38	30--39	25	0	25	0	0	1	0
2011	blueberry4	30	30--39	13	0	13	0	0	1	0
2009	Blyger	41	40--49	20	2	4	14	0.1	0.2	0.7
2012	BookLady	44	40--49	78	1	74	3	0.0128205128	0.9487179487	0.0384615385
2013	BookLady	45	40--49	14	1	13	0	0.0714285714	0.9285714286	0
2016	Bougainvillea	22	20--29	18	2	13	3	0.1111111111	0.7222222222	0.1666666667
2017	Bougainvillea	23	20--29	11	0	11	0	0	1	0
2009	Bradbury	34	30--39	16	0	14	2	0	0.875	0.125
2010	Bradbury	35	30--39	14	0	14	0	0	1	0
2011	Bradbury	36	30--39	11	0	11	0	0	1	0
2012	Bradbury	37	30--39	41	0	37	4	0	0.9024390244	0.0975609756
2018	brallison	41	40--49	25	1	24	0	0.04	0.96	0
2019	brallison	42	40--49	23	5	18	0	0.2173913043	0.7826086957	0
2012	bratz	36	30--39	10	8	0	2	0.8	0	0.2
2015	Breakdown	27	20--29	12	0	11	1	0	0.9166666667	0.0833333333
2007	BrödernaBus	29	20--29	13	0	13	0	0	1	0
2012	BrödernaBus	34	30--39	10	0	10	0	0	1	0
2004	Brodsmulan	28	20--29	86	6	80	0	0.0697674419	0.9302325581	0
2005	Brodsmulan	29	20--29	128	7	119	2	0.0546875	0.9296875	0.015625
2006	Brodsmulan	30	30--39	72	3	68	1	0.0416666667	0.9444444444	0.0138888889
2012	broglo	35	30--39	18	0	18	0	0	1	0
2005	brokig	23	20--29	11	0	11	0	0	1	0
2010	Brooke	23	20--29	11	2	9	0	0.1818181818	0.8181818182	0
2011	Brooke	24	20--29	19	2	17	0	0.1052631579	0.8947368421	0
2014	Brooke	27	20--29	12	0	12	0	0	1	0
2017	bullen1984	34	30--39	19	1	18	0	0.0526315789	0.9473684211	0
2018	bullen1984	35	30--39	18	0	18	0	0	1	0
2020	bullen1984	37	30--39	17	1	16	0	0.0588235294	0.9411764706	0
2010	Bumblebina	34	30--39	13	0	12	1	0	0.9230769231	0.0769230769
2018	BurningDiamond	50	50--59	11	1	10	0	0.0909090909	0.9090909091	0
2019	BurningDiamond	51	50--59	70	4	66	0	0.0571428571	0.9428571429	0
2007	Busflickan	26	20--29	12	0	12	0	0	1	0
2012	Busflickan	31	30--39	11	0	11	0	0	1	0
2013	Busflickan	32	30--39	15	1	14	0	0.0666666667	0.9333333333	0
2019	Butterfly83	37	30--39	12	0	12	0	0	1	0
2008	Butterscotch	35	30--39	15	0	15	0	0	1	0
2009	Butterscotch	36	30--39	14	1	12	1	0.0714285714	0.8571428571	0.0714285714
2010	Butterscotch	37	30--39	21	3	18	0	0.1428571429	0.8571428571	0
2011	Butterscotch	38	30--39	40	0	40	0	0	1	0
2012	Butterscotch	39	30--39	47	1	46	0	0.0212765957	0.9787234043	0
2013	Butterscotch	40	40--49	22	0	21	1	0	0.9545454545	0.0454545455
2014	Butterscotch	41	40--49	27	2	25	0	0.0740740741	0.9259259259	0
2015	Butterscotch	42	40--49	18	1	17	0	0.0555555556	0.9444444444	0
2012	c89	44	40--49	32	3	0	29	0.09375	0	0.90625
2013	c89	45	40--49	17	2	8	7	0.1176470588	0.4705882353	0.4117647059
2006	Calles matte	29	20--29	15	0	15	0	0	1	0
2008	Calles matte	31	30--39	185	0	183	2	0	0.9891891892	0.0108108108
2009	Calles matte	32	30--39	47	1	46	0	0.0212765957	0.9787234043	0
2010	Calles matte	33	30--39	61	1	60	0	0.0163934426	0.9836065574	0
2011	Calles matte	34	30--39	15	0	15	0	0	1	0
2012	Calles matte	35	30--39	21	0	21	0	0	1	0
2008	Camarogirl	39	30--39	18	1	17	0	0.0555555556	0.9444444444	0
2008	camas	26	20--29	10	1	9	0	0.1	0.9	0
2013	Camilita	27	20--29	19	0	18	1	0	0.9473684211	0.0526315789
2011	candi	41	40--49	22	7	15	0	0.3181818182	0.6818181818	0
2012	Caramella	34	30--39	11	1	1	9	0.0909090909	0.0909090909	0.8181818182
2014	Carolina01	29	20--29	16	0	13	3	0	0.8125	0.1875
2012	Carolines Secrets	25	20--29	13	0	13	0	0	1	0
2007	carro21	39	30--39	13	13	0	0	1	0	0
2010	Casey	23	20--29	10	0	10	0	0	1	0
2008	castillo	22	20--29	27	2	25	0	0.0740740741	0.9259259259	0
2009	castillo	23	20--29	10	0	10	0	0	1	0
2010	castillo	24	20--29	19	0	19	0	0	1	0
2012	castillo	26	20--29	22	0	0	22	0	0	1
2011	Catgodess	37	30--39	12	0	12	0	0	1	0
2008	Catha	28	20--29	15	0	13	2	0	0.8666666667	0.1333333333
2011	Catox9	31	30--39	11	0	11	0	0	1	0
2008	Cattis40	43	40--49	10	3	7	0	0.3	0.7	0
2009	Cattis40	44	40--49	10	0	10	0	0	1	0
2006	CeeJay	35	30--39	16	0	13	3	0	0.8125	0.1875
2007	CeeJay	36	30--39	51	3	43	5	0.0588235294	0.8431372549	0.0980392157
2008	CeeJay	37	30--39	34	2	30	2	0.0588235294	0.8823529412	0.0588235294
2009	CeeJay	38	30--39	19	1	17	1	0.0526315789	0.8947368421	0.0526315789
2010	CeeJay	39	30--39	12	1	0	11	0.0833333333	0	0.9166666667
2012	CeeJay	41	40--49	11	0	0	11	0	0	1
2018	Celaena	34	30--39	22	2	20	0	0.0909090909	0.9090909091	0
2013	Celavie	39	30--39	15	0	15	0	0	1	0
2008	challan82	27	20--29	24	4	18	2	0.1666666667	0.75	0.0833333333
2014	Challe N	38	30--39	10	0	9	1	0	0.9	0.1
2008	Champagne	40	40--49	31	0	29	2	0	0.935483871	0.064516129
2019	Chattisen	40	40--49	13	1	7	5	0.0769230769	0.5384615385	0.3846153846
2009	chivasregal	49	40--49	43	13	26	4	0.3023255814	0.6046511628	0.0930232558
2010	chivasregal	50	50--59	105	60	39	6	0.5714285714	0.3714285714	0.0571428571
2008	Chrille 84	25	20--29	18	1	0	17	0.0555555556	0	0.9444444444
2007	Christina86	22	20--29	10	0	1	9	0	0.1	0.9
2011	Cicek	32	30--39	131	3	127	1	0.0229007634	0.9694656489	0.0076335878
2012	Cicek	33	30--39	134	5	129	0	0.0373134328	0.9626865672	0
2005	cii	21	20--29	13	2	11	0	0.1538461538	0.8461538462	0
2007	cii	23	20--29	13	0	13	0	0	1	0
2012	cindy03	33	30--39	12	0	12	0	0	1	0
2014	cirkusmusen	24	20--29	27	5	3	19	0.1851851852	0.1111111111	0.7037037037
2005	clara02	37	30--39	12	9	0	3	0.75	0	0.25
2006	clara02	38	30--39	10	9	0	1	0.9	0	0.1
2011	clembke	32	30--39	39	1	0	38	0.0256410256	0	0.9743589744
2012	clembke	33	30--39	21	1	0	20	0.0476190476	0	0.9523809524
2013	clembke	34	30--39	14	0	0	14	0	0	1
2010	Cloudy	41	40--49	10	0	10	0	0	1	0
2011	Cloudy	42	40--49	42	4	38	0	0.0952380952	0.9047619048	0
2012	CMM	29	20--29	23	1	22	0	0.0434782609	0.9565217391	0
2013	CMM	30	30--39	22	0	22	0	0	1	0
2011	cocos87	25	20--29	15	0	2	13	0	0.1333333333	0.8666666667
2012	cocos87	26	20--29	17	0	13	4	0	0.7647058824	0.2352941176
2011	colanappen	30	30--39	10	1	9	0	0.1	0.9	0
2010	Colisa	31	30--39	20	0	20	0	0	1	0
2011	Colisa	32	30--39	17	1	16	0	0.0588235294	0.9411764706	0
2012	Colisa	33	30--39	44	4	40	0	0.0909090909	0.9090909091	0
2013	Colisa	34	30--39	56	2	54	0	0.0357142857	0.9642857143	0
2012	CoolJen	34	30--39	11	1	10	0	0.0909090909	0.9090909091	0
2007	Corpset	27	20--29	10	0	10	0	0	1	0
2012	Coyote	44	40--49	119	0	118	1	0	0.9915966387	0.0084033613
2012	CrazyLady	20	20--29	25	9	16	0	0.36	0.64	0
2011	cruz	43	40--49	12	0	12	0	0	1	0
2006	CuteElliz	20	20--29	49	25	20	4	0.5102040816	0.4081632653	0.0816326531
2007	CuteElliz	21	20--29	36	24	6	6	0.6666666667	0.1666666667	0.1666666667
2010	CuteElliz	24	20--29	25	1	22	2	0.04	0.88	0.08
2013	Dagdrömmaren	26	20--29	18	2	15	1	0.1111111111	0.8333333333	0.0555555556
2010	Dalton	26	20--29	28	1	27	0	0.0357142857	0.9642857143	0
2011	Dalton	27	20--29	102	1	94	7	0.0098039216	0.9215686275	0.068627451
2011	de Robespierre	50	50--59	10	0	8	2	0	0.8	0.2
2018	Deacon	50	50--59	20	1	18	1	0.05	0.9	0.05
2019	Deacon	51	50--59	12	0	12	0	0	1	0
2018	Deceree1	54	50--59	21	1	2	18	0.0476190476	0.0952380952	0.8571428571
2009	Dejsi	49	40--49	10	1	7	2	0.1	0.7	0.2
2004	delifi2	31	30--39	40	1	1	38	0.025	0.025	0.95
2005	delifi2	32	30--39	22	0	0	22	0	0	1
2007	delifi2	34	30--39	24	3	17	4	0.125	0.7083333333	0.1666666667
2008	delifi2	35	30--39	18	1	5	12	0.0555555556	0.2777777778	0.6666666667
2009	delifi2	36	30--39	26	3	3	20	0.1153846154	0.1153846154	0.7692307692
2010	delifi2	37	30--39	30	1	0	29	0.0333333333	0	0.9666666667
2011	delifi2	38	30--39	11	1	0	10	0.0909090909	0	0.9090909091
2006	Demona	31	30--39	11	0	11	0	0	1	0
2010	Denise87	24	20--29	14	6	3	5	0.4285714286	0.2142857143	0.3571428571
2013	Denise87	27	20--29	17	1	16	0	0.0588235294	0.9411764706	0
2008	Denizkizi	23	20--29	10	0	0	10	0	0	1
2014	Desperado	46	40--49	10	0	10	0	0	1	0
2013	dessan59	55	50--59	10	0	0	10	0	0	1
2017	Det kommer bli bra	49	40--49	13	0	13	0	0	1	0
2017	Det tar tid	49	40--49	17	2	15	0	0.1176470588	0.8823529412	0
2012	DetGodaLivet	33	30--39	64	1	63	0	0.015625	0.984375	0
2009	Digestive	29	20--29	19	0	7	12	0	0.3684210526	0.6315789474
2010	Digestive	30	30--39	11	1	10	0	0.0909090909	0.9090909091	0
2011	Digestive	31	30--39	14	1	13	0	0.0714285714	0.9285714286	0
2013	Digestive	33	30--39	11	0	11	0	0	1	0
2015	Digestive	35	30--39	11	0	11	0	0	1	0
2016	Digestive	36	30--39	21	0	21	0	0	1	0
2017	Digestive	37	30--39	53	0	52	1	0	0.9811320755	0.0188679245
2018	Digestive	38	30--39	27	0	27	0	0	1	0
2009	Dilong	48	40--49	12	1	10	1	0.0833333333	0.8333333333	0.0833333333
2020	Disa35	37	30--39	51	6	45	0	0.1176470588	0.8823529412	0
2006	Diwa	34	30--39	46	3	41	2	0.0652173913	0.8913043478	0.0434782609
2007	Diwa	35	30--39	24	2	22	0	0.0833333333	0.9166666667	0
2009	Diwa	37	30--39	34	2	30	2	0.0588235294	0.8823529412	0.0588235294
2015	Dockan	47	40--49	16	3	12	1	0.1875	0.75	0.0625
2012	doggy	44	40--49	39	0	2	37	0	0.0512820513	0.9487179487
2011	Dohgon	25	20--29	73	5	62	6	0.0684931507	0.8493150685	0.0821917808
2012	Dohgon	26	20--29	126	7	114	5	0.0555555556	0.9047619048	0.0396825397
2013	Dohgon	27	20--29	73	1	70	2	0.0136986301	0.9589041096	0.0273972603
2014	Dohgon	28	20--29	22	0	21	1	0	0.9545454545	0.0454545455
2011	Dolphin Blue	28	20--29	31	0	31	0	0	1	0
2017	Domesticgoddess	43	40--49	26	3	23	0	0.1153846154	0.8846153846	0
2015	Donizetti	47	40--49	12	0	12	0	0	1	0
2007	Dorian Ertymexx	36	30--39	62	4	55	3	0.064516129	0.8870967742	0.0483870968
2008	Dorian Ertymexx	37	30--39	47	3	41	3	0.0638297872	0.8723404255	0.0638297872
2009	Dorian Ertymexx	38	30--39	170	8	154	8	0.0470588235	0.9058823529	0.0470588235
2010	Dorian Ertymexx	39	30--39	23	2	21	0	0.0869565217	0.9130434783	0
2011	Dorian Ertymexx	40	40--49	39	0	39	0	0	1	0
