username	datapoints_t	change	innov_start	innov_end	datapoints_i	datapoints_e
Mensaonemill	1	0	1	1	1	0
Talismannen	1	0	0	0	1	0
BiggusDickus74	1	0	0	0	1	0
Tjelsi	1	0	0	0	1	0
slyslapsalot	1	0	0	0	1	0
10mg	1	0	0	0	1	0
Adam.W	1	0	0	0	1	0
Eitzel	1	0	0	0	1	0
Lars H	1	0	0	0	1	0
Finnelit	1	0	0	0	1	0
invisus	1	0	0	0	1	0
PyR0	1	0	0	0	1	0
Herr.Herman	1	0	0	0	1	0
Liebe	1	0	0	0	1	0
ergot	1	0	0	0	1	0
-TMF-	1	0	0	0	1	0
haiguise	1	0	0	0	1	0
Nikroma	1	0	0	0	1	0
Cai	1	0	0.75	0.75	1	0
lammern	1	0	0	0	1	0
Mr.Vrnn	1	0	0	0	1	0
wajert	1	0	0	0	1	0
CO2	1	0	0	0	1	0
idefisk86	1	0	0	0	1	0
Ricardo.Klement	1	0	0	0	1	0
JonJones	1	0	0	0	1	0
Johnnyfuge	1	0	0	0	1	0
woofer	1	0	0	0	1	0
Bitter_jävel	1	0	0	0	1	0
getmecashmed	1	0	0	0	1	0
blubbblubbblubb	1	0	0	0	1	0
RetardedDonut	1	0	0	0	1	0
doggydoo	1	0	0	0	1	0
LadyG	1	0	0	0	1	0
fontanellmannen	1	0	0	0	1	0
Spelvin	1	0	0	0	1	0
SonyB	1	0	0	0	1	0
e-v-a-s	1	0	0	0	1	0
servicelucka	1	0	0	0	1	0
sfm	1	0	0	0	1	0
Daftdesign	1	0	0	0	1	0
egon02362	1	0	0	0	1	0
SMD FB	1	0	0	0	1	0
Tazqua	1	0	0	0	1	0
Zeddar	1	0	0	0	1	0
solidaritet_NOT	1	0	0	0	1	0
voffar	1	0	0	0	1	0
Stormorfar	1	0	0	0	1	0
Tobmeister	1	0	0	0	1	0
Loomi	1	0	0	0	1	0
Juciebox	1	0	0	0	1	0
Prechepka	1	0	0	0	1	0
krimm	1	0	0	0	1	0
sazcush	1	0	0	0	1	0
orik	1	0	0	0	1	0
owc	1	0	1	1	1	0
nakenhans	1	0	0	0	1	0
GalnaSmurfen	1	0	0	0	1	0
Rillä	1	0	0	0	1	0
JosefMarnell	1	0	0	0	1	0
Aerandhir	1	0	0	0	1	0
lizalolly	1	0	0	0	1	0
flashwriter	1	0	0	0	1	0
mtgglf	1	0	0	0	1	0
Welleh	1	0	0	0	1	0
BarbarernaAnfaller	1	0	0	0	1	0
tolvy	1	0	0	0	1	0
Gungdungkung	1	0	0	0	1	0
vinternoll-2	1	0	0	0	1	0
IK	1	0	0.5	0.5	1	0
Shoot4Zion	1	0	0	0	1	0
un_Hannes	1	0	0	0	1	0
MEOW.	1	0	0	0	1	0
Jazoid	1	0	0	0	1	0
Ratioscripta	1	0	0	0	1	0
Dissconectarn	1	0	0	0	1	0
puresoulswe	1	0	0	0	1	0
ninj4h	1	0	0	0	1	0
Sherikaan	1	0	0	0	1	0
buzo7	1	0	0	0	1	0
Shardi	1	0	0	0	1	0
Solidgrund	1	0	0	0	1	0
kompressorkanonen	1	0	0	0	1	0
MunchenCalling	1	0	0	0	1	0
lampett	1	0	0	0	1	0
Seifenwixxer	1	0	0	0	1	0
stekarne	1	0	0	0	1	0
Saab99Turbo	1	0	0	0	1	0
Ramses	1	0	0	0	1	0
kristallklar	1	0	1	1	1	0
TransEuropaExpress	1	0	0	0	1	0
ingenfara	1	0	0	0	1	0
Candide-Optimisten	1	0	0	0	1	0
resonerande	1	0	0	0	1	0
Lanky	1	0	0	0	1	0
DrGreenthumb	1	0	0	0	1	0
Camdrea	1	0	0	0	1	0
tallbacke	1	0	0.5	0.5	1	0
Kosstasken	1	0	0	0	1	0
Bombardir	1	0	0	0	1	0
VitaFårPåÄngen	1	0	0	0	1	0
nyborjare2	1	0	0	0	1	0
PolPotts	1	0	0	0	1	0
Zulfaqar	1	0	0	0	1	0
Tom Brady	1	0	0	0	1	0
Apanage	1	0	0	0	1	0
vonGyllenstjert	1	0	0	0	1	0
McNinja	1	0	0	0	1	0
ApocisM	1	0	0	0	1	0
Netlimiter.v1.30	1	0	0	0	1	0
RTVSA	1	0	0	0	1	0
Folkskygg	1	0	0	0	1	0
Nairebit	1	0	0	0	1	0
Echmech	1	0	0	0	1	0
slutagnäll	1	0	0	0	1	0
Iskaroth	1	0	0	0	1	0
SameButDifferent	1	0	0	0	1	0
Splendeur	1	0	0	0	1	0
Sociopatrik	1	0	0	0	1	0
Stahlhelm	1	0	0	0	1	0
GelB	1	0	0	0	1	0
Grout	1	0	0	0	1	0
AnsvarigUppviglare	1	0	0	0	1	0
DoktorBlutegel	1	0	0	0	1	0
fortnight	1	0	0	0	1	0
SocialMisfit	1	0	0	0	1	0
Slammertaskan	1	0	0	0	1	0
onaqui	1	0	0	0	1	0
bfilm	1	0	0	0	1	0
rzrph	1	0	0	0	1	0
stromen	1	0	0	0	1	0
urskogen89	1	0	0	0	1	0
pellesvansloos	1	0	0	0	1	0
Bajskaffe	1	0	0	0	1	0
leect2	1	0	0	0	1	0
Cataclysmik	1	0	0	0	1	0
themistokles	1	0	0	0	1	0
Sprengasteinn	1	0	0	0	1	0
bumbikungen	1	0	0	0	1	0
ShinyHighlander	1	0	0	0	1	0
mackiz79	1	0	0	0	1	0
zamioc	1	0	0	0	1	0
fraes	1	0	0	0	1	0
RexPluralis	1	0	0	0	1	0
Troppen	1	0	0	0	1	0
320per	1	0	0	0	1	0
AAALS	1	0	0	0	1	0
bartsimpson	1	0	0	0	1	0
arvidandersson	1	0	0	0	1	0
WaldemarKa	1	0	1	1	1	0
Glitch2007	1	0	0	0	1	0
ESS-Lund	1	0	0	0	1	0
surreal.this	1	0	0	0	1	0
liobov	1	0	0	0	1	0
sadim	1	0	0	0	1	0
Kriminaliserad	1	0	0	0	1	0
Olvard	1	0	0	0	1	0
_Monk_	1	0	0	0	1	0
tajdi	1	0	0	0	1	0
Phoque	1	0	0	0	1	0
DonDarko	1	0	0	0	1	0
joydrive	1	0	0	0	1	0
RebelYell	1	0	0	0	1	0
Rot5	1	0	0	0	1	0
looolsi	1	0	0	0	1	0
cls	1	0	0	0	1	0
Respirator	1	0	0	0	1	0
ftm89	1	0	1	1	1	0
Fleptut	1	0	0	0	1	0
SemperInAngaria	1	0	0	0	1	0
dimmig	1	0	0	0	1	0
Peter.Pwn	1	0	0	0	1	0
stenvall	1	0	0	0	1	0
Pocky-91	1	0	1	1	1	0
MagnusdeBerkia	1	0	0	0	1	0
Bellyy	1	0	1	1	1	0
VonBlartzkopf	1	0	0	0	1	0
QEX13	1	0	0	0	1	0
zebaot	1	0	0	0	1	0
Granit84	1	0	0	0	1	0
Rockefellah	1	0	0	0	1	0
SkalleP	1	0	0	0	1	0
DrCofexer	1	0	0	0	1	0
Thornado	1	0	0	0	1	0
PanzerLehr	1	0	0	0	1	0
Skribenten	1	0	0	0	1	0
xel0n	1	0	0	0	1	0
Dangerous_Mind	1	0	0	0	1	0
Linkzie	1	0	0	0	1	0
blueDepths	1	0	0	0	1	0
Arctic Man	1	0	0	0	1	0
Hagamannen	1	0	0	0	1	0
Miss Cellulite	1	0	0	0	1	0
Duracell Bunny	1	0	0	0	1	0
Don Croce	1	0	0	0	1	0
X2k5	1	0	0	0	1	0
Arkie	1	0	0	0	1	0
AirMail	1	0	0	0	1	0
No_Remorse	1	0	0	0	1	0
mats.nystrom	1	0	0	0	1	0
rödräv	1	0	0	0	1	0
Gersonides	1	0	0	0	1	0
Kapad	1	0	0	0	1	0
Giovanni	1	0	0	0	1	0
Anonym läsare	1	0	0	0	1	0
Kraxpelax	1	0	0	0	1	0
Fazel	1	0	0	0	1	0
Mr.Presley	1	0	0	0	1	0
Scimitar	1	0	0	0	1	0
pretige	1	0	0	0	1	0
inkvisitiv	1	0	0	0	1	0
KnäHunDeN	1	0	0	0	1	0
Lyckholm	1	0	0	0	1	0
Ptah	1	0	0	0	1	0
Packan	1	0	0	0	1	0
zoddri	1	0	0	0	1	0
Carl__	1	0	0	0	1	0
Gummikaninen	1	0	0	0	1	0
Vlasov	1	0	0	0	1	0
stray_dog	1	0	0	0	1	0
Patria	1	0	0	0	1	0
shisha	1	0	0	0	1	0
Calatrava	1	0	0	0	1	0
I Savant	1	0	0	0	1	0
Plutten_1	1	0	0	0	1	0
Legimitation	1	0	0	0	1	0
Smartbar Sweden	1	0	0	0	1	0
flippflopp	1	0	0	0	1	0
pronto	1	0	0	0	1	0
Dreamyn	1	0	0	0	1	0
½½½	1	0	0	0	1	0
nosen-	1	0	0	0	1	0
Mille Da Mouse (old)	1	0	0	0	1	0
lol (old)	1	0	0	0	1	0
	1	0	0	0	1	0
Aftonbladet (old)	1	0	0	0	1	0
skg	1	0	0	0	1	0
pumahunter	1	0	0	0	1	0
yendor	1	0	0	0	1	0
yallayalla	1	0	0	0	1	0
cold	1	0	0	0	1	0
Arvid Riddare	1	0	0	0	1	0
284366	1	0	0	0	1	0
KBM	1	0	0	0	1	0
regnbåge	1	0	0	0	1	0
Seehund	1	0	0	0	1	0
Beslutsångest	1	0	0	0	1	0
pludo	1	0	0	0	1	0
dark_ninja	1	0	0	0	1	0
droopy	1	0	0	0	1	0
Jonte	1	0	0	0	1	0
DecentDick	1	0	0	0	1	0
STRATOFORTRESS	1	0	0	0	1	0
makaveli143	1	0	0	0	1	0
Spermabad	1	0	0	0	1	0
Mr blueeye	1	0	0	0	1	0
Nafets	1	0	0	0	1	0
badrumbadrum	1	0	1	1	1	0
toby79	1	0	0	0	1	0
piffare	1	0	1	1	1	0
GrungyDude	1	0	1	1	1	0
MartinBengtsson100	1	0	1	1	1	0
FlennyCadrix	1	0	1	1	1	0
MysBalle	1	0	0	0	1	0
werke	1	0	0	0	1	0
jamenduja	1	0	0	0	1	0
KingFlow	1	0	0	0	1	0
lyrica32	1	0	0	0	1	0
xGurkmeja	1	0	1	1	1	0
Skinksallad	1	0	1	1	1	0
27Slak	1	0	1	1	1	0
Obscurite	1	0	0	0	1	0
jasminljus	1	0	1	1	1	0
FriaTider	1	0	0	0	1	0
anonym747	1	0	0	0	1	0
iJWMN	1	0	0	0	1	0
Righted	1	0	0	0	1	0
Tigertanken	1	0	0	0	1	0
Kimrien	1	0	0	0	1	0
faeriequeene	1	0	0	0	1	0
cuberpunkDoom	1	0	0	0	1	0
PappaCool	1	0	1	1	1	0
TrutherOfTruths	1	0	0	0	1	0
Zoraste	1	0	0	0	1	0
dundermusen666	1	0	1	1	1	0
Viifemmman	1	0	0	0	1	0
Ett-Noll	1	0	1	1	1	0
aronman	1	0	1	1	1	0
JoeL431	1	0	1	1	1	0
AmeliaErhart	1	0	1	1	1	0
MAEVERABOFF	1	0	0	0	1	0
reuvsecks	1	0	0	0	1	0
Sandyman	1	0	0	0	1	0
peterknuda	1	0	1	1	1	0
Painting	1	0	1	1	1	0
Abalam	1	0	1	1	1	0
LIb3rt4s	1	0	1	1	1	0
Jaktlabrador	1	0	1	1	1	0
den-kylige	1	0	0	0	1	0
Sunghir	1	0	1	1	1	0
Vasarely	1	0	0	0	1	0
Flashborn	1	0	1	1	1	0
Riddaren-Trotskij	1	0	1	1	1	0
NilsMotpol	1	0	0	0	1	0
SirAkilles	1	0	1	1	1	0
Modammer89	1	0	1	1	1	0
yubed	1	0	1	1	1	0
OppetSinne	1	0	1	1	1	0
Coraxz	1	0	1	1	1	0
godanli	1	0	1	1	1	0
virrpotta	1	0	1	1	1	0
Gumpy	1	0	0	0	1	0
Hallonfil	1	0	0	0	1	0
marleedd	1	0	1	1	1	0
sirilarsen	1	0	1	1	1	0
SmetFet	1	0	1	1	1	0
ProWhite	1	0	1	1	1	0
Nomis2000	1	0	1	1	1	0
Gorillaprinsen	1	0	1	1	1	0
Icket	1	0	0	0	1	0
Peaceaholic	1	0	0	0	1	0
theytookmyjub	1	0	1	1	1	0
Hajafinten	1	0	1	1	1	0
DosSantos	1	0	0	0	1	0
klirr1000	1	0	1	1	1	0
Lemuria	1	0	1	1	1	0
PrincessLuna	1	0	1	1	1	0
Justitia-	1	0	0	0	1	0
kantigboll	1	0	1	1	1	0
Renovatio	1	0	0	0	1	0
Livetsteater	1	0	1	1	1	0
Jamaicaman	1	0	0	0	1	0
PippaLongstrump	1	0	1	1	1	0
MartinBrice	1	0	0	0	1	0
Raljera	1	0	0	0	1	0
Kontravibrationer	1	0	0	0	1	0
JackSaloon	1	0	0	0	1	0
Aulus	1	0	0	0	1	0
DAL1	1	0	1	1	1	0
RRynk	1	0	0	0	1	0
skelögd	1	0	1	1	1	0
dammen	1	0	1	1	1	0
Herem	1	0	1	1	1	0
Pellejonson	1	0	1	1	1	0
DienBienPhu	1	0	0	0	1	0
Kovic	1	0	1	1	1	0
Velicander	1	0	0	0	1	0
KennethKaunda	1	0	1	1	1	0
Gwas	1	0	0.5	0.5	1	0
Phaser	1	0	0	0	1	0
Das-Ding-an-sich	1	0	0	0	1	0
Superpoliceman	1	0	0	0	1	0
ZIPPOZIPPO	1	0	0	0	1	0
nils63	1	0	1	1	1	0
O-Lycklig	1	0	1	1	1	0
ulandsskanningen	1	0	0	0	1	0
slidsekret88	1	0	1	1	1	0
Rubberstamp	1	0	0	0	1	0
Agriagrappo	1	0	1	1	1	0
douchetard	1	0	1	1	1	0
DrKimble	1	0	1	1	1	0
anyoneatall	1	0	1	1	1	0
InDrogoVeritas	1	0	1	1	1	0
interasistmen	1	0	0	0	1	0
raffaherro	1	0	1	1	1	0
bubbleboy76	1	0	1	1	1	0
Aleksandrah22	1	0	1	1	1	0
Politiskt.Korrekt	1	0	0	0	1	0
Questforanswer	1	0	0	0	1	0
Halvfinsk	1	0	0	0	1	0
Rabiesmollusk	1	0	1	1	1	0
Feman	1	0	1	1	1	0
BisexualStoner	1	0	0	0	1	0
travellern	1	0	1	1	1	0
Zaaph	1	0	1	1	1	0
LondonGrad	1	0	1	1	1	0
Trondur	1	0	1	1	1	0
lyckoslanten	1	0	0	0	1	0
Golge.Jacobsson	1	0	1	1	1	0
Ron.Frangu	1	0	1	1	1	0
vegetablepsych	1	0	0	0	1	0
SplitVison	1	0	0	0	1	0
Jezzicaa	1	0	1	1	1	0
Sponsorn	1	0	1	1	1	0
Runept	1	0	1	1	1	0
FucKing	1	0	1	1	1	0
DesktopZquares	1	0	1	1	1	0
il-gol-fantasma	1	0	0	0	1	0
Tuxedo	1	0	1	1	1	0
Markvii	1	0	0	0	1	0
arnebanka	1	0	0	0	1	0
Mnet123	1	0	0	0	1	0
snickers	1	0	1	1	1	0
Kanadagasen	1	0	1	1	1	0
Intenuddamark	1	0	0	0	1	0
McXb	1	0	0	0	1	0
purrsorfarn	1	0	1	1	1	0
magoigin	1	0	0	0	1	0
jungleboy2	1	0	0	0	1	0
SwingBI	1	0	0	0	1	0
kpc	1	0	0	0	1	0
Marsken	1	0	1	1	1	0
jgss77	1	0	0	0	1	0
zorceus	1	0	0	0	1	0
Farbror Adolf	1	0	1	1	1	0
RarityUberAlles	1	0	0	0	1	0
Slogt	1	0	0	0	1	0
Tippu	1	0	0	0	1	0
JacquesCartier	1	0	1	1	1	0
Maldoror	1	0	1	1	1	0
dutch	1	0	1	1	1	0
Raventear	1	0	0	0	1	0
Morgonribba	1	0	0	0	1	0
livingloud	1	0	1	1	1	0
Narvo	1	0	0	0	1	0
Androas	1	0	1	1	1	0
Cepeslan	1	0	0	0	1	0
TheHarlot	1	0	0	0	1	0
Porris	1	0	0	0	1	0
disclose	1	0	0	0	1	0
jesperC	1	0	0	0	1	0
Schackpjäsen	1	0	0	0	1	0
-bison-	1	0	0	0	1	0
770	1	0	0	0	1	0
Thylacinus cyno	1	0	0	0	1	0
ant	1	0	0	0	1	0
phooooo	1	0	0	0	1	0
Tigerlilja	1	0	0	0	1	0
Un Perro	1	0	0	0	1	0
Herze	1	0	0	0	1	0
morgondag	1	0	0	0	1	0
McDuck	1	0	0	0	1	0
He-Man	1	0	0	0	1	0
grifter	1	0	0	0	1	0
Fläskbak(kille)	1	0	0	0	1	0
Leeon	1	0	0	0	1	0
Hawk_eye	1	0	0	0	1	0
geno	1	0	0	0	1	0
Jalk	1	0	0	0	1	0
norad	1	0	0	0	1	0
FöREDETTiNG	1	0	0	0	1	0
frinken	1	0	1	1	1	0
katoi	1	0	0	0	1	0
StevenStCroix	1	0	0	0	1	0
bowshock	1	0	0	0	1	0
melech	1	0	0.5	0.5	1	0
nationalizten88	1	0	0	0	1	0
BalkanDarling	1	0	0	0	1	0
Knife-wrench	1	0	0	0	1	0
revamp	1	0	0	0	1	0
pervox	1	0	0	0	1	0
goosebumps	1	0	1	1	1	0
Mr.Sander	1	0	0	0	1	0
qetuR	1	0	0	0	1	0
Legalizelutfisk	1	0	0	0	1	0
shadowhaxxor	1	0	0	0	1	0
MannyCalavera	1	0	0	0	1	0
LOL!!	1	0	0	0	1	0
Jamilton	1	0	0	0	1	0
nicken89	1	0	0	0	1	0
Thats-it	1	0	0	0	1	0
SnaggGerRagg	1	0	0	0	1	0
Rhyax	1	0	0	0	1	0
Barfuss	1	0	0	0	1	0
ultimatkontakt	1	0	0	0	1	0
Lekhyttan	1	0	1	1	1	0
Slapstick	1	0	0	0	1	0
mirror-saw	1	0	0	0	1	0
Enlightened	1	0	0	0	1	0
kjellout	1	0	0	0	1	0
Jooplin	1	0	0	0	1	0
Morebeer	1	0	1	1	1	0
60-talist	1	0	0	0	1	0
Chilifoefan	1	0	0	0	1	0
komnata622	1	0	0	0	1	0
kalamankala	1	0	1	1	1	0
Antifog	1	0	0.5	0.5	1	0
WeraHB	1	0	0	0	1	0
aventura	1	0	0	0	1	0
Tjej-86	1	0	0	0	1	0
Zirek	1	0	0	0	1	0
DinPappaLiknarMig	1	0	0	0	1	0
Fatslob	1	0	0	0	1	0
arjon	1	0	1	1	1	0
pyttefnax	1	0	0	0	1	0
freeedrik	1	0	0	0	1	0
Demosthenes	1	0	1	1	1	0
Goldmann	1	0	0.5	0.5	1	0
Mythbusted	1	0	0	0	1	0
KnewN	1	0	0	0	1	0
Schnel	1	0	0	0	1	0
StoneJones	1	0	0	0	1	0
country.chicken.bu...	1	0	1	1	1	0
Devochka	1	0	0	0	1	0
1234512345	1	0	0	0	1	0
ninnit	1	0	0	0	1	0
JockeGbg	1	0	0	0	1	0
Glennhenry	1	0	0	0	1	0
Azael	1	0	0	0	1	0
DonVonFjant	1	0	1	1	1	0
Sighajl	1	0	0	0	1	0
lithionit	1	0	0	0	1	0
birkenstock	1	0	0	0	1	0
Psyxius	1	0	0	0	1	0
zuzuzmith	1	0	0	0	1	0
brum brum	1	0	0	0	1	0
Leskinen	1	0	0	0	1	0
metamorf242gnu	1	0	0.6666666667	0.6666666667	1	0
katapultnicklas	1	0	1	1	1	0
ITmediaDesignKonst	1	0	0	0	1	0
Mr-potatohead	1	0	0	0	1	0
Rasputitsa	1	0	1	1	1	0
Azraela	1	0	0	0	1	0
DustyZiggy	1	0	0	0	1	0
ArnVaj	1	0	1	1	1	0
LeBonMot	1	0	0	0	1	0
Jarlaplan	1	0	1	1	1	0
TimmyG	1	0	0	0	1	0
numberonenevertwo	1	0	0	0	1	0
J.V.S-red	1	0	0	0	1	0
RaspberryRules	1	0	0	0	1	0
vassapennan	1	0	0	0	1	0
ElMacoGrande	1	0	0	0	1	0
Sebar	1	0	0	0	1	0
Severstal	1	0	0	0	1	0
lemonide	1	0	0	0	1	0
DivisionUltra	1	0	1	1	1	0
Inavelsadel	1	0	0	0	1	0
Linola	1	0	0	0	1	0
Anonymxxx	1	0	0	0	1	0
Pappsengubben	1	0	1	1	1	0
kafkeskadroger	1	0	0	0	1	0
Tokyo-Montana	1	0	0	0	1	0
roblolwut	1	0	0	0	1	0
Swedo	1	0	0	0	1	0
Bearspear	1	0	0	0	1	0
Application	1	0	0	0	1	0
FlyingWelshman	1	0	0.5	0.5	1	0
brickbot	1	0	0	0	1	0
MbmA	1	0	0	0	1	0
Nomini	1	0	0	0	1	0
mikx	1	0	0	0	1	0
Hyazint	1	0	0	0	1	0
Don Fadäso	1	0	0	0	1	0
EricAnderson	1	0	0	0	1	0
fittkompis	1	0	0	0	1	0
Untouched	1	0	0	0	1	0
JohnRim	1	0	1	1	1	0
gustavhagstrand	1	0	0	0	1	0
Brendt	1	0	0	0	1	0
FreeYourSoul	1	0	0	0	1	0
Brigatore..Gigante	1	0	0	0	1	0
ibsen	1	0	0	0	1	0
Epicurus	1	0	0	0	1	0
Mustela	1	0	0	0	1	0
NewtonRaphson	1	0	0	0	1	0
Realiserad	1	0	0	0	1	0
Svinhugg85	1	0	0	0	1	0
Mindmender	1	0	0	0	1	0
qofe	1	0	0	0	1	0
jamtlandoffroad	1	0	0	0	1	0
tetrix	1	0	0	0	1	0
Matkal	1	0	0	0	1	0
Sibirien	1	0	0	0	1	0
Alvaro	1	0	0	0	1	0
Skrffi	1	0	0	0	1	0
Jubb	1	0	0	0	1	0
Cellar	1	0	0	0	1	0
Disasterbator	1	0	0	0	1	0
Scorr	1	0	1	1	1	0
happystick	1	0	1	1	1	0
SailorBaltic1	1	0	0	0	1	0
Secretaccount123	1	0	0	0	1	0
fallingdown	1	0	0	0	1	0
villepilles	1	0	0	0	1	0
ProfetenMuhammed	1	0	0	0	1	0
Tenbule	1	0	0	0	1	0
Shoffen	1	0	0	0	1	0
Arnold-	1	0	0	0	1	0
conzum	1	0	0	0	1	0
nollie3flip	1	0	0	0	1	0
Buttra Molnet	1	0	0	0	1	0
rafaelo	1	0	0	0	1	0
Salford	1	0	0	0	1	0
jizzed.in.my.pants	1	0	0	0	1	0
KulturklubbX	1	0	0.5	0.5	1	0
Kokonoe	1	0	1	1	1	0
2006	1	0	0	0	1	0
Blurgaren	1	0	1	1	1	0
Tillinghast	1	0	1	1	1	0
Halfbacks	1	0	0	0	1	0
Evidens	1	0	0	0	1	0
Publicistklubben	1	0	0	0	1	0
Shaft357	1	0	0	0	1	0
hweyl	1	0	0	0	1	0
Cliffak	1	0	0	0	1	0
HFS	1	0	0	0	1	0
NisseTuta	1	0	0	0	1	0
kortkalsong93	1	0	0	0	1	0
TomEMT	1	0	0	0	1	0
Cul.De.Sac	1	0	1	1	1	0
Smartaz	1	0	0	0	1	0
oddity	1	0	0	0	1	0
notthatitmatters	1	0	1	1	1	0
Bluebite	1	0	0	0	1	0
SummerWine	1	0	0	0	1	0
studie	1	0	0	0	1	0
KungKungen	1	0	0	0	1	0
Marmacita	1	0	0	0	1	0
manhof	1	0	0	0	1	0
ChokingHazard	1	0	0	0	1	0
whitewomanz	1	0	0	0	1	0
cc22	1	0	0	0	1	0
Rasafras	1	0	0	0	1	0
Chirano	1	0	1	1	1	0
Bumbaklaat	1	0	0	0	1	0
tvatillarton	1	0	0	0	1	0
dobedo	1	0	0	0	1	0
bamsehopp	1	0	0	0	1	0
expander	1	0	1	1	1	0
mastermind-90	1	0	1	1	1	0
Platman	1	0	1	1	1	0
Gaypride	1	0	1	1	1	0
danzo	1	0	1	1	1	0
ArnautDaniel	1	0	0	0	1	0
anpejada	1	0	1	1	1	0
UntrackedNotize	1	0	1	1	1	0
usr	1	0	1	1	1	0
BruceHingsteen	1	0	1	1	1	0
bittertokfitta	1	0	1	1	1	0
Demma	1	0	1	1	1	0
tapdagmap	1	0	1	1	1	0
Dazzleg	1	0	1	1	1	0
bockyboat	1	0	1	1	1	0
UncleZombie	1	0	0	0	1	0
i.trollskogen	1	0	1	1	1	0
InternetExplorer	1	0	1	1	1	0
W-Zink	1	0	1	1	1	0
S.Smythe	1	0	1	1	1	0
Tasklort	1	0	1	1	1	0
Skrivhund	1	0	1	1	1	0
Maraudeur	1	0	1	1	1	0
Desplat	1	0	1	1	1	0
Nattstad88	1	0	1	1	1	0
Gregor.Silberstein	1	0	1	1	1	0
9797	1	0	1	1	1	0
When6Loves9	1	0	1	1	1	0
Valrossa	1	0	1	1	1	0
haringetliv	1	0	1	1	1	0
Desertwalker	1	0	1	1	1	0
Flocke	1	0	1	1	1	0
zezzyy	1	0	1	1	1	0
Admiral Krag	1	0	1	1	1	0
y-man	1	0	1	1	1	0
Cpt.Obvious	1	0	1	1	1	0
Wrykyn	1	0	1	1	1	0
sture999	1	0	1	1	1	0
RobertHaschberg	1	0	1	1	1	0
KebabAfro	1	0	1	1	1	0
Sparsam	1	0	1	1	1	0
rendevouz	1	0	1	1	1	0
Avril	1	0	1	1	1	0
Valyrien	1	0	1	1	1	0
colonel_kurtz	1	0	1	1	1	0
KukRocco	1	0	1	1	1	0
Mahre	1	0	1	1	1	0
O19	1	0	1	1	1	0
Almandragoran	1	0	1	1	1	0
skriklimpan	1	0	1	1	1	0
Snuskklubban	1	0	1	1	1	0
skrattaihjalmig	1	0	1	1	1	0
Tygkatten	1	0	1	1	1	0
Agurka	1	0	1	1	1	0
otwaragg	1	0	1	1	1	0
qestvictor	1	0	1	1	1	0
Broonzy	1	0	1	1	1	0
encefalon	1	0	1	1	1	0
smabb	1	0	1	1	1	0
xothehost	1	0	1	1	1	0
Brain Formula	1	0	1	1	1	0
AntiHBTQMovement	1	0	1	1	1	0
Ngyuen	1	0	0	0	1	0
j.nasaret	1	0	1	1	1	0
Noiseprojekt	1	0	1	1	1	0
Ballesteros	1	0	1	1	1	0
3Vig	1	0	0.8888888889	0.8888888889	1	0
Ju-on	1	0	1	1	1	0
voodochild666	1	0	1	1	1	0
Hyddan92	1	0	1	1	1	0
Frank.Lucas.Heroin	1	0	1	1	1	0
isch	1	0	1	1	1	0
G.Larsson	1	0	1	1	1	0
Badfinger	1	0	1	1	1	0
Nymphia	1	0	0.5	0.5	1	0
alexmedx	1	0	1	1	1	0
TheWindCriesMary	1	0	1	1	1	0
Impossible.M	1	0	1	1	1	0
ZygoteBomber	1	0	1	1	1	0
-Orpheus-	1	0	1	1	1	0
WashingtonPost	1	0	1	1	1	0
westfreedom	1	0	1	1	1	0
Zqtxkw	1	0	1	1	1	0
fknawesome9	1	0	1	1	1	0
Fleppmungot	1	0	1	1	1	0
Screenarn	1	0	1	1	1	0
ivanivan12	1	0	1	1	1	0
Peter-Kjellb0rn	1	0	1	1	1	0
Transportern	1	0	1	1	1	0
Rickuz	1	0	1	1	1	0
KingWeatherhat	1	0	1	1	1	0
Eurynomos	1	0	1	1	1	0
Tiranusis	1	0	1	1	1	0
flensneger	1	0	1	1	1	0
SeanMalstrom	1	0	1	1	1	0
Lyfang	1	0	1	1	1	0
nissenissesson	1	0	0	0	1	0
Danneskjöld	1	0	1	1	1	0
avkyld	1	0	1	1	1	0
Pennalisten	1	0	1	1	1	0
bajsvatten	1	0	1	1	1	0
tops4	1	0	1	1	1	0
feohtyr	1	0	0	0	1	0
Belfour	1	0	1	1	1	0
sperrmannen	1	0	0.5	0.5	1	0
Vladi-P	1	0	1	1	1	0
knappen	1	0	1	1	1	0
PCuri	1	0	1	1	1	0
John_Galt	1	0	1	1	1	0
Kuckelijuckmuck	1	0	1	1	1	0
411	1	0	1	1	1	0
H0D	1	0	1	1	1	0
SD2014tjalala	1	0	1	1	1	0
Pirxz	1	0	1	1	1	0
fbtest11	1	0	1	1	1	0
Calle40	1	0	1	1	1	0
memmo47	1	0	1	1	1	0
hobbyanarkist	1	0	1	1	1	0
Yeshayahu	1	0	1	1	1	0
TSK1453	1	0	1	1	1	0
Serhat1	1	0	1	1	1	0
AdrianCosic	1	0	1	1	1	0
jordgubbsvin	1	0	1	1	1	0
hemligt.konto	1	0	1	1	1	0
Direktlogik	1	0	1	1	1	0
Mr.Barlow	1	0	1	1	1	0
Kalels38	1	0	1	1	1	0
plasttallrik	1	0	1	1	1	0
Wob	1	0	1	1	1	0
SpoonyOne	1	0	1	1	1	0
INSOMN	1	0	1	1	1	0
Bagarns	1	0	1	1	1	0
Censurfilter	1	0	1	1	1	0
