variable	community	freq	trend	sclass	cohort	value	test1	test2	test3	test4	value2	speaker	indvalue
fortsätta	0.6094744785333334	4443.0	up	aspectual	3	0.6755099760633816	0	0	1	0	0.26247596100150283	Gladabarnensmamma	0.3157894736842105
fortsätta	0.6094744785333334	4443.0	up	aspectual	3	0.6755099760633816	0	0	1	0	0.26247596100150283	Daimis	0.6666666666666666
fortsätta	0.6094744785333334	4443.0	up	aspectual	3	0.6755099760633816	0	0	1	0	0.26247596100150283	Chaktio	0.5
fortsätta	0.6094744785333334	4443.0	up	aspectual	3	0.6755099760633816	0	0	1	0	0.26247596100150283	Zezana	1.0
fortsätta	0.6094744785333334	4443.0	up	aspectual	3	0.6755099760633816	0	0	1	0	0.26247596100150283	Alisa	1.0
fortsätta	0.6094744785333334	4443.0	up	aspectual	3	0.6755099760633816	0	0	1	0	0.26247596100150283	Beckah82	0.37142857142857144
fortsätta	0.6094744785333334	4443.0	up	aspectual	3	0.6755099760633816	0	0	1	0	0.26247596100150283	Snoffsan	1.0
fortsätta	0.6094744785333334	4443.0	up	aspectual	3	0.6755099760633816	0	0	1	0	0.26247596100150283	Akilla	1.0
fortsätta	0.6094744785333334	4443.0	up	aspectual	3	0.6755099760633816	0	0	1	0	0.26247596100150283	Mikah	1.0
fortsätta	0.6094744785333334	4443.0	up	aspectual	3	0.6755099760633816	0	0	1	0	0.26247596100150283	FreeForAll	0.3333333333333333
fortsätta	0.6094744785333334	4443.0	up	aspectual	3	0.6755099760633816	0	0	1	0	0.26247596100150283	yodi	0.4
fortsätta	0.6094744785333334	4443.0	up	aspectual	3	0.6755099760633816	0	0	1	0	0.26247596100150283	Mania x2	1.0
fortsätta	0.6094744785333334	4443.0	up	aspectual	3	0.6755099760633816	0	0	1	0	0.26247596100150283	sara1981	1.0
fortsätta	0.6094744785333334	4443.0	up	aspectual	3	0.6755099760633816	0	0	1	0	0.26247596100150283	morotsland	0.2857142857142857
fortsätta	0.6094744785333334	4443.0	up	aspectual	3	0.6755099760633816	0	0	1	0	0.26247596100150283	WhiteAngels	1.0
fortsätta	0.6094744785333334	4443.0	up	aspectual	3	0.6755099760633816	0	0	1	0	0.26247596100150283	Mama Me	0.0
fortsätta	0.6094744785333334	4443.0	up	aspectual	3	0.6755099760633816	0	0	1	0	0.26247596100150283	bambigirl	1.0
fortsätta	0.6094744785333334	4443.0	up	aspectual	3	0.6755099760633816	0	0	1	0	0.26247596100150283	modestyclara	0.46153846153846156
fortsätta	0.6094744785333334	4443.0	up	aspectual	3	0.6755099760633816	0	0	1	0	0.26247596100150283	Bullan1978	0.7142857142857143
fortsätta	0.6094744785333334	4443.0	up	aspectual	3	0.6755099760633816	0	0	1	0	0.26247596100150283	elinville	1.0
fortsätta	0.6094744785333334	4443.0	up	aspectual	3	0.6755099760633816	0	0	1	0	0.26247596100150283	Acelise	1.0
fortsätta	0.6094744785333334	4443.0	up	aspectual	3	0.6755099760633816	0	0	1	0	0.26247596100150283	Snooze	0.75
fortsätta	0.6094744785333334	4443.0	up	aspectual	3	0.6755099760633816	0	0	1	0	0.26247596100150283	Tokfia 7	1.0
fortsätta	0.6094744785333334	4443.0	up	aspectual	3	0.6755099760633816	0	0	1	0	0.26247596100150283	AW76	0.6666666666666666
fortsätta	0.6094744785333334	4443.0	up	aspectual	3	0.6755099760633816	0	0	1	0	0.26247596100150283	mariaheterjag	0.15384615384615385
fortsätta	0.6094744785333334	4443.0	up	aspectual	3	0.6755099760633816	0	0	1	0	0.26247596100150283	Mary Wollstonecraft	1.0
fortsätta	0.6094744785333334	4443.0	up	aspectual	3	0.6755099760633816	0	0	1	0	0.26247596100150283	IsaCMoJs	0.5
fortsätta	0.6094744785333334	4443.0	up	aspectual	3	0.6755099760633816	0	0	1	0	0.26247596100150283	Flisan79	0.5714285714285714
fortsätta	0.6094744785333334	4443.0	up	aspectual	3	0.6755099760633816	0	0	1	0	0.26247596100150283	StaffenAssar	0.5
fortsätta	0.6094744785333334	4443.0	up	aspectual	3	0.6755099760633816	0	0	1	0	0.26247596100150283	MrsCharlotte	0.7
fortsätta	0.6094744785333334	4443.0	up	aspectual	3	0.6755099760633816	0	0	1	0	0.26247596100150283	Stella 78	0.8947368421052632
fortsätta	0.6094744785333334	4443.0	up	aspectual	3	0.6755099760633816	0	0	1	0	0.26247596100150283	skorpiona	0.8888888888888888
fortsätta	0.6094744785333334	4443.0	up	aspectual	3	0.6755099760633816	0	0	1	0	0.26247596100150283	Jamieolivia	1.0
fortsätta	0.6094744785333334	4443.0	up	aspectual	3	0.6755099760633816	0	0	1	0	0.26247596100150283	Lilla JJ	0.0
fortsätta	0.6094744785333334	4443.0	up	aspectual	3	0.6755099760633816	0	0	1	0	0.26247596100150283	Scilia	0.6
fortsätta	0.6094744785333334	4443.0	up	aspectual	3	0.6755099760633816	0	0	1	0	0.26247596100150283	Lilla Morran	0.8888888888888888
fortsätta	0.6094744785333334	4443.0	up	aspectual	3	0.6755099760633816	0	0	1	0	0.26247596100150283	miljarden	1.0
fortsätta	0.6094744785333334	4443.0	up	aspectual	3	0.6755099760633816	0	0	1	0	0.26247596100150283	Kyssen	1.0
fortsätta	0.6094744785333334	4443.0	up	aspectual	3	0.6755099760633816	0	0	1	0	0.26247596100150283	ceropegia	0.3333333333333333
fortsätta	0.6094744785333334	4443.0	up	aspectual	3	0.6755099760633816	0	0	1	0	0.26247596100150283	BrödernaBus	0.9444444444444444
fortsätta	0.6094744785333334	4443.0	up	aspectual	3	0.6755099760633816	0	0	1	0	0.26247596100150283	PurJo	0.0
fortsätta	0.6094744785333334	4443.0	up	aspectual	3	0.6755099760633816	0	0	1	0	0.26247596100150283	Tigra79	0.42857142857142855
fortsätta	0.6094744785333334	4443.0	up	aspectual	3	0.6755099760633816	0	0	1	0	0.26247596100150283	Skruttis1979	0.6666666666666666
fortsätta	0.6094744785333334	4443.0	up	aspectual	3	0.6755099760633816	0	0	1	0	0.26247596100150283	zoi	1.0
fortsätta	0.6094744785333334	4443.0	up	aspectual	3	0.6755099760633816	0	0	1	0	0.26247596100150283	Fraggelgirl	0.6666666666666666
fortsätta	0.6094744785333334	4443.0	up	aspectual	3	0.6755099760633816	0	0	1	0	0.26247596100150283	högbergarna	0.875
fortsätta	0.6094744785333334	4443.0	up	aspectual	4	0.5827857365306758	0	0	0	1	0.35696667601058757	LaFontaine	0.8571428571428571
fortsätta	0.6094744785333334	4443.0	up	aspectual	4	0.5827857365306758	0	0	0	1	0.35696667601058757	swiitii	0.14285714285714285
fortsätta	0.6094744785333334	4443.0	up	aspectual	4	0.5827857365306758	0	0	0	1	0.35696667601058757	Lavish	0.0
fortsätta	0.6094744785333334	4443.0	up	aspectual	4	0.5827857365306758	0	0	0	1	0.35696667601058757	hundpuss	0.7
fortsätta	0.6094744785333334	4443.0	up	aspectual	4	0.5827857365306758	0	0	0	1	0.35696667601058757	janniahlholm	1.0
fortsätta	0.6094744785333334	4443.0	up	aspectual	4	0.5827857365306758	0	0	0	1	0.35696667601058757	felicityporter	1.0
fortsätta	0.6094744785333334	4443.0	up	aspectual	4	0.5827857365306758	0	0	0	1	0.35696667601058757	Mopsan	0.3076923076923077
fortsätta	0.6094744785333334	4443.0	up	aspectual	4	0.5827857365306758	0	0	0	1	0.35696667601058757	pluvdo	0.9090909090909091
fortsätta	0.6094744785333334	4443.0	up	aspectual	4	0.5827857365306758	0	0	0	1	0.35696667601058757	Ablan	0.09090909090909091
fortsätta	0.6094744785333334	4443.0	up	aspectual	4	0.5827857365306758	0	0	0	1	0.35696667601058757	castillo	0.5
fortsätta	0.6094744785333334	4443.0	up	aspectual	4	0.5827857365306758	0	0	0	1	0.35696667601058757	Llimen	0.0
fortsätta	0.6094744785333334	4443.0	up	aspectual	4	0.5827857365306758	0	0	0	1	0.35696667601058757	så mycket bättre	1.0
fortsätta	0.6094744785333334	4443.0	up	aspectual	4	0.5827857365306758	0	0	0	1	0.35696667601058757	emme 86	0.0
fortsätta	0.6094744785333334	4443.0	up	aspectual	4	0.5827857365306758	0	0	0	1	0.35696667601058757	CuteElliz	1.0
fortsätta	0.6094744785333334	4443.0	up	aspectual	4	0.5827857365306758	0	0	0	1	0.35696667601058757	mandelblomma	1.0
fortsätta	0.6094744785333334	4443.0	up	aspectual	4	0.5827857365306758	0	0	0	1	0.35696667601058757	Rastafairy	1.0
fortsätta	0.6094744785333334	4443.0	up	aspectual	4	0.5827857365306758	0	0	0	1	0.35696667601058757	AAEV	0.6666666666666666
fortsätta	0.6094744785333334	4443.0	up	aspectual	4	0.5827857365306758	0	0	0	1	0.35696667601058757	fruganL	1.0
fortsätta	0.6094744785333334	4443.0	up	aspectual	4	0.5827857365306758	0	0	0	1	0.35696667601058757	Fossa	0.5
fortsätta	0.6094744785333334	4443.0	up	aspectual	4	0.5827857365306758	0	0	0	1	0.35696667601058757	s89	0.0
fortsätta	0.6094744785333334	4443.0	up	aspectual	4	0.5827857365306758	0	0	0	1	0.35696667601058757	Dohgon	1.0
fortsätta	0.6094744785333334	4443.0	up	aspectual	4	0.5827857365306758	0	0	0	1	0.35696667601058757	saltflingan	0.5614035087719298
fortsätta	0.6094744785333334	4443.0	up	aspectual	4	0.5827857365306758	0	0	0	1	0.35696667601058757	BeccaStina	0.6666666666666666
fortsätta	0.6094744785333334	4443.0	up	aspectual	4	0.5827857365306758	0	0	0	1	0.35696667601058757	mirrebusan	0.25
fortsätta	0.6094744785333334	4443.0	up	aspectual	4	0.5827857365306758	0	0	0	1	0.35696667601058757	Uliise	0.0
fortsätta	0.6094744785333334	4443.0	up	aspectual	4	0.5827857365306758	0	0	0	1	0.35696667601058757	multivitaminjuice	1.0
försöka	0.9511025877666667	30164.0	up	initiative	1	0.914615920270331	1	0	0	0	0.09133003640561085	hymafr	0.9512195121951219
försöka	0.9511025877666667	30164.0	up	initiative	1	0.914615920270331	1	0	0	0	0.09133003640561085	lokisse	0.96
försöka	0.9511025877666667	30164.0	up	initiative	1	0.914615920270331	1	0	0	0	0.09133003640561085	Hillbillie	0.9795918367346939
försöka	0.9511025877666667	30164.0	up	initiative	1	0.914615920270331	1	0	0	0	0.09133003640561085	Piri	0.9230769230769231
försöka	0.9511025877666667	30164.0	up	initiative	1	0.914615920270331	1	0	0	0	0.09133003640561085	anzita	0.9772727272727273
försöka	0.9511025877666667	30164.0	up	initiative	1	0.914615920270331	1	0	0	0	0.09133003640561085	mamita64	0.9764705882352941
försöka	0.9511025877666667	30164.0	up	initiative	1	0.914615920270331	1	0	0	0	0.09133003640561085	Hedi	0.5492957746478874
försöka	0.9511025877666667	30164.0	up	initiative	1	0.914615920270331	1	0	0	0	0.09133003640561085	Cattis40	1.0
försöka	0.9511025877666667	30164.0	up	initiative	2	0.9734685407869045	0	1	0	0	0.027389523220662956	JAG är BÄST	0.9444444444444444
försöka	0.9511025877666667	30164.0	up	initiative	2	0.9734685407869045	0	1	0	0	0.027389523220662956	Jennie med ie	0.9797979797979798
försöka	0.9511025877666667	30164.0	up	initiative	2	0.9734685407869045	0	1	0	0	0.027389523220662956	Butterscotch	0.9886363636363636
försöka	0.9511025877666667	30164.0	up	initiative	2	0.9734685407869045	0	1	0	0	0.027389523220662956	Madame Mom	0.9285714285714286
försöka	0.9511025877666667	30164.0	up	initiative	2	0.9734685407869045	0	1	0	0	0.027389523220662956	Dorian Ertymexx	0.9937888198757764
försöka	0.9511025877666667	30164.0	up	initiative	2	0.9734685407869045	0	1	0	0	0.027389523220662956	CeeJay	0.9789473684210527
försöka	0.9511025877666667	30164.0	up	initiative	2	0.9734685407869045	0	1	0	0	0.027389523220662956	Pallas	0.9743589743589743
försöka	0.9511025877666667	30164.0	up	initiative	2	0.9734685407869045	0	1	0	0	0.027389523220662956	guldplutt	0.9545454545454546
försöka	0.9511025877666667	30164.0	up	initiative	2	0.9734685407869045	0	1	0	0	0.027389523220662956	TessaS	0.98
försöka	0.9511025877666667	30164.0	up	initiative	2	0.9734685407869045	0	1	0	0	0.027389523220662956	Jordgubbssmak	1.0
försöka	0.9511025877666667	30164.0	up	initiative	2	0.9734685407869045	0	1	0	0	0.027389523220662956	Livshlädje	0.9736842105263158
försöka	0.9511025877666667	30164.0	up	initiative	2	0.9734685407869045	0	1	0	0	0.027389523220662956	allakantralla	1.0
försöka	0.9511025877666667	30164.0	up	initiative	2	0.9734685407869045	0	1	0	0	0.027389523220662956	Emmel	0.9876543209876543
försöka	0.9511025877666667	30164.0	up	initiative	2	0.9734685407869045	0	1	0	0	0.027389523220662956	Väntarochlängtar	0.8181818181818182
försöka	0.9511025877666667	30164.0	up	initiative	2	0.9734685407869045	0	1	0	0	0.027389523220662956	Gladhannapanna	0.940677966101695
försöka	0.9511025877666667	30164.0	up	initiative	2	0.9734685407869045	0	1	0	0	0.027389523220662956	Solkattan	1.0
försöka	0.9511025877666667	30164.0	up	initiative	2	0.9734685407869045	0	1	0	0	0.027389523220662956	Helene70	1.0
försöka	0.9511025877666667	30164.0	up	initiative	2	0.9734685407869045	0	1	0	0	0.027389523220662956	Livsglädjen	1.0
försöka	0.9511025877666667	30164.0	up	initiative	2	0.9734685407869045	0	1	0	0	0.027389523220662956	Tyrell	1.0
försöka	0.9511025877666667	30164.0	up	initiative	2	0.9734685407869045	0	1	0	0	0.027389523220662956	Gojtan	1.0
försöka	0.9511025877666667	30164.0	up	initiative	2	0.9734685407869045	0	1	0	0	0.027389523220662956	Vitros	1.0
försöka	0.9511025877666667	30164.0	up	initiative	2	0.9734685407869045	0	1	0	0	0.027389523220662956	Fama123	1.0
försöka	0.9511025877666667	30164.0	up	initiative	2	0.9734685407869045	0	1	0	0	0.027389523220662956	IsaN	0.9333333333333333
försöka	0.9511025877666667	30164.0	up	initiative	2	0.9734685407869045	0	1	0	0	0.027389523220662956	Ninnis75	1.0
försöka	0.9511025877666667	30164.0	up	initiative	2	0.9734685407869045	0	1	0	0	0.027389523220662956	Myra	0.9384615384615385
försöka	0.9511025877666667	30164.0	up	initiative	2	0.9734685407869045	0	1	0	0	0.027389523220662956	NadiaMi	0.9950980392156863
försöka	0.9511025877666667	30164.0	up	initiative	3	0.957688832688646	0	0	1	0	0.045135315207631255	yodi	0.9487179487179487
försöka	0.9511025877666667	30164.0	up	initiative	3	0.957688832688646	0	0	1	0	0.045135315207631255	Anatha	0.9411764705882353
försöka	0.9511025877666667	30164.0	up	initiative	3	0.957688832688646	0	0	1	0	0.045135315207631255	Anova	0.9444444444444444
försöka	0.9511025877666667	30164.0	up	initiative	3	0.957688832688646	0	0	1	0	0.045135315207631255	FreeForAll	0.9767441860465116
försöka	0.9511025877666667	30164.0	up	initiative	3	0.957688832688646	0	0	1	0	0.045135315207631255	modestyclara	0.9629629629629629
försöka	0.9511025877666667	30164.0	up	initiative	3	0.957688832688646	0	0	1	0	0.045135315207631255	Pyris	1.0
försöka	0.9511025877666667	30164.0	up	initiative	3	0.957688832688646	0	0	1	0	0.045135315207631255	RiNan	0.9875
försöka	0.9511025877666667	30164.0	up	initiative	3	0.957688832688646	0	0	1	0	0.045135315207631255	AW76	0.9473684210526315
försöka	0.9511025877666667	30164.0	up	initiative	3	0.957688832688646	0	0	1	0	0.045135315207631255	Beckah82	0.993006993006993
försöka	0.9511025877666667	30164.0	up	initiative	3	0.957688832688646	0	0	1	0	0.045135315207631255	Fraggelgirl	0.9574468085106383
försöka	0.9511025877666667	30164.0	up	initiative	3	0.957688832688646	0	0	1	0	0.045135315207631255	Flisan79	0.9333333333333333
försöka	0.9511025877666667	30164.0	up	initiative	3	0.957688832688646	0	0	1	0	0.045135315207631255	bambigirl	0.9787234042553191
försöka	0.9511025877666667	30164.0	up	initiative	3	0.957688832688646	0	0	1	0	0.045135315207631255	IsaCMoJs	0.6666666666666666
försöka	0.9511025877666667	30164.0	up	initiative	3	0.957688832688646	0	0	1	0	0.045135315207631255	idiblon	1.0
försöka	0.9511025877666667	30164.0	up	initiative	3	0.957688832688646	0	0	1	0	0.045135315207631255	Daimis	1.0
försöka	0.9511025877666667	30164.0	up	initiative	3	0.957688832688646	0	0	1	0	0.045135315207631255	Skruttis1979	0.9032258064516129
försöka	0.9511025877666667	30164.0	up	initiative	3	0.957688832688646	0	0	1	0	0.045135315207631255	Jamieolivia	0.5384615384615384
försöka	0.9511025877666667	30164.0	up	initiative	3	0.957688832688646	0	0	1	0	0.045135315207631255	Alisa	1.0
försöka	0.9511025877666667	30164.0	up	initiative	3	0.957688832688646	0	0	1	0	0.045135315207631255	ModestyB	0.9705882352941176
försöka	0.9511025877666667	30164.0	up	initiative	3	0.957688832688646	0	0	1	0	0.045135315207631255	giftgrodan	0.875
försöka	0.9511025877666667	30164.0	up	initiative	3	0.957688832688646	0	0	1	0	0.045135315207631255	hannis	1.0
försöka	0.9511025877666667	30164.0	up	initiative	3	0.957688832688646	0	0	1	0	0.045135315207631255	mariaheterjag	0.9868421052631579
försöka	0.9511025877666667	30164.0	up	initiative	3	0.957688832688646	0	0	1	0	0.045135315207631255	högbergarna	0.9893617021276596
försöka	0.9511025877666667	30164.0	up	initiative	3	0.957688832688646	0	0	1	0	0.045135315207631255	Lorelei	0.8888888888888888
försöka	0.9511025877666667	30164.0	up	initiative	3	0.957688832688646	0	0	1	0	0.045135315207631255	Tigra79	0.9836065573770492
försöka	0.9511025877666667	30164.0	up	initiative	3	0.957688832688646	0	0	1	0	0.045135315207631255	Mikah	1.0
försöka	0.9511025877666667	30164.0	up	initiative	3	0.957688832688646	0	0	1	0	0.045135315207631255	Mary Wollstonecraft	1.0
försöka	0.9511025877666667	30164.0	up	initiative	3	0.957688832688646	0	0	1	0	0.045135315207631255	skorpiona	1.0
försöka	0.9511025877666667	30164.0	up	initiative	3	0.957688832688646	0	0	1	0	0.045135315207631255	Snooze	1.0
försöka	0.9511025877666667	30164.0	up	initiative	3	0.957688832688646	0	0	1	0	0.045135315207631255	elinville	1.0
försöka	0.9511025877666667	30164.0	up	initiative	3	0.957688832688646	0	0	1	0	0.045135315207631255	Zezana	1.0
försöka	0.9511025877666667	30164.0	up	initiative	3	0.957688832688646	0	0	1	0	0.045135315207631255	WhiteAngels	0.9629629629629629
försöka	0.9511025877666667	30164.0	up	initiative	3	0.957688832688646	0	0	1	0	0.045135315207631255	morotsland	0.9848484848484849
försöka	0.9511025877666667	30164.0	up	initiative	3	0.957688832688646	0	0	1	0	0.045135315207631255	Chaktio	0.9538461538461539
försöka	0.9511025877666667	30164.0	up	initiative	3	0.957688832688646	0	0	1	0	0.045135315207631255	hejsvej	0.9529411764705882
försöka	0.9511025877666667	30164.0	up	initiative	3	0.957688832688646	0	0	1	0	0.045135315207631255	Miss Cee	0.8901098901098901
försöka	0.9511025877666667	30164.0	up	initiative	3	0.957688832688646	0	0	1	0	0.045135315207631255	Mama Me	1.0
försöka	0.9511025877666667	30164.0	up	initiative	3	0.957688832688646	0	0	1	0	0.045135315207631255	BrödernaBus	0.9767441860465116
försöka	0.9511025877666667	30164.0	up	initiative	3	0.957688832688646	0	0	1	0	0.045135315207631255	Snoffsan	1.0
försöka	0.9511025877666667	30164.0	up	initiative	3	0.957688832688646	0	0	1	0	0.045135315207631255	Tida77	1.0
försöka	0.9511025877666667	30164.0	up	initiative	3	0.957688832688646	0	0	1	0	0.045135315207631255	miljarden	1.0
försöka	0.9511025877666667	30164.0	up	initiative	3	0.957688832688646	0	0	1	0	0.045135315207631255	Kina79	1.0
försöka	0.9511025877666667	30164.0	up	initiative	3	0.957688832688646	0	0	1	0	0.045135315207631255	Gladabarnensmamma	1.0
försöka	0.9511025877666667	30164.0	up	initiative	3	0.957688832688646	0	0	1	0	0.045135315207631255	sara1981	1.0
försöka	0.9511025877666667	30164.0	up	initiative	3	0.957688832688646	0	0	1	0	0.045135315207631255	Scilia	0.9375
försöka	0.9511025877666667	30164.0	up	initiative	3	0.957688832688646	0	0	1	0	0.045135315207631255	MrsCharlotte	1.0
försöka	0.9511025877666667	30164.0	up	initiative	3	0.957688832688646	0	0	1	0	0.045135315207631255	Fridapida	0.9545454545454546
försöka	0.9511025877666667	30164.0	up	initiative	3	0.957688832688646	0	0	1	0	0.045135315207631255	Akilla	0.9411764705882353
försöka	0.9511025877666667	30164.0	up	initiative	3	0.957688832688646	0	0	1	0	0.045135315207631255	Lilla Morran	0.972972972972973
försöka	0.9511025877666667	30164.0	up	initiative	3	0.957688832688646	0	0	1	0	0.045135315207631255	Tokfia 7	1.0
försöka	0.9511025877666667	30164.0	up	initiative	3	0.957688832688646	0	0	1	0	0.045135315207631255	StaffenAssar	1.0
försöka	0.9511025877666667	30164.0	up	initiative	3	0.957688832688646	0	0	1	0	0.045135315207631255	Bullan1978	0.9655172413793104
försöka	0.9511025877666667	30164.0	up	initiative	3	0.957688832688646	0	0	1	0	0.045135315207631255	Acelise	1.0
försöka	0.9511025877666667	30164.0	up	initiative	3	0.957688832688646	0	0	1	0	0.045135315207631255	ceropegia	0.9285714285714286
försöka	0.9511025877666667	30164.0	up	initiative	3	0.957688832688646	0	0	1	0	0.045135315207631255	Lilla JJ	0.8444444444444444
försöka	0.9511025877666667	30164.0	up	initiative	3	0.957688832688646	0	0	1	0	0.045135315207631255	Stella 78	1.0
