"word"	"Totalt"	"SVT nyheter 2004"	"SVT nyheter 2005"	"SVT nyheter 2006"	"SVT nyheter 2007"	"SVT nyheter 2008"	"SVT nyheter 2009"	"SVT nyheter 2010"	"SVT nyheter 2011"	"SVT nyheter 2012"	"SVT nyheter 2013"	"SVT nyheter 2014"	"SVT nyheter 2015"	"SVT nyheter 2016"	"SVT nyheter 2017"	"SVT nyheter 2018"	"SVT nyheter 2019"	"SVT nyheter 2020"	"SVT nyheter 2021"	"SVT nyheter 2022"	"SVT nyheter 2023"
"fortsätter att ta"	"110"	"0"	"3"	"2"	"5"	"3"	"4"	"6"	"0"	"4"	"5"	"11"	"9"	"9"	"9"	"6"	"10"	"11"	"7"	"6"	"0"
"fortsätter att dominera"	"106"	"0"	"2"	"3"	"2"	"1"	"1"	"1"	"5"	"1"	"5"	"10"	"11"	"2"	"2"	"8"	"12"	"11"	"7"	"13"	"9"
"fortsätter att söka"	"105"	"0"	"0"	"2"	"0"	"1"	"2"	"1"	"4"	"1"	"8"	"8"	"12"	"14"	"7"	"9"	"12"	"7"	"8"	"7"	"2"
"fortsätter att utreda"	"102"	"0"	"0"	"1"	"1"	"8"	"3"	"2"	"6"	"5"	"4"	"8"	"9"	"10"	"11"	"5"	"11"	"9"	"3"	"3"	"3"
"fortsätter att leverera"	"94"	"0"	"0"	"1"	"2"	"1"	"3"	"1"	"4"	"1"	"4"	"3"	"6"	"3"	"1"	"12"	"11"	"4"	"10"	"13"	"14"
"fortsätter att leta"	"90"	"0"	"1"	"0"	"5"	"2"	"1"	"0"	"2"	"3"	"7"	"5"	"7"	"10"	"17"	"8"	"8"	"6"	"4"	"2"	"2"
"fortsätter att driva"	"86"	"0"	"0"	"2"	"1"	"2"	"4"	"10"	"4"	"2"	"3"	"8"	"9"	"9"	"9"	"3"	"4"	"4"	"4"	"5"	"3"
"fortsätter att följa"	"83"	"0"	"0"	"1"	"0"	"0"	"0"	"3"	"4"	"3"	"2"	"2"	"6"	"5"	"7"	"2"	"4"	"19"	"18"	"2"	"5"
"fortsätter att rasa"	"82"	"0"	"0"	"4"	"1"	"8"	"8"	"5"	"2"	"2"	"1"	"3"	"3"	"11"	"4"	"7"	"7"	"5"	"3"	"6"	"2"
"fortsätter att ligga"	"81"	"1"	"1"	"3"	"1"	"5"	"3"	"3"	"8"	"4"	"4"	"7"	"7"	"8"	"4"	"4"	"5"	"4"	"4"	"3"	"2"
"fortsätter att satsa"	"80"	"0"	"1"	"2"	"2"	"1"	"4"	"5"	"3"	"6"	"5"	"7"	"6"	"9"	"8"	"7"	"3"	"0"	"3"	"8"	"0"
"fortsätter att sprida"	"79"	"0"	"0"	"3"	"7"	"2"	"4"	"2"	"3"	"1"	"7"	"9"	"2"	"3"	"8"	"1"	"4"	"14"	"4"	"4"	"1"
"fortsätter att kämpa"	"72"	"0"	"0"	"0"	"2"	"1"	"3"	"1"	"3"	"1"	"7"	"7"	"5"	"6"	"4"	"7"	"4"	"12"	"2"	"5"	"2"
"fortsätter att neka"	"69"	"0"	"1"	"4"	"0"	"3"	"6"	"10"	"7"	"0"	"3"	"0"	"3"	"5"	"11"	"4"	"4"	"3"	"1"	"2"	"2"
"fortsätter att skapa"	"69"	"0"	"0"	"2"	"1"	"1"	"4"	"11"	"2"	"6"	"6"	"4"	"5"	"9"	"2"	"2"	"2"	"2"	"4"	"5"	"1"
"fortsätter att skörda"	"64"	"0"	"1"	"1"	"1"	"2"	"3"	"1"	"3"	"6"	"2"	"6"	"7"	"3"	"2"	"6"	"6"	"2"	"3"	"5"	"4"
"fortsätter att bli"	"64"	"0"	"1"	"0"	"3"	"3"	"3"	"2"	"6"	"1"	"5"	"6"	"2"	"3"	"5"	"7"	"2"	"7"	"5"	"3"	"0"
"fortsätter att gälla"	"61"	"0"	"1"	"1"	"0"	"1"	"0"	"2"	"0"	"4"	"1"	"3"	"9"	"6"	"3"	"6"	"5"	"10"	"4"	"3"	"2"
"fortsätter att övertyga"	"60"	"1"	"2"	"2"	"6"	"4"	"7"	"3"	"3"	"4"	"3"	"0"	"3"	"0"	"1"	"2"	"8"	"0"	"5"	"4"	"2"
"fortsätter att köra"	"58"	"0"	"0"	"5"	"1"	"0"	"3"	"8"	"2"	"1"	"6"	"4"	"4"	"5"	"2"	"2"	"3"	"4"	"4"	"3"	"1"
"fortsätter att styra"	"58"	"0"	"0"	"2"	"0"	"0"	"0"	"4"	"1"	"1"	"1"	"9"	"2"	"1"	"5"	"15"	"1"	"1"	"0"	"14"	"1"
"fortsätter att påverka"	"57"	"0"	"0"	"0"	"0"	"2"	"1"	"7"	"1"	"2"	"5"	"4"	"3"	"4"	"2"	"2"	"2"	"11"	"3"	"4"	"4"
"fortsätter att dra"	"54"	"0"	"1"	"1"	"2"	"2"	"3"	"2"	"10"	"2"	"3"	"3"	"8"	"1"	"6"	"2"	"1"	"2"	"0"	"1"	"4"
"fortsätter att slå"	"53"	"0"	"2"	"1"	"1"	"4"	"0"	"2"	"2"	"4"	"2"	"4"	"4"	"6"	"4"	"2"	"1"	"8"	"2"	"3"	"1"
"fortsätter att utveckla"	"51"	"0"	"0"	"1"	"0"	"0"	"4"	"3"	"0"	"1"	"3"	"4"	"8"	"4"	"5"	"4"	"4"	"3"	"2"	"2"	"3"
"fortsätter att leva"	"47"	"1"	"0"	"0"	"2"	"0"	"4"	"0"	"2"	"3"	"1"	"3"	"3"	"6"	"5"	"2"	"5"	"0"	"6"	"1"	"3"
"fortsätter att ge"	"45"	"0"	"1"	"3"	"2"	"1"	"2"	"1"	"2"	"5"	"3"	"3"	"3"	"5"	"1"	"5"	"1"	"4"	"0"	"3"	"0"
"fortsätter att försöka"	"43"	"0"	"0"	"2"	"1"	"0"	"2"	"1"	"4"	"2"	"2"	"4"	"5"	"4"	"3"	"2"	"2"	"1"	"5"	"3"	"0"
"fortsätter att sätta"	"43"	"0"	"0"	"0"	"1"	"0"	"4"	"4"	"2"	"0"	"3"	"4"	"1"	"1"	"2"	"5"	"5"	"3"	"1"	"5"	"2"
"fortsätter att väcka"	"42"	"0"	"0"	"1"	"0"	"0"	"0"	"3"	"2"	"1"	"3"	"6"	"2"	"4"	"2"	"5"	"3"	"4"	"2"	"0"	"4"
"fortsätter att rada"	"40"	"0"	"2"	"2"	"3"	"1"	"2"	"1"	"3"	"2"	"3"	"0"	"0"	"0"	"0"	"3"	"11"	"1"	"0"	"4"	"2"
"fortsätter att berätta"	"40"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"1"	"5"	"3"	"6"	"2"	"2"	"3"	"6"	"6"	"3"	"1"	"1"
"fortsätter att begå"	"39"	"0"	"0"	"0"	"2"	"2"	"1"	"1"	"0"	"3"	"0"	"1"	"3"	"5"	"4"	"5"	"8"	"3"	"1"	"0"	"0"
"fortsätter att storma"	"38"	"0"	"0"	"1"	"3"	"1"	"1"	"1"	"0"	"3"	"1"	"3"	"2"	"4"	"5"	"4"	"1"	"3"	"3"	"2"	"0"
"fortsätter att kräva"	"37"	"0"	"4"	"1"	"1"	"2"	"0"	"4"	"1"	"0"	"2"	"2"	"3"	"2"	"4"	"4"	"3"	"4"	"0"	"0"	"0"
"fortsätter att ösa"	"37"	"0"	"1"	"0"	"2"	"0"	"4"	"2"	"0"	"1"	"1"	"1"	"0"	"0"	"2"	"2"	"10"	"3"	"2"	"2"	"4"
"fortsätter att få"	"37"	"0"	"1"	"0"	"0"	"1"	"2"	"0"	"2"	"0"	"1"	"5"	"4"	"1"	"4"	"4"	"6"	"2"	"2"	"1"	"1"
"fortsätter att engagera"	"37"	"0"	"0"	"0"	"1"	"1"	"0"	"1"	"0"	"0"	"4"	"4"	"2"	"4"	"3"	"4"	"1"	"6"	"3"	"3"	"0"
"fortsätter att locka"	"36"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"4"	"3"	"0"	"2"	"5"	"2"	"2"	"2"	"3"	"3"	"1"	"5"	"3"
"fortsätter att använda"	"36"	"0"	"1"	"0"	"0"	"0"	"3"	"4"	"0"	"1"	"1"	"5"	"1"	"1"	"4"	"1"	"4"	"4"	"4"	"2"	"0"
"fortsätter att leda"	"36"	"0"	"0"	"1"	"1"	"1"	"0"	"9"	"2"	"2"	"2"	"5"	"0"	"0"	"2"	"5"	"2"	"0"	"2"	"1"	"1"
"fortsätter att rulla"	"35"	"0"	"1"	"0"	"0"	"0"	"1"	"1"	"3"	"3"	"4"	"2"	"2"	"2"	"1"	"1"	"5"	"5"	"2"	"1"	"1"
"fortsätter att hävda"	"35"	"0"	"1"	"2"	"0"	"3"	"6"	"0"	"0"	"1"	"2"	"2"	"3"	"0"	"4"	"3"	"0"	"3"	"2"	"0"	"3"
"fortsätter att förstärka"	"35"	"0"	"0"	"0"	"0"	"2"	"2"	"0"	"2"	"3"	"2"	"4"	"3"	"0"	"3"	"2"	"5"	"2"	"3"	"1"	"1"
"fortsätter att sälja"	"34"	"0"	"0"	"2"	"0"	"3"	"2"	"1"	"4"	"1"	"0"	"2"	"1"	"5"	"7"	"3"	"0"	"1"	"0"	"1"	"1"
"fortsätter att skena"	"33"	"0"	"0"	"1"	"2"	"0"	"0"	"3"	"2"	"1"	"4"	"3"	"2"	"2"	"3"	"0"	"2"	"3"	"1"	"2"	"2"
"fortsätter att bygga"	"33"	"0"	"0"	"0"	"1"	"1"	"1"	"1"	"3"	"2"	"2"	"3"	"6"	"1"	"4"	"1"	"2"	"1"	"3"	"1"	"0"
"fortsätter att krympa"	"33"	"0"	"0"	"0"	"0"	"5"	"4"	"1"	"3"	"2"	"1"	"2"	"3"	"0"	"0"	"4"	"1"	"2"	"2"	"3"	"0"
"fortsätter att se"	"33"	"0"	"0"	"0"	"0"	"0"	"0"	"3"	"2"	"1"	"0"	"2"	"2"	"3"	"2"	"4"	"4"	"2"	"4"	"4"	"0"
"fortsätter att jaga"	"32"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"2"	"2"	"3"	"3"	"4"	"0"	"2"	"1"	"2"	"6"	"2"	"2"	"2"
"fortsätter att plocka"	"31"	"0"	"0"	"0"	"6"	"0"	"1"	"0"	"3"	"1"	"2"	"2"	"3"	"1"	"3"	"2"	"2"	"0"	"1"	"2"	"2"
"fortsätter att förlora"	"31"	"0"	"0"	"0"	"0"	"2"	"0"	"5"	"2"	"5"	"4"	"2"	"1"	"1"	"3"	"1"	"1"	"2"	"1"	"0"	"1"
"fortsätter att träna"	"30"	"0"	"1"	"1"	"1"	"2"	"1"	"1"	"0"	"0"	"2"	"2"	"0"	"4"	"5"	"2"	"3"	"3"	"0"	"1"	"1"
"fortsätter att undersöka"	"30"	"0"	"0"	"2"	"0"	"1"	"2"	"0"	"2"	"0"	"4"	"2"	"2"	"1"	"5"	"1"	"2"	"2"	"3"	"0"	"1"
"fortsätter att peka"	"29"	"0"	"0"	"0"	"0"	"2"	"0"	"2"	"0"	"1"	"2"	"1"	"3"	"1"	"3"	"5"	"4"	"3"	"1"	"1"	"0"
"fortsätter att röra"	"29"	"0"	"0"	"0"	"0"	"0"	"3"	"3"	"4"	"0"	"1"	"3"	"0"	"2"	"4"	"1"	"1"	"2"	"3"	"2"	"0"
"fortsätter att stödja"	"28"	"0"	"0"	"1"	"1"	"2"	"0"	"1"	"3"	"0"	"0"	"1"	"5"	"2"	"1"	"4"	"3"	"0"	"3"	"1"	"0"
"fortsätter att gäcka"	"27"	"0"	"1"	"1"	"1"	"3"	"3"	"0"	"1"	"0"	"2"	"3"	"1"	"5"	"4"	"0"	"1"	"0"	"1"	"0"	"0"
"fortsätter att skjuta"	"27"	"0"	"0"	"0"	"1"	"1"	"2"	"4"	"1"	"0"	"0"	"4"	"2"	"1"	"2"	"1"	"0"	"0"	"4"	"1"	"3"
"fortsätter att granska"	"26"	"0"	"0"	"1"	"1"	"1"	"0"	"1"	"1"	"1"	"1"	"2"	"3"	"4"	"1"	"1"	"2"	"3"	"3"	"0"	"0"
"fortsätter att samla"	"26"	"0"	"0"	"0"	"4"	"2"	"1"	"0"	"0"	"3"	"1"	"1"	"1"	"3"	"2"	"1"	"2"	"2"	"0"	"2"	"1"
"fortsätter att expandera"	"25"	"0"	"2"	"1"	"2"	"3"	"0"	"1"	"2"	"2"	"1"	"2"	"1"	"2"	"1"	"2"	"1"	"0"	"0"	"2"	"0"
"fortsätter att regna"	"25"	"0"	"0"	"2"	"0"	"1"	"2"	"2"	"1"	"0"	"1"	"1"	"5"	"4"	"1"	"1"	"0"	"1"	"3"	"0"	"0"
"fortsätter att orsaka"	"24"	"0"	"1"	"0"	"0"	"1"	"0"	"3"	"2"	"1"	"0"	"2"	"1"	"0"	"5"	"5"	"0"	"2"	"1"	"0"	"0"
"fortsätter att blöda"	"23"	"0"	"2"	"0"	"1"	"2"	"0"	"1"	"0"	"3"	"1"	"0"	"2"	"1"	"0"	"1"	"1"	"5"	"1"	"2"	"0"
"fortsätter att värva"	"23"	"0"	"1"	"0"	"2"	"3"	"2"	"2"	"0"	"0"	"0"	"3"	"2"	"2"	"2"	"0"	"0"	"1"	"0"	"2"	"1"
"fortsätter att skicka"	"23"	"0"	"1"	"0"	"0"	"1"	"0"	"2"	"1"	"0"	"0"	"4"	"2"	"2"	"1"	"1"	"3"	"0"	"2"	"2"	"1"
"fortsätter att flyga"	"23"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"3"	"0"	"2"	"3"	"1"	"1"	"0"	"0"	"11"	"1"	"0"	"0"
"fortsätter att lägga"	"22"	"0"	"1"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"3"	"0"	"5"	"3"	"4"	"1"	"0"	"1"	"1"	"1"	"0"
"fortsätter att stå"	"22"	"0"	"0"	"1"	"0"	"0"	"1"	"1"	"1"	"0"	"2"	"1"	"1"	"1"	"2"	"3"	"3"	"4"	"0"	"1"	"0"
"fortsätter att bryta"	"22"	"0"	"0"	"1"	"0"	"0"	"1"	"2"	"1"	"1"	"1"	"1"	"0"	"2"	"3"	"4"	"0"	"0"	"4"	"1"	"0"
"fortsätter att betala"	"22"	"0"	"0"	"0"	"0"	"2"	"1"	"0"	"2"	"0"	"1"	"2"	"3"	"0"	"2"	"3"	"1"	"4"	"1"	"0"	"0"
"fortsätter att uppmana"	"22"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"2"	"0"	"1"	"4"	"0"	"3"	"6"	"1"	"3"	"0"
"fortsätter att säga"	"21"	"0"	"2"	"0"	"1"	"0"	"1"	"1"	"0"	"1"	"1"	"2"	"0"	"2"	"1"	"1"	"1"	"2"	"0"	"5"	"0"
"fortsätter att ånga"	"21"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"2"	"1"	"1"	"2"	"5"	"2"	"2"	"2"	"1"
"fortsätter att uppröra"	"21"	"0"	"1"	"0"	"1"	"0"	"1"	"1"	"2"	"2"	"1"	"0"	"5"	"1"	"1"	"4"	"0"	"0"	"1"	"0"	"0"
"fortsätter att skriva"	"21"	"0"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"2"	"2"	"1"	"3"	"1"	"1"	"2"	"0"	"3"	"2"	"1"	"1"
"fortsätter att varna"	"21"	"0"	"0"	"1"	"0"	"1"	"0"	"1"	"1"	"2"	"0"	"3"	"2"	"3"	"2"	"1"	"2"	"2"	"0"	"0"	"0"
"fortsätter att investera"	"21"	"0"	"0"	"0"	"3"	"1"	"0"	"1"	"1"	"1"	"1"	"3"	"0"	"0"	"0"	"1"	"3"	"2"	"2"	"1"	"1"
"fortsätter att backa"	"20"	"0"	"0"	"2"	"3"	"1"	"0"	"2"	"0"	"2"	"2"	"1"	"0"	"1"	"1"	"2"	"1"	"1"	"0"	"0"	"1"
"fortsätter att förneka"	"20"	"0"	"0"	"1"	"0"	"0"	"1"	"0"	"0"	"1"	"2"	"3"	"3"	"2"	"0"	"2"	"0"	"2"	"1"	"1"	"1"
"fortsätter att pressa"	"20"	"0"	"0"	"0"	"1"	"1"	"3"	"3"	"2"	"1"	"2"	"2"	"0"	"1"	"0"	"0"	"0"	"1"	"1"	"0"	"2"
"fortsätter att överraska"	"20"	"0"	"0"	"0"	"0"	"0"	"1"	"2"	"0"	"1"	"2"	"3"	"1"	"2"	"2"	"0"	"2"	"0"	"2"	"2"	"0"
"fortsätter att åka"	"20"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"3"	"0"	"1"	"7"	"1"	"1"	"1"	"3"	"0"	"1"	"0"	"1"	"1"
"fortsätter att blåsa"	"19"	"0"	"1"	"0"	"2"	"0"	"1"	"0"	"3"	"1"	"0"	"1"	"0"	"2"	"1"	"3"	"2"	"2"	"0"	"0"	"0"
"fortsätter att producera"	"19"	"0"	"0"	"0"	"1"	"0"	"2"	"1"	"1"	"0"	"0"	"0"	"0"	"1"	"0"	"2"	"2"	"2"	"4"	"1"	"2"
"fortsätter att prata"	"19"	"0"	"0"	"0"	"0"	"1"	"0"	"2"	"0"	"0"	"1"	"0"	"0"	"3"	"2"	"1"	"3"	"3"	"1"	"0"	"2"
"fortsätter att breda"	"18"	"0"	"2"	"1"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"1"	"2"	"1"	"0"	"4"	"2"	"2"	"0"	"0"	"1"
"fortsätter att höra"	"18"	"0"	"1"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"3"	"0"	"2"	"5"	"4"	"1"	"1"	"0"	"0"	"0"
"fortsätter att härja"	"18"	"0"	"0"	"0"	"2"	"0"	"0"	"2"	"0"	"1"	"0"	"1"	"0"	"1"	"1"	"3"	"1"	"1"	"1"	"3"	"1"
"fortsätter att vägra"	"18"	"0"	"0"	"0"	"0"	"3"	"1"	"0"	"2"	"0"	"1"	"3"	"1"	"4"	"0"	"0"	"0"	"0"	"1"	"1"	"1"
"fortsätter att köpa"	"18"	"0"	"0"	"0"	"0"	"3"	"2"	"0"	"1"	"1"	"1"	"0"	"2"	"2"	"2"	"0"	"0"	"1"	"0"	"2"	"1"
"fortsätter att drabba"	"17"	"1"	"0"	"0"	"1"	"4"	"0"	"0"	"0"	"0"	"0"	"2"	"2"	"0"	"0"	"0"	"1"	"2"	"2"	"1"	"1"
"fortsätter att fungera"	"17"	"0"	"1"	"0"	"0"	"1"	"1"	"1"	"0"	"0"	"1"	"3"	"0"	"2"	"2"	"0"	"1"	"1"	"2"	"1"	"0"
"fortsätter att prestera"	"17"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"2"	"3"	"0"	"0"	"2"	"1"	"4"	"0"	"2"	"0"	"1"
"fortsätter att vålla"	"17"	"0"	"0"	"0"	"2"	"1"	"0"	"2"	"0"	"2"	"3"	"1"	"1"	"3"	"0"	"1"	"0"	"1"	"0"	"0"	"0"
"fortsätter att föra"	"17"	"0"	"0"	"0"	"0"	"1"	"0"	"2"	"2"	"0"	"0"	"1"	"4"	"1"	"0"	"1"	"1"	"2"	"1"	"1"	"0"
"fortsätter att bjuda"	"17"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"3"	"0"	"0"	"0"	"1"	"0"	"1"	"2"	"0"	"3"	"5"	"1"
"fortsätter att klättra"	"17"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"1"	"0"	"0"	"2"	"1"	"5"	"3"	"1"	"2"	"0"
"fortsätter att toppa"	"16"	"0"	"0"	"1"	"0"	"0"	"2"	"0"	"2"	"3"	"2"	"0"	"1"	"1"	"0"	"2"	"0"	"0"	"1"	"1"	"0"
"fortsätter att låna"	"16"	"0"	"0"	"1"	"1"	"0"	"2"	"5"	"2"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"	"0"	"0"	"0"
"fortsätter att attackera"	"16"	"0"	"0"	"1"	"0"	"1"	"0"	"0"	"1"	"1"	"0"	"0"	"1"	"2"	"0"	"3"	"0"	"3"	"0"	"2"	"1"
"fortsätter att tävla"	"16"	"0"	"0"	"0"	"2"	"1"	"0"	"2"	"0"	"1"	"1"	"0"	"1"	"0"	"0"	"1"	"1"	"3"	"1"	"2"	"0"
"fortsätter att rusta"	"16"	"0"	"0"	"0"	"0"	"1"	"0"	"4"	"0"	"0"	"1"	"1"	"1"	"0"	"0"	"2"	"2"	"1"	"1"	"2"	"0"
"fortsätter att resa"	"15"	"0"	"1"	"0"	"0"	"0"	"1"	"1"	"2"	"0"	"0"	"1"	"1"	"0"	"1"	"2"	"0"	"3"	"0"	"2"	"0"
"fortsätter att titta"	"15"	"0"	"0"	"0"	"2"	"1"	"2"	"0"	"0"	"0"	"0"	"3"	"2"	"1"	"1"	"0"	"1"	"0"	"1"	"1"	"0"
"fortsätter att vaccinera"	"15"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"9"	"3"	"0"
"fortsätter att läcka"	"15"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"1"	"6"	"2"	"1"	"0"	"0"	"1"	"0"	"1"	"0"	"0"	"1"
"fortsätter att briljera"	"15"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"3"	"3"	"0"	"1"	"4"	"2"
"fortsätter att störa"	"14"	"0"	"1"	"0"	"0"	"1"	"0"	"1"	"2"	"1"	"1"	"0"	"1"	"1"	"0"	"0"	"1"	"0"	"2"	"2"	"0"
"fortsätter att samarbeta"	"14"	"0"	"0"	"1"	"0"	"0"	"0"	"2"	"0"	"0"	"0"	"3"	"0"	"2"	"2"	"0"	"1"	"0"	"1"	"2"	"0"
"fortsätter att dela"	"14"	"0"	"0"	"1"	"1"	"0"	"2"	"1"	"0"	"0"	"0"	"1"	"3"	"1"	"0"	"2"	"0"	"1"	"1"	"0"	"0"
"fortsätter att trotsa"	"14"	"0"	"0"	"0"	"3"	"0"	"1"	"1"	"2"	"0"	"2"	"0"	"1"	"0"	"0"	"1"	"1"	"0"	"0"	"1"	"1"
"fortsätter att stärka"	"14"	"0"	"0"	"0"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"3"	"2"	"1"	"0"	"2"	"0"
"fortsätter att ringa"	"14"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"4"	"4"	"1"	"0"	"2"	"1"	"1"	"0"	"0"	"0"	"0"
"fortsätter att flytta"	"14"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"1"	"2"	"1"	"2"	"0"	"1"	"3"	"0"	"0"	"1"	"1"	"0"
"fortsätter att plåga"	"14"	"0"	"0"	"0"	"0"	"2"	"0"	"1"	"0"	"1"	"1"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"5"	"2"	"0"
"fortsätter att rapportera"	"14"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"2"	"1"	"1"	"1"	"1"	"2"	"1"	"2"	"0"	"1"	"1"	"0"
