word	Totalt		SVT nyheter 2004	SVT nyheter 2005	SVT nyheter 2006	SVT nyheter 2007	SVT nyheter 2008	SVT nyheter 2009	SVT nyheter 2010	SVT nyheter 2011	SVT nyheter 2012	SVT nyheter 2013	SVT nyheter 2014	SVT nyheter 2015	SVT nyheter 2016	SVT nyheter 2017	SVT nyheter 2018	SVT nyheter 2019	SVT nyheter 2020	SVT nyheter 2021	SVT nyheter 2022	SVT nyheter 2023
försöker framhålla	4		0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	1	0	0	0	0
försöker utplåna	4		0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	1	0
försöker skingra	4		0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	2	0	0
försöker fråga	4		0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0
försöker fördriva	4		0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0
försöker vässa	4		0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0
försöker preja	4		0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	1	0	0	0
försöker påminna	4		0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	1
försöker frita	4		0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	1	0	0	0
försöker acceptera	4		0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	1
försöker förföra	4		0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0
försöker kvalificera	4		0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	2	0
försöker justera	4		0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	1
försöker arrangera	4		0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0
försöker skifta	4		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	0	0
försöker hissa	3		0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
försöker överföra	3		0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
försöker skärpa	3		0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0
försöker skruva	3		0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0
försöker jämka	3		0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
försöker härda	3		0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
försöker förflytta	3		0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
försöker blidka	3		0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
försöker resonera	3		0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
försöker mörda	3		0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0
försöker påbörja	3		0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
försöker storma	3		0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
försöker stämma	3		0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0
försöker heja	3		0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
försöker gynna	3		0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
försöker föregå	3		0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
försöker dumpa	3		0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0
försöker rekonstruera	3		0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0
försöker montera	3		0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0
försöker klä	3		0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0
försöker inbilla	3		0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0
försöker avhjälpa	3		0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0
försöker anfalla	3		0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0
försöker delta	3		0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0
försöker tydliggöra	3		0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0
försöker teckna	3		0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0
försöker svalka	3		0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0
försöker pådyvla	3		0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0
försöker pussla	3		0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0
försöker fördröja	3		0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1
försöker blicka	3		0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0
försöker länka	3		0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0
försöker deklarera	3		0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0
försöker borra	3		0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0
försöker övervintra	3		0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0
försöker tillskansa	3		0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0
försöker svärta	3		0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0
försöker summera	3		0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0
försöker pränta	3		0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0
försöker poängtera	3		0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0
försöker parkera	3		0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0
försöker manövrera	3		0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0
försöker lätta	3		0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0
försöker legitimera	3		0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0
försöker klämma	3		0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0
försöker intressera	3		0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0
försöker dyka	3		0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0
försöker dirigera	3		0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0
försöker förgifta	3		0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0
försöker värdera	3		0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0
försöker våldta	3		0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0
försöker uppskatta	3		0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0
försöker slussa	3		0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0
försöker skrika	3		0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0
försöker rita	3		0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0
försöker nyansera	3		0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0
försöker lotsa	3		0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0
försöker le	3		0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1
försöker illustrera	3		0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0
försöker hetsa	3		0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0
försöker dricka	3		0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0
försöker definiera	3		0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0
försöker attackera	3		0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0
försöker överkompensera	3		0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0
försöker uppfostra	3		0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0
försöker sy	3		0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0
försöker skrapa	3		0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1
försöker regera	3		0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0
försöker påskina	3		0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0
försöker muntra	3		0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0
försöker kväsa	3		0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0
försöker kliva	3		0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0
försöker diktera	3		0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0
försöker bortförklara	3		0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0
försöker anlägga	3		0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0
försöker vältra	3		0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0
försöker tygla	3		0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0
försöker signalera	3		0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0
försöker rationalisera	3		0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0
försöker behandla	3		0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0
försöker uthärda	3		0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1
försöker påpeka	3		0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0
försöker påkalla	3		0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0
försöker leverera	3		0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0
försöker kriga	3		0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0
försöker diskutera	3		0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0
försöker bädda	3		0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0
försöker bagatellisera	3		0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0
försöker –	3		0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0
försöker förenkla	3		0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
försöker ursäkta	3		0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0
försöker stimulera	3		0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0
försöker spetsa	3		0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0
försöker mata	3		0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0
försöker föreställa	3		0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0
försöker bränna	3		0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0
försöker bemanna	3		0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1
försöker bekräfta	3		0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0
försöker besegra	3		0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
försöker vifta	3		0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0
försöker orientera	3		0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0
försöker gjuta	3		0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0
försöker bortse	3		0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0
försöker vinkla	3		0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0
försöker vinka	3		0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0
försöker sålla	3		0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0
försöker sträva	3		0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0
försöker missbruka	3		0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0
försöker ducka	3		0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1
försöker skärma	3		0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1
försöker argumentera	3		0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0
försöker verifiera	3		0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1
försöker tänja	3		0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0
försöker skipa	3		0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0
försöker separera	3		0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0
försöker optimera	3		0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0
försöker maskera	3		0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0
försöker hacka	3		0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0
försöker förkorta	3		0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0
försöker bära	3		0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0
försöker sanera	3		0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0
försöker frilägga	3		0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0
försöker cykla	3		0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0
försöker väga	3		0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0
försöker vädra	3		0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0
försöker relativisera	3		0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0
försöker infiltrera	3		0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0
försöker freda	3		0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0
försöker öva	3		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0
försöker pracka	3		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1
försöker gena	3		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2
försöker tillbringa	2		0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
försöker beivra	2		0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
försöker begrava	2		2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
försöker överskrida	2		1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
försöker strunta	2		1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
försöker släpa	2		0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
försöker skotta	2		0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
försöker mäkla	2		0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
försöker snuva	2		0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
försöker trolla	2		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
försöker slingra	2		0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
försöker harmonisera	2		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
försöker dränka	2		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
försöker utge	2		0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
försöker tillföra	2		0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
försöker spana	2		0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
försöker snylta	2		0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
försöker skaka	2		0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
försöker rösta	2		0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
försöker prångla	2		0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
försöker profitera	2		0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
försöker mätta	2		0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
försöker kuppa	2		0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
försöker förringa	2		0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
försöker trakassera	2		0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
försöker lagstifta	2		0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
försöker frihetsberöva	2		0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
försöker tillhandahålla	2		0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
försöker skinna	2		0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
försöker rannsaka	2		0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
försöker knipa	2		0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
försöker inhämta	2		0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
försöker fostra	2		0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
försöker fastslå	2		0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
försöker bestrida	2		0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
försöker avväpna	2		0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
försöker vräka	2		0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
försöker vakta	2		0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
försöker standardisera	2		0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
försöker smitta	2		0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
försöker harmoniera	2		0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
försöker ösa	2		0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
försöker pricka	2		0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0
försöker omgruppera	2		0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0
försöker krypa	2		0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
försöker invadera	2		0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0
försöker beveka	2		0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
försöker avvika	2		0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
försöker övertrumfa	2		0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
försöker undandra	2		0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
försöker skräddarsy	2		0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
försöker kriminalisera	2		0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
försöker fria	2		0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
försöker bombardera	2		0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
försöker anskaffa	2		0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
försöker våldföra	2		0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
försöker uppdatera	2		0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
försöker sitta	2		0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
försöker lossa	2		0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0
försöker gestikulera	2		0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0
försöker bolla	2		0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0
försöker avbilda	2		0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
försöker avancera	2		0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
försöker överblicka	2		0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
försöker väva	2		0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
försöker töja	2		0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
försöker skadebegränsa	2		0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
försöker grumla	2		0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
försöker glida	2		0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
försöker återge	2		0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0
försöker återerövra	2		0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
försöker vidga	2		0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
försöker utlysa	2		0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0
försöker snäva	2		0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0
försöker skämta	2		0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
försöker skyffla	2		0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
försöker serva	2		0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
försöker registrera	2		0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0
försöker lasta	2		0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
försöker kränga	2		0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0
försöker klamra	2		0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
försöker bedra	2		0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
försöker antyda	2		0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0
försöker adoptera	2		0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
försöker omboka	2		0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
försöker förena	2		0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
försöker återupprätta	2		0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0
försöker utgå	2		0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
försöker tigga	2		0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0
försöker stressa	2		0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0
försöker putta	2		0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
försöker putsa	2		0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
försöker propagera	2		0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0
försöker garantera	2		0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0
försöker förverkliga	2		0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
försöker exkludera	2		0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
försöker detaljstyra	2		0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0
försöker bestiga	2		0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
försöker belägga	2		0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0
försöker avveckla	2		0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0
försöker anlita	2		0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
försöker undervisa	2		0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
försöker symbolisera	2		0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
försöker spreja	2		0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
försöker rulla	2		0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
försöker paddla	2		0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
försöker gnaga	2		0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
försöker fästa	2		0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
försöker valla	2		0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0
försöker utestänga	2		0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0
försöker upphandla	2		0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
försöker trotsa	2		0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0
försöker statuera	2		0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
försöker rena	2		0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
försöker omförhandla	2		0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0
försöker motbevisa	2		0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0
försöker mixtra	2		0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
försöker knocka	2		0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0
försöker förespråka	2		0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0
försöker frångå	2		0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0
försöker fimpa	2		0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0
försöker börja	2		0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
försöker utvinna	2		0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
försöker hanka	2		0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
försöker gnida	2		0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
försöker anstränga	2		0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
försöker vädja	2		0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0
försöker vattna	2		0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0
försöker uppfatta	2		0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0
försöker sysselsätta	2		0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0
försöker svälta	2		0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0
försöker slutföra	2		0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0
