"word"	"Totalt"	"SVT nyheter 2004"	"SVT nyheter 2005"	"SVT nyheter 2006"	"SVT nyheter 2007"	"SVT nyheter 2008"	"SVT nyheter 2009"	"SVT nyheter 2010"	"SVT nyheter 2011"	"SVT nyheter 2012"	"SVT nyheter 2013"	"SVT nyheter 2014"	"SVT nyheter 2015"	"SVT nyheter 2016"	"SVT nyheter 2017"	"SVT nyheter 2018"	"SVT nyheter 2019"	"SVT nyheter 2020"	"SVT nyheter 2021"	"SVT nyheter 2022"	"SVT nyheter 2023"
"flytta"	"26908"	"15"	"268"	"316"	"538"	"828"	"952"	"873"	"953"	"1076"	"1532"	"1812"	"2332"	"3153"	"2735"	"1991"	"1852"	"1867"	"1664"	"1409"	"742"
"tänka"	"26870"	"43"	"231"	"302"	"377"	"548"	"682"	"931"	"880"	"970"	"1429"	"1895"	"2172"	"2643"	"2676"	"2349"	"2052"	"2111"	"1850"	"1766"	"963"
"leda"	"25806"	"49"	"393"	"492"	"590"	"827"	"936"	"1237"	"1127"	"1060"	"1529"	"1811"	"2087"	"2333"	"2215"	"2050"	"1824"	"1499"	"1451"	"1515"	"781"
"följa"	"25494"	"28"	"220"	"306"	"415"	"582"	"673"	"820"	"822"	"977"	"1306"	"1612"	"1883"	"2308"	"2294"	"1941"	"1898"	"2728"	"2191"	"1678"	"812"
"klara"	"25389"	"39"	"313"	"352"	"582"	"961"	"1107"	"1066"	"985"	"1070"	"1569"	"1644"	"2209"	"2285"	"1984"	"1804"	"1796"	"1970"	"1412"	"1531"	"710"
"dra"	"24919"	"46"	"330"	"453"	"584"	"839"	"988"	"1055"	"989"	"933"	"1522"	"1725"	"1908"	"2152"	"2151"	"1978"	"1882"	"1787"	"1501"	"1381"	"715"
"köpa"	"24629"	"36"	"296"	"440"	"765"	"994"	"1310"	"1189"	"1183"	"1189"	"1508"	"1610"	"2025"	"2157"	"2005"	"1709"	"1690"	"1389"	"1166"	"1234"	"734"
"prata"	"24004"	"12"	"102"	"154"	"175"	"383"	"427"	"596"	"666"	"812"	"1176"	"1545"	"2078"	"2694"	"2910"	"2432"	"2248"	"1620"	"1520"	"1593"	"861"
"stoppa"	"23565"	"41"	"393"	"512"	"644"	"789"	"942"	"1072"	"979"	"913"	"1349"	"1756"	"1775"	"2099"	"1993"	"1608"	"1611"	"1723"	"1451"	"1209"	"706"
"höra"	"22894"	"14"	"129"	"158"	"194"	"370"	"430"	"499"	"502"	"635"	"967"	"1114"	"1540"	"1914"	"1969"	"1913"	"2536"	"2387"	"2267"	"2133"	"1223"
"arbeta"	"22736"	"35"	"309"	"338"	"518"	"644"	"769"	"961"	"756"	"894"	"1237"	"1561"	"1964"	"2292"	"2227"	"1826"	"1579"	"1584"	"1386"	"1251"	"605"
"behöva"	"22709"	"21"	"156"	"202"	"328"	"489"	"580"	"682"	"663"	"770"	"1125"	"1351"	"1901"	"2180"	"2201"	"1910"	"1892"	"1969"	"1692"	"1718"	"879"
"stanna"	"22283"	"39"	"312"	"324"	"404"	"664"	"767"	"791"	"742"	"787"	"1243"	"1433"	"1912"	"2547"	"2103"	"1724"	"1496"	"2020"	"1296"	"1167"	"512"
"vänta"	"22192"	"35"	"235"	"337"	"483"	"705"	"866"	"892"	"974"	"849"	"1223"	"1485"	"1858"	"1996"	"2039"	"1810"	"1553"	"1470"	"1431"	"1375"	"576"
"söka"	"21834"	"25"	"233"	"284"	"416"	"642"	"745"	"754"	"756"	"798"	"1333"	"1452"	"2097"	"2219"	"2011"	"1809"	"1621"	"1451"	"1296"	"1173"	"719"
"slå"	"20727"	"42"	"334"	"417"	"535"	"673"	"850"	"834"	"847"	"848"	"1232"	"1475"	"1652"	"1758"	"1583"	"1612"	"1537"	"1301"	"1305"	"1212"	"680"
"påverka"	"20235"	"18"	"149"	"204"	"303"	"441"	"542"	"677"	"623"	"717"	"1098"	"1438"	"1564"	"1955"	"2032"	"1756"	"1666"	"1431"	"1350"	"1463"	"808"
"titta"	"20077"	"8"	"116"	"189"	"304"	"379"	"487"	"621"	"606"	"811"	"1213"	"1451"	"1879"	"2292"	"2207"	"1693"	"1764"	"1285"	"1152"	"1042"	"578"
"lösa"	"20020"	"34"	"182"	"275"	"394"	"561"	"604"	"782"	"660"	"783"	"1152"	"1459"	"1814"	"1968"	"1987"	"1582"	"1514"	"1283"	"1209"	"1199"	"578"
"känna"	"20010"	"20"	"120"	"185"	"235"	"368"	"441"	"545"	"604"	"732"	"1091"	"1337"	"1843"	"2210"	"2247"	"1837"	"1648"	"1315"	"1310"	"1206"	"716"
"ske"	"19449"	"38"	"238"	"312"	"377"	"547"	"723"	"728"	"726"	"698"	"1115"	"1242"	"1594"	"1784"	"1719"	"1513"	"1497"	"1517"	"1317"	"1133"	"631"
"ligga"	"19396"	"34"	"252"	"367"	"457"	"677"	"806"	"881"	"782"	"791"	"1160"	"1365"	"1567"	"1858"	"1818"	"1578"	"1325"	"1193"	"1002"	"970"	"513"
"användas"	"19082"	"31"	"309"	"356"	"478"	"748"	"746"	"857"	"741"	"779"	"1107"	"1244"	"1569"	"1759"	"1650"	"1513"	"1224"	"1335"	"1142"	"1014"	"480"
"rädda"	"19039"	"21"	"200"	"271"	"465"	"749"	"914"	"858"	"827"	"833"	"1128"	"1128"	"1560"	"1612"	"1483"	"1399"	"1457"	"1389"	"1225"	"961"	"559"
"utreda"	"18084"	"23"	"275"	"345"	"444"	"575"	"645"	"765"	"673"	"667"	"1079"	"1121"	"1563"	"1694"	"1793"	"1403"	"1450"	"1059"	"984"	"960"	"566"
"lära"	"17912"	"14"	"107"	"137"	"228"	"353"	"447"	"567"	"627"	"643"	"1132"	"1254"	"1789"	"2112"	"1955"	"1622"	"1319"	"940"	"992"	"992"	"682"
"sälja"	"17704"	"24"	"248"	"351"	"533"	"809"	"943"	"900"	"971"	"983"	"1131"	"1184"	"1522"	"1437"	"1362"	"1198"	"1134"	"885"	"771"	"835"	"483"
"stänga"	"17577"	"12"	"131"	"194"	"363"	"498"	"593"	"653"	"518"	"603"	"937"	"966"	"1373"	"1547"	"1425"	"1341"	"1283"	"2201"	"1397"	"1076"	"466"
"svara"	"17305"	"24"	"127"	"228"	"272"	"349"	"483"	"570"	"503"	"634"	"976"	"1139"	"1271"	"1665"	"1708"	"1463"	"1571"	"1236"	"1176"	"1198"	"712"
"hända"	"17226"	"14"	"96"	"148"	"243"	"363"	"452"	"582"	"585"	"662"	"1001"	"1146"	"1562"	"1929"	"1712"	"1410"	"1469"	"1132"	"1027"	"1112"	"581"
"göras"	"16674"	"29"	"243"	"264"	"382"	"566"	"643"	"672"	"599"	"672"	"1003"	"1044"	"1368"	"1596"	"1500"	"1331"	"1370"	"1190"	"938"	"850"	"414"
"välja"	"16602"	"18"	"213"	"214"	"317"	"479"	"566"	"726"	"652"	"727"	"1151"	"1286"	"1276"	"1565"	"1618"	"1437"	"1293"	"902"	"871"	"856"	"435"
"låta"	"16546"	"31"	"278"	"289"	"424"	"480"	"641"	"766"	"657"	"648"	"977"	"1141"	"1456"	"1569"	"1490"	"1266"	"1226"	"999"	"982"	"829"	"397"
"kommentera"	"16542"	"10"	"151"	"237"	"334"	"413"	"513"	"606"	"587"	"668"	"886"	"962"	"1133"	"1443"	"1651"	"1440"	"1528"	"1224"	"1160"	"990"	"606"
"handla"	"16538"	"12"	"126"	"158"	"237"	"345"	"399"	"539"	"550"	"596"	"902"	"1051"	"1410"	"1678"	"1722"	"1485"	"1402"	"1457"	"1033"	"927"	"509"
"starta"	"16465"	"16"	"227"	"281"	"472"	"682"	"727"	"733"	"792"	"663"	"971"	"1049"	"1311"	"1365"	"1343"	"1107"	"1061"	"1263"	"1014"	"888"	"500"
"genomföra"	"16447"	"30"	"167"	"258"	"278"	"432"	"567"	"603"	"531"	"524"	"867"	"1062"	"1320"	"1556"	"1379"	"1099"	"1191"	"1813"	"1279"	"958"	"533"
"satsa"	"16423"	"31"	"254"	"311"	"448"	"713"	"774"	"839"	"711"	"754"	"1075"	"1423"	"1318"	"1406"	"1362"	"1277"	"989"	"740"	"743"	"907"	"348"
"öppna"	"16275"	"19"	"145"	"202"	"237"	"383"	"474"	"556"	"487"	"525"	"789"	"998"	"1390"	"1546"	"1425"	"1206"	"1080"	"1777"	"1644"	"901"	"491"
"skicka"	"16245"	"24"	"153"	"209"	"266"	"396"	"513"	"532"	"541"	"597"	"776"	"1158"	"1310"	"1357"	"1365"	"1762"	"1795"	"1123"	"901"	"881"	"586"
"hantera"	"15939"	"14"	"125"	"128"	"207"	"327"	"355"	"525"	"511"	"547"	"748"	"965"	"1407"	"1500"	"1354"	"1299"	"1390"	"1660"	"1164"	"1116"	"597"
"innebära"	"15686"	"17"	"176"	"254"	"354"	"553"	"564"	"645"	"548"	"606"	"935"	"1156"	"1251"	"1491"	"1340"	"1245"	"1189"	"1089"	"861"	"960"	"452"
"föras"	"15683"	"16"	"164"	"233"	"364"	"483"	"524"	"534"	"403"	"487"	"943"	"1160"	"1350"	"1725"	"1743"	"1566"	"1324"	"975"	"752"	"634"	"303"
"tas"	"15651"	"31"	"262"	"294"	"439"	"616"	"678"	"624"	"607"	"657"	"956"	"1012"	"1224"	"1529"	"1365"	"1121"	"1101"	"1024"	"889"	"808"	"414"
"ringa"	"15563"	"17"	"80"	"118"	"155"	"235"	"250"	"273"	"303"	"400"	"522"	"650"	"789"	"929"	"997"	"1207"	"2203"	"2166"	"2011"	"1597"	"661"
"sluta"	"15558"	"40"	"201"	"255"	"370"	"554"	"656"	"621"	"652"	"721"	"931"	"1041"	"1259"	"1453"	"1366"	"1195"	"1183"	"921"	"841"	"863"	"435"
"möta"	"15372"	"23"	"261"	"219"	"303"	"480"	"527"	"607"	"524"	"535"	"824"	"940"	"1274"	"1297"	"1245"	"1177"	"1221"	"1069"	"1135"	"1096"	"615"
"leva"	"15238"	"24"	"125"	"156"	"238"	"397"	"455"	"581"	"672"	"603"	"942"	"1115"	"1422"	"1590"	"1447"	"1239"	"1125"	"878"	"881"	"859"	"489"
"undvika"	"15081"	"23"	"139"	"207"	"265"	"369"	"529"	"590"	"588"	"525"	"815"	"968"	"998"	"1258"	"1294"	"1150"	"1052"	"1799"	"1213"	"871"	"428"
"träffa"	"14985"	"14"	"134"	"187"	"293"	"349"	"584"	"514"	"529"	"557"	"797"	"963"	"1197"	"1596"	"1504"	"1200"	"1062"	"1235"	"996"	"849"	"425"
"delta"	"14984"	"38"	"276"	"266"	"285"	"399"	"537"	"626"	"608"	"511"	"838"	"1045"	"1242"	"1292"	"1330"	"1074"	"1135"	"911"	"1005"	"1038"	"528"
"sitta"	"14819"	"25"	"171"	"171"	"223"	"381"	"481"	"644"	"507"	"583"	"796"	"1057"	"1171"	"1510"	"1442"	"1258"	"1045"	"1107"	"980"	"897"	"370"
"utveckla"	"14493"	"17"	"142"	"219"	"308"	"453"	"507"	"646"	"508"	"591"	"859"	"1114"	"1214"	"1425"	"1502"	"1228"	"1094"	"779"	"774"	"749"	"364"
"skriva"	"14442"	"33"	"195"	"171"	"351"	"443"	"532"	"529"	"607"	"631"	"928"	"990"	"1211"	"1354"	"1476"	"1126"	"1184"	"796"	"771"	"696"	"418"
"skydda"	"14220"	"22"	"183"	"224"	"286"	"348"	"410"	"502"	"630"	"519"	"832"	"880"	"1115"	"1225"	"1298"	"1014"	"864"	"1414"	"1039"	"893"	"522"
"brinna"	"14197"	"6"	"77"	"132"	"284"	"382"	"392"	"377"	"340"	"388"	"737"	"799"	"1114"	"1627"	"1696"	"1648"	"1472"	"941"	"780"	"669"	"336"
"bo"	"14119"	"10"	"91"	"134"	"248"	"414"	"423"	"569"	"454"	"566"	"797"	"1082"	"1656"	"1938"	"1431"	"937"	"949"	"699"	"652"	"750"	"319"
"driva"	"13945"	"15"	"166"	"253"	"381"	"513"	"593"	"750"	"585"	"600"	"978"	"1136"	"1131"	"1202"	"1146"	"993"	"1047"	"695"	"696"	"715"	"350"
"vända"	"13356"	"26"	"127"	"129"	"242"	"391"	"419"	"480"	"499"	"513"	"765"	"920"	"1176"	"1203"	"1317"	"1143"	"1011"	"851"	"906"	"784"	"454"
"byggas"	"13343"	"8"	"137"	"255"	"420"	"576"	"571"	"546"	"495"	"504"	"773"	"893"	"1050"	"1372"	"1423"	"991"	"903"	"654"	"714"	"705"	"353"
"diskutera"	"13272"	"38"	"243"	"320"	"365"	"457"	"561"	"611"	"569"	"622"	"863"	"983"	"1202"	"1325"	"1192"	"991"	"918"	"661"	"465"	"600"	"286"
"förstå"	"13206"	"10"	"88"	"127"	"170"	"216"	"335"	"418"	"475"	"528"	"879"	"912"	"1216"	"1366"	"1371"	"1118"	"1031"	"885"	"814"	"835"	"412"
"rösta"	"13196"	"69"	"303"	"250"	"164"	"420"	"475"	"725"	"387"	"369"	"658"	"1417"	"697"	"1275"	"1074"	"1314"	"1160"	"481"	"691"	"1052"	"215"
"byta"	"13031"	"23"	"163"	"224"	"323"	"372"	"431"	"498"	"487"	"507"	"809"	"844"	"1007"	"1282"	"1322"	"1077"	"982"	"738"	"712"	"811"	"419"
"skjuta"	"12826"	"24"	"154"	"219"	"330"	"431"	"534"	"515"	"524"	"507"	"787"	"784"	"936"	"989"	"1006"	"845"	"970"	"1255"	"760"	"788"	"468"
"läsa"	"12723"	"10"	"120"	"133"	"203"	"353"	"399"	"446"	"492"	"580"	"986"	"976"	"1085"	"1306"	"1235"	"1021"	"929"	"830"	"652"	"606"	"361"
"ändra"	"12647"	"12"	"176"	"211"	"249"	"363"	"427"	"597"	"563"	"585"	"826"	"952"	"1090"	"1091"	"1130"	"926"	"893"	"770"	"694"	"716"	"376"
"erbjuda"	"12612"	"9"	"92"	"148"	"245"	"378"	"419"	"476"	"396"	"475"	"647"	"823"	"1271"	"1211"	"1142"	"1049"	"806"	"1012"	"880"	"763"	"370"
"införa"	"12341"	"22"	"189"	"308"	"357"	"461"	"547"	"544"	"434"	"380"	"552"	"859"	"988"	"1020"	"1041"	"1020"	"909"	"873"	"901"	"656"	"280"
"vilja"	"12322"	"14"	"109"	"150"	"204"	"241"	"344"	"443"	"444"	"497"	"744"	"931"	"1079"	"1307"	"1236"	"1068"	"978"	"726"	"737"	"707"	"363"
"bryta"	"12314"	"34"	"232"	"233"	"292"	"410"	"445"	"523"	"440"	"516"	"698"	"890"	"930"	"982"	"982"	"986"	"900"	"735"	"846"	"801"	"439"
"bidra"	"12223"	"13"	"111"	"139"	"214"	"294"	"335"	"402"	"384"	"414"	"674"	"794"	"1109"	"1138"	"1083"	"1076"	"931"	"975"	"785"	"869"	"483"
"förbättra"	"12089"	"10"	"143"	"210"	"286"	"408"	"437"	"559"	"541"	"511"	"766"	"917"	"1099"	"1212"	"1114"	"1012"	"816"	"558"	"591"	"588"	"311"
"hållas"	"11938"	"41"	"203"	"202"	"303"	"389"	"464"	"527"	"441"	"435"	"677"	"746"	"1046"	"1066"	"1022"	"927"	"910"	"941"	"712"	"588"	"298"
"fungera"	"11927"	"9"	"112"	"166"	"238"	"315"	"381"	"528"	"486"	"506"	"682"	"897"	"1041"	"1176"	"1078"	"904"	"903"	"844"	"733"	"648"	"280"
"röra"	"11900"	"17"	"77"	"139"	"191"	"256"	"343"	"417"	"340"	"398"	"615"	"803"	"934"	"1293"	"1291"	"1096"	"1003"	"917"	"772"	"631"	"367"
"spara"	"11811"	"13"	"139"	"173"	"336"	"617"	"988"	"488"	"558"	"548"	"670"	"593"	"885"	"901"	"865"	"684"	"1254"	"563"	"386"	"709"	"441"
"behålla"	"11786"	"20"	"190"	"280"	"358"	"446"	"557"	"547"	"500"	"538"	"730"	"781"	"985"	"1027"	"924"	"829"	"845"	"720"	"589"	"640"	"280"
"kosta"	"11740"	"7"	"196"	"264"	"354"	"524"	"556"	"655"	"498"	"561"	"737"	"804"	"979"	"994"	"1008"	"792"	"814"	"638"	"556"	"517"	"286"
"äta"	"11550"	"10"	"93"	"110"	"192"	"299"	"387"	"377"	"559"	"533"	"798"	"979"	"1006"	"1307"	"1192"	"899"	"887"	"563"	"532"	"480"	"347"
"höja"	"11534"	"12"	"176"	"224"	"306"	"473"	"544"	"599"	"469"	"510"	"732"	"867"	"1081"	"922"	"793"	"752"	"767"	"479"	"521"	"873"	"434"
"undersöka"	"11427"	"13"	"175"	"268"	"327"	"391"	"457"	"469"	"449"	"449"	"657"	"781"	"903"	"1042"	"1093"	"982"	"852"	"705"	"648"	"480"	"286"
"agera"	"11235"	"20"	"110"	"138"	"175"	"249"	"307"	"374"	"397"	"379"	"576"	"751"	"861"	"1061"	"1070"	"911"	"985"	"924"	"809"	"723"	"415"
"locka"	"11082"	"12"	"71"	"135"	"210"	"350"	"406"	"417"	"372"	"472"	"667"	"751"	"880"	"1060"	"1136"	"973"	"873"	"604"	"553"	"677"	"463"
"dela"	"10631"	"10"	"154"	"173"	"225"	"278"	"367"	"374"	"329"	"410"	"489"	"687"	"947"	"1006"	"958"	"935"	"779"	"849"	"745"	"610"	"306"
"sprida"	"10629"	"9"	"111"	"100"	"169"	"275"	"297"	"340"	"332"	"357"	"551"	"707"	"813"	"1056"	"1158"	"981"	"860"	"947"	"699"	"565"	"302"
"förhindra"	"10618"	"11"	"172"	"187"	"220"	"301"	"383"	"374"	"429"	"398"	"576"	"711"	"844"	"927"	"1015"	"826"	"755"	"922"	"718"	"480"	"369"
"testa"	"10510"	"12"	"67"	"105"	"105"	"200"	"190"	"175"	"259"	"308"	"445"	"473"	"676"	"828"	"767"	"1155"	"1115"	"1546"	"981"	"759"	"344"
"resa"	"10201"	"32"	"121"	"127"	"187"	"223"	"277"	"372"	"344"	"307"	"477"	"573"	"792"	"949"	"826"	"644"	"690"	"1345"	"957"	"670"	"288"
"släppa"	"10103"	"18"	"111"	"163"	"179"	"318"	"369"	"443"	"372"	"333"	"456"	"592"	"716"	"818"	"801"	"918"	"921"	"750"	"880"	"569"	"376"
"kontrollera"	"10096"	"10"	"120"	"167"	"191"	"328"	"363"	"407"	"377"	"397"	"661"	"660"	"940"	"991"	"916"	"873"	"763"	"728"	"563"	"394"	"247"
"träna"	"10095"	"19"	"120"	"129"	"175"	"229"	"255"	"270"	"317"	"314"	"598"	"651"	"806"	"849"	"804"	"776"	"776"	"1098"	"835"	"684"	"390"
"lyfta"	"10085"	"9"	"78"	"93"	"139"	"211"	"232"	"362"	"314"	"329"	"575"	"743"	"880"	"1090"	"1014"	"966"	"881"	"661"	"628"	"605"	"275"
"avgöra"	"9989"	"27"	"226"	"257"	"265"	"377"	"357"	"464"	"461"	"404"	"643"	"693"	"745"	"807"	"712"	"741"	"720"	"561"	"651"	"610"	"268"
"tro"	"9989"	"16"	"91"	"151"	"182"	"248"	"349"	"397"	"367"	"478"	"666"	"696"	"843"	"976"	"973"	"782"	"708"	"608"	"610"	"565"	"283"
