word	Totalt		SVT nyheter 2004	SVT nyheter 2005	SVT nyheter 2006	SVT nyheter 2007	SVT nyheter 2008	SVT nyheter 2009	SVT nyheter 2010	SVT nyheter 2011	SVT nyheter 2012	SVT nyheter 2013	SVT nyheter 2014	SVT nyheter 2015	SVT nyheter 2016	SVT nyheter 2017	SVT nyheter 2018	SVT nyheter 2019	SVT nyheter 2020	SVT nyheter 2021	SVT nyheter 2022	SVT nyheter 2023
kommer sätta	168		0	1	0	2	2	4	2	0	4	2	11	13	17	11	23	18	19	14	14	11
kommer bidra	168		0	0	1	0	0	1	5	3	1	9	8	13	10	18	21	17	12	13	24	12
kommer låta	167		0	0	0	0	1	4	2	3	3	6	4	14	12	17	13	15	17	24	22	10
kommer gälla	158		0	1	0	1	2	2	3	1	3	6	7	13	10	16	12	15	31	22	10	3
kommer betyda	157		0	0	0	5	2	2	2	2	3	9	7	7	15	12	15	24	20	18	10	4
kommer hamna	154		0	0	1	2	2	2	2	5	5	3	4	12	15	29	9	12	15	17	12	7
kommer äga	150		0	0	0	1	4	1	3	3	1	4	7	13	16	24	21	10	11	13	8	10
kommer utreda	145		0	0	1	1	0	2	0	3	0	3	6	9	8	15	18	21	11	17	20	10
kommer känna	142		0	1	0	1	2	1	1	4	0	7	5	18	11	10	21	10	17	14	9	10
kommer hinna	139		0	1	0	1	1	0	2	5	2	5	5	15	14	20	15	14	9	11	16	3
kommer hitta	139		0	0	0	0	2	0	2	1	5	10	6	7	12	15	12	9	22	18	14	4
kommer drabba	135		0	0	2	0	5	2	7	4	4	5	8	9	10	10	9	19	19	10	6	6
kommer räcka	135		0	0	0	0	1	0	2	1	5	2	4	8	11	10	22	15	22	13	14	5
kommer starta	132		0	0	0	2	1	4	2	4	2	5	5	7	8	13	17	20	13	10	13	6
kommer handla	131		0	0	0	2	1	0	1	0	1	5	6	9	15	14	21	19	6	10	13	8
kommer landa	126		0	0	0	0	0	2	1	0	1	4	7	18	13	8	17	15	8	8	16	8
kommer nå	124		0	0	0	2	1	2	1	3	0	2	10	9	12	9	11	13	14	13	10	12
Kommer ta	123		0	0	0	0	0	0	1	2	2	3	7	5	19	21	15	11	12	10	10	5
kommer driva	121		0	0	1	0	1	2	1	1	4	7	10	10	5	17	14	13	8	13	11	3
kommer märka	121		0	0	0	2	1	2	1	1	3	4	9	10	14	15	9	18	6	8	10	8
kommer prata	118		0	0	0	0	0	2	2	1	1	4	4	6	14	11	12	18	8	11	12	12
kommer bestå	117		0	0	0	0	3	2	0	1	1	4	6	8	8	14	13	9	15	7	18	8
kommer söka	115		0	1	0	0	3	2	1	1	2	8	7	8	6	12	13	10	14	10	9	8
kommer skapa	113		0	1	0	0	0	5	4	2	2	4	3	11	11	15	14	6	9	12	10	4
kommer erbjuda	112		0	0	1	0	0	3	2	3	2	4	3	10	12	12	5	11	10	18	7	9
Kommer vara	108		0	0	0	0	0	0	0	0	2	2	6	2	6	7	7	15	19	13	18	11
kommer passa	107		0	0	0	2	3	2	3	1	0	7	4	3	9	11	26	8	10	7	4	7
kommer gynna	106		0	0	0	0	2	1	0	1	1	2	3	7	10	11	7	16	10	9	16	10
kommer möta	101		0	0	0	0	0	2	2	1	3	5	7	5	6	23	11	8	12	7	5	4
kommer flytta	100		0	0	1	3	1	3	0	1	1	3	7	10	14	9	7	5	10	6	13	6
kommer öppna	100		0	0	0	0	0	0	1	0	7	1	2	7	9	7	11	12	14	16	9	4
kommer begära	99		0	0	0	0	0	2	4	1	2	7	3	8	7	13	11	9	8	8	11	5
kommer växa	96		0	0	1	1	2	0	1	0	1	2	9	8	8	7	13	6	6	6	17	8
kommer skriva	95		0	0	0	0	0	0	1	2	3	2	4	4	4	19	12	13	12	6	7	6
kommer agera	93		0	3	3	0	0	0	3	1	1	1	3	8	5	9	5	5	12	19	8	7
kommer säga	92		0	0	1	0	1	4	0	0	2	4	3	6	11	9	7	9	9	13	10	3
kommer dö	92		0	0	1	1	1	1	0	2	2	7	6	4	7	7	7	8	17	10	6	5
kommer styra	87		0	0	2	0	1	0	2	0	3	1	13	0	1	2	23	5	5	0	26	3
kommer satsa	87		0	0	0	0	2	4	1	1	4	5	4	0	12	10	11	10	4	10	5	4
kommer skicka	86		0	0	0	0	0	1	1	2	0	8	7	7	5	9	6	7	9	8	9	7
kommer vidta	85		0	2	0	1	0	0	1	0	0	5	4	3	9	10	7	12	5	5	17	4
kommer tävla	85		0	1	0	0	0	1	0	1	2	4	4	8	7	18	9	7	3	8	11	1
kommer leva	85		0	0	0	0	1	1	1	4	3	3	6	5	12	8	7	9	4	5	10	6
kommer avgöra	84		0	0	0	1	1	1	0	1	1	5	6	8	9	7	8	6	8	9	9	4
kommer fokusera	83		0	0	0	0	0	0	1	1	0	5	3	4	11	10	6	16	4	8	10	4
kommer ändra	82		0	0	1	0	0	2	0	2	3	3	3	6	5	9	5	11	11	7	9	5
kommer bjuda	82		0	0	0	0	0	1	0	2	3	3	4	8	3	7	8	17	6	7	8	5
kommer betala	80		0	1	0	0	0	0	0	1	4	3	2	5	10	12	9	8	8	6	8	3
kommer innehålla	80		0	0	1	1	1	1	2	2	0	1	5	9	9	6	6	11	4	7	10	4
kommer ingå	80		0	0	1	1	2	3	2	0	3	3	6	7	7	5	8	4	5	6	14	3
kommer förlora	80		0	0	1	0	2	1	1	2	4	3	7	6	6	7	8	10	10	6	5	1
kommer falla	75		0	0	0	2	0	0	3	1	2	4	4	4	6	8	9	8	5	5	9	5
kommer välja	73		0	0	0	0	0	0	2	0	1	6	5	6	7	5	7	14	5	5	3	7
Kommer få	72		0	0	0	0	0	0	2	0	0	3	3	1	4	6	4	11	8	14	11	5
kommer undersöka	71		0	0	1	1	0	0	2	0	1	5	4	4	5	6	9	10	4	10	3	6
Kommer fortsätta	71		0	0	0	0	0	0	0	0	1	6	6	4	6	9	8	7	8	5	4	7
kommer bygga	70		0	0	2	0	0	0	3	0	0	2	4	4	6	8	6	10	7	8	9	1
Kommer överklaga	69		0	0	0	0	0	1	0	1	1	6	2	2	9	10	6	2	8	7	6	8
kommer underlätta	68		0	0	1	0	0	2	1	0	1	1	1	5	9	10	4	8	5	6	11	3
kommer tycka	68		0	0	0	0	0	2	2	0	2	4	10	4	6	10	10	4	3	4	7	0
kommer stiga	67		0	0	1	2	2	2	3	0	0	4	5	6	4	9	3	8	3	3	8	4
kommer besöka	66		0	0	0	2	0	1	0	0	2	2	6	8	8	11	12	5	5	2	2	0
kommer vända	66		0	0	0	0	0	1	1	3	3	3	2	4	5	6	10	4	9	4	7	4
kommer släppa	64		0	0	1	0	0	0	0	0	1	5	2	1	8	6	10	8	7	11	3	1
kommer brinna	64		0	0	0	0	1	0	0	0	0	1	1	2	9	5	5	12	12	7	5	4
kommer diskutera	63		0	0	0	1	1	1	0	0	1	0	1	7	8	10	7	8	8	5	4	1
kommer röra	63		0	0	0	0	0	1	2	0	1	1	4	3	7	6	7	10	4	9	5	3
kommer föra	63		0	0	0	0	0	0	0	1	1	3	1	5	3	12	7	11	5	7	4	3
kommer locka	62		0	0	0	0	0	0	0	1	3	2	6	6	4	10	6	9	4	5	5	1
kommer samarbeta	61		0	0	1	1	1	1	2	1	1	5	10	2	4	2	8	2	0	6	9	5
kommer höja	61		0	0	1	0	2	3	2	0	2	0	4	5	3	6	5	4	7	1	13	3
kommer bära	61		0	0	0	0	4	1	0	0	2	3	1	3	3	5	7	6	3	10	7	6
kommer fatta	60		0	0	0	1	0	2	1	0	3	1	2	4	4	11	5	5	8	8	3	2
kommer stänga	60		0	0	0	0	1	1	0	1	2	3	0	3	3	3	9	3	10	8	11	2
kommer ersätta	59		0	0	4	0	1	2	5	1	5	0	1	4	4	1	7	6	7	2	4	5
kommer flyga	57		0	0	0	2	0	0	1	0	2	3	0	2	3	6	8	4	8	7	9	2
kommer dyka	56		0	0	0	0	0	2	1	3	1	3	1	5	2	3	6	4	3	10	6	6
kommer tillföra	55		0	0	0	2	0	0	1	2	0	4	3	5	7	8	3	8	4	3	2	3
kommer höra	55		0	0	0	1	0	0	0	0	0	0	1	5	10	5	7	5	7	5	8	1
kommer hantera	55		0	0	0	0	0	0	1	1	0	0	0	4	7	4	2	10	10	6	7	3
kommer lyfta	55		0	0	0	0	0	0	0	0	3	2	1	7	3	5	12	3	7	8	2	2
kommer resultera	53		0	0	0	0	1	0	0	2	3	3	1	3	7	3	8	7	8	4	2	1
kommer blåsa	53		0	0	0	0	0	1	1	0	0	0	0	4	3	6	9	15	5	4	1	4
Kommer göra	53		0	0	0	0	0	0	0	0	1	0	2	6	5	3	3	4	8	7	9	5
kommer missa	52		0	1	0	1	0	1	1	0	0	2	4	7	1	3	5	8	4	4	3	7
kommer medföra	52		0	0	0	0	1	0	0	0	1	3	3	4	10	5	8	6	4	4	3	0
kommer presentera	52		0	0	0	0	0	0	1	2	0	2	1	5	5	7	5	7	6	5	6	0
kommer förändra	52		0	0	0	0	0	0	1	0	0	4	2	3	5	7	10	3	7	4	4	2
kommer återkomma	51		0	0	0	0	0	0	0	0	1	2	1	4	1	2	4	3	10	7	13	3
kommer föreslå	50		0	0	0	1	2	1	1	0	3	5	3	6	5	5	5	3	3	2	4	1
kommer inleda	50		0	0	0	0	0	3	1	0	0	0	2	5	6	4	8	3	2	6	6	4
kommer yrka	49		0	0	0	0	0	1	0	1	2	3	2	3	4	13	5	2	4	5	4	0
kommer kämpa	46		0	1	0	0	0	1	0	0	0	2	4	4	2	4	2	5	3	7	10	1
kommer reagera	46		0	0	0	0	1	0	0	2	4	1	1	1	3	5	1	9	5	6	3	4
kommer bo	46		0	0	0	0	0	1	2	0	5	0	0	6	8	3	4	5	3	3	2	4
kommer våga	46		0	0	0	0	0	0	1	1	0	0	0	6	7	9	3	4	5	6	3	1
kommer lära	46		0	0	0	0	0	0	1	2	0	3	0	3	10	2	3	7	3	6	3	3
kommer träna	45		0	0	1	0	0	0	0	1	1	2	2	4	5	5	1	4	5	4	5	5
kommer berätta	44		0	0	0	0	2	1	0	0	0	1	4	4	3	5	6	2	5	3	3	5
kommer överleva	44		0	0	0	0	0	0	2	0	2	1	3	2	7	2	3	6	6	6	4	0
kommer glömma	43		0	1	0	0	0	0	0	2	0	5	4	2	2	4	7	5	3	2	4	2
kommer dela	43		0	1	0	0	0	2	0	1	0	1	1	0	2	6	6	4	7	6	5	1
kommer svara	43		0	0	0	0	1	2	1	0	1	0	3	4	2	6	6	5	2	0	5	5
kommer sända	42		0	1	0	0	0	1	3	0	1	5	2	3	2	3	3	4	5	2	3	4
kommer resa	42		0	0	0	1	0	0	0	0	2	1	2	3	3	2	6	2	9	3	5	3
kommer generera	42		0	0	0	0	1	1	0	0	0	2	1	3	3	7	4	3	5	5	5	2
kommer sprida	42		0	0	0	0	0	0	2	3	0	2	2	0	7	4	4	7	3	3	3	2
kommer tappa	42		0	0	0	0	0	0	0	1	1	2	0	3	4	1	6	3	9	7	3	2
kommer återvända	41		0	1	1	0	1	1	1	0	0	2	2	7	2	2	2	7	2	1	5	4
kommer stärka	41		0	0	1	0	0	0	0	1	0	2	0	1	3	6	5	7	2	5	8	0
kommer byta	41		0	0	0	0	0	0	2	0	0	0	1	4	7	4	5	4	0	4	8	2
kommer upprätta	40		0	0	1	0	1	0	0	0	1	2	0	2	2	5	5	9	5	5	2	0
kommer stoppa	39		0	0	0	1	0	1	0	2	0	2	1	3	3	2	4	5	2	7	6	0
kommer uppträda	39		0	0	0	0	1	1	2	0	1	4	4	4	5	7	4	1	1	0	4	0
kommer passera	39		0	0	0	0	1	1	1	1	1	2	1	3	4	3	8	7	0	4	0	2
kommer stötta	39		0	0	0	0	0	1	0	0	0	4	0	5	5	4	2	1	8	4	4	1
kommer rulla	39		0	0	0	0	0	0	1	1	2	1	4	0	1	11	6	2	3	3	2	2
kommer förbättra	38		1	0	0	0	0	0	0	0	2	1	3	1	5	5	6	4	3	4	3	0
kommer införa	38		0	0	0	1	2	2	0	0	1	1	1	4	1	4	2	2	6	3	7	1
kommer träffa	38		0	0	0	0	0	0	0	1	3	1	2	0	3	5	2	5	5	4	6	1
kommer fira	37		0	0	1	0	0	1	2	1	0	2	2	2	2	2	4	2	8	1	6	1
kommer stödja	37		0	0	0	0	1	0	1	0	0	1	3	2	1	2	5	7	1	6	4	3
kommer spara	37		0	0	0	0	1	2	1	1	1	0	1	1	7	7	0	6	6	1	1	1
kommer tänka	37		0	0	0	0	0	1	2	1	0	5	1	2	3	1	6	4	5	3	1	2
kommer tillåta	37		0	0	0	0	0	1	0	1	0	1	3	0	1	3	2	1	11	5	6	2
kommer sjunka	37		0	0	0	0	0	0	2	1	1	0	1	0	3	9	3	3	2	2	7	3
Kommer sakna	37		0	0	0	0	0	0	0	0	1	0	2	2	1	3	5	4	8	3	5	3
kommer kontakta	36		0	0	0	1	0	0	4	1	0	3	0	1	3	1	4	5	5	3	2	3
kommer köpa	36		0	0	0	0	1	0	0	0	3	2	0	4	2	3	2	6	5	1	3	4
kommer springa	36		0	0	0	0	0	0	1	1	2	0	1	5	1	5	1	2	6	8	2	1
kommer orka	36		0	0	0	0	0	0	0	1	1	2	2	2	4	2	4	6	2	3	4	3
kommer lyssna	36		0	0	0	0	0	0	0	0	0	0	3	2	3	3	5	2	6	8	4	0
kommer orsaka	35		0	0	0	3	2	0	0	2	2	0	0	5	3	8	2	0	3	2	1	2
kommer väcka	35		0	0	0	1	1	0	1	0	1	1	1	1	4	4	2	7	0	5	5	1
kommer medverka	35		0	0	0	0	1	0	2	0	0	3	0	1	2	8	3	4	2	4	3	2
kommer rymma	35		0	0	0	0	0	0	1	0	3	0	0	4	3	5	3	4	2	7	2	1
Kommer påverka	35		0	0	0	0	0	0	0	0	0	0	2	1	4	2	4	2	7	3	6	4
kommer sälja	34		0	1	0	0	2	2	0	1	3	0	3	3	1	3	1	4	4	3	2	1
kommer bevaka	34		0	0	0	0	0	1	2	0	0	4	0	2	1	6	2	5	3	2	2	4
Kommer ha	34		0	0	0	0	0	0	0	0	0	0	3	3	1	1	3	4	7	6	2	4
kommer acceptera	33		0	0	0	0	0	0	0	0	1	0	1	4	3	4	4	3	3	7	2	1
kommer hänga	32		0	0	0	0	1	1	0	1	1	0	0	5	2	3	4	1	4	4	3	2
kommer framföra	32		0	0	0	0	1	0	5	1	0	4	3	1	2	4	3	6	1	1	0	0
kommer tjäna	32		0	0	0	0	0	2	0	4	2	1	1	2	3	1	3	1	4	2	5	1
kommer ansöka	32		0	0	0	0	0	1	1	4	0	0	3	1	2	0	4	2	4	3	7	0
Kommer gå	32		0	0	0	0	0	0	0	0	0	0	0	3	1	7	5	2	4	3	6	1
Kommer behöva	32		0	0	0	0	0	0	0	0	0	0	0	1	2	1	1	7	5	5	5	5
kommer förstå	31		0	1	0	1	0	0	0	1	1	0	4	0	3	5	3	5	1	2	3	1
kommer ägna	31		0	0	0	1	1	0	1	0	0	2	0	2	8	5	3	2	0	1	4	1
kommer forsätta	31		0	0	0	0	1	0	0	0	1	1	3	2	4	3	3	4	3	3	3	0
kommer veta	31		0	0	0	0	0	2	0	1	1	0	1	1	1	2	6	6	4	1	4	1
kommer informera	31		0	0	0	0	0	1	1	0	0	0	1	1	5	3	5	6	5	0	3	0
kommer utgå	31		0	0	0	0	0	0	0	0	2	1	2	1	5	0	7	4	1	4	1	3
kommer avgå	31		0	0	0	0	0	0	0	0	2	0	0	2	1	5	1	2	7	6	3	2
Kommer kunna	31		0	0	0	0	0	0	0	0	1	0	0	1	1	1	1	8	4	4	7	3
kommer skjuta	30		0	0	1	0	0	0	0	0	0	1	3	1	1	4	3	3	4	2	4	3
kommer testa	30		0	0	0	0	3	1	0	1	2	1	0	1	2	3	1	9	3	1	2	0
kommer utöka	30		0	0	0	0	1	1	0	1	5	1	0	2	3	4	3	1	4	1	1	2
kommer närvara	30		0	0	0	0	0	1	0	0	0	0	0	4	2	1	8	5	5	1	1	2
kommer förbli	30		0	0	0	0	0	0	2	1	5	1	4	0	3	5	3	1	3	0	2	0
kommer befinna	30		0	0	0	0	0	0	0	0	1	4	2	2	2	0	3	3	2	5	4	2
kommer representera	29		0	0	1	0	0	2	0	0	0	2	0	3	3	3	3	1	2	1	6	2
kommer utföra	29		0	0	0	1	1	0	0	0	0	0	1	4	2	4	5	4	1	4	2	0
kommer utgöra	29		0	0	0	0	0	0	1	0	0	2	0	1	1	5	4	3	3	2	5	2
kommer täcka	29		0	0	0	0	0	0	0	2	0	5	2	3	1	5	4	1	2	1	3	0
kommer besluta	29		0	0	0	0	0	0	0	0	0	1	6	2	4	5	2	1	3	4	1	0
kommer påbörja	29		0	0	0	0	0	0	0	0	0	0	1	1	3	4	4	7	3	1	3	2
kommer leverera	28		0	1	0	0	0	1	0	0	0	4	0	4	1	2	2	1	4	4	4	0
kommer meddela	28		0	0	0	0	1	0	2	0	0	0	3	2	1	5	5	1	1	0	3	4
kommer avsluta	28		0	0	0	0	1	0	1	0	1	3	0	2	1	1	0	7	2	2	4	3
kommer ansluta	28		0	0	0	0	0	1	0	0	3	3	1	1	1	1	1	5	0	5	6	0
kommer funka	28		0	0	0	0	0	0	1	0	0	2	3	1	4	1	2	4	4	3	2	1
kommer råda	28		0	0	0	0	0	0	0	0	2	0	1	3	1	5	2	6	2	4	1	1
kommer fylla	28		0	0	0	0	0	0	0	0	2	3	1	1	1	3	4	2	4	3	2	2
kommer utvärdera	28		0	0	0	0	0	0	0	0	0	0	0	3	0	4	2	6	3	2	3	5
kommer ordna	27		0	0	0	0	0	1	0	2	1	3	0	4	2	4	0	1	1	1	5	2
kommer behålla	27		0	0	0	0	0	1	1	0	2	1	1	0	1	2	5	4	5	3	1	0
kommer utveckla	27		0	0	0	0	0	0	0	0	0	0	1	2	3	4	2	4	3	3	3	2
kommer fortgå	27		0	0	0	0	0	0	0	0	0	0	0	1	3	4	2	1	7	2	5	2
kommer förstärka	26		0	0	0	1	0	0	0	1	1	4	1	2	5	2	1	4	1	2	1	0
kommer beröra	26		0	0	0	0	2	0	2	0	0	2	0	3	3	3	2	4	0	1	4	0
Kommer kosta	26		0	0	0	0	0	0	1	0	0	0	1	0	2	5	6	4	1	3	3	0
kommer ansvara	25		0	0	1	0	0	1	1	0	1	0	1	4	2	2	4	4	4	0	0	0
kommer må	25		0	0	0	1	0	1	0	0	2	0	1	2	3	2	3	0	2	1	4	3
kommer hoppa	25		0	0	0	1	2	1	1	0	3	0	1	5	1	1	5	0	2	2	0	0
kommer genomgå	25		0	0	0	1	1	0	0	0	0	0	0	2	2	3	1	4	3	2	4	2
kommer tvinga	25		0	0	0	0	0	1	0	0	1	1	0	0	2	0	4	7	4	0	5	0
kommer arrangera	25		0	0	0	0	0	1	1	0	4	1	0	3	1	1	4	2	2	1	3	1
kommer kolla	25		0	0	0	0	0	0	0	0	0	4	1	0	1	4	1	4	3	3	2	2
kommer be	25		0	0	0	0	0	0	0	0	0	0	3	2	3	4	2	2	2	0	1	6
kommer prioritera	24		0	0	0	0	3	0	0	0	1	0	1	0	1	2	3	2	2	4	4	1
kommer vänta	24		0	0	0	0	1	0	1	0	0	2	1	1	2	2	0	3	4	2	2	3
kommer kvarstå	24		0	0	0	0	1	1	0	0	0	0	1	3	1	5	2	5	3	0	1	1
kommer läsa	24		0	0	0	0	0	0	1	0	0	0	4	0	3	5	4	1	4	1	0	1
kommer inträffa	24		0	0	0	0	0	0	0	0	3	3	0	4	2	2	2	3	2	1	1	1
kommer snöa	23		0	0	1	2	0	0	0	0	0	0	3	0	0	2	5	8	1	0	0	1
kommer pröva	23		0	0	0	1	1	0	1	1	0	1	3	1	0	3	1	4	2	1	2	1
kommer anställa	23		0	0	0	0	0	0	1	1	0	0	2	1	1	2	3	2	2	2	4	2
kommer kontrollera	23		0	0	0	0	0	0	0	1	0	1	1	2	3	1	1	3	5	2	2	1
kommer granska	22		1	0	1	1	1	0	2	0	0	2	1	0	3	1	1	5	1	0	1	1
kommer fixa	22		0	0	1	0	0	0	1	0	2	1	0	1	1	1	3	4	3	2	1	1
kommer heta	22		0	0	0	1	1	0	0	0	2	1	4	0	2	2	2	4	1	0	1	1
kommer avta	22		0	0	0	1	1	0	0	0	1	1	0	0	3	0	3	2	3	4	2	1
kommer sköta	22		0	0	0	0	0	0	1	0	0	0	1	1	1	1	3	3	7	3	1	0
kommer regna	22		0	0	0	0	0	0	1	1	0	0	0	2	1	4	3	1	4	0	1	4
kommer kommentera	22		0	0	0	0	0	0	0	1	0	3	0	1	1	0	3	4	1	2	5	1
kommer tillträda	22		0	0	0	0	0	0	0	0	0	2	1	2	1	3	4	2	2	0	1	4
kommer analysera	22		0	0	0	0	0	0	0	0	0	1	1	4	0	0	2	6	1	1	4	2
kommer återgå	21		0	1	0	0	0	1	0	0	1	0	0	0	1	1	2	2	4	5	2	1
kommer uppstå	21		0	0	0	0	0	1	1	1	2	1	1	0	1	2	2	2	2	2	3	0
kommer leta	21		0	0	0	0	0	1	0	1	0	4	0	0	1	5	3	3	1	0	2	0
kommer förstöra	21		0	0	0	0	0	0	1	0	0	0	0	1	0	5	2	2	5	1	2	2
kommer förlänga	21		0	0	0	0	0	0	1	1	1	1	3	1	1	2	1	1	2	1	2	3
kommer väga	21		0	0	0	0	0	0	0	1	1	1	1	1	2	3	4	3	2	1	1	0
